Orthogroup	Junonia_coenia	Danaus_plexippus
OG0005595	JC_09681-RA	DPOGS212627-PA
OG0005596	JC_10176-RA	DPOGS202925-PA
OG0005597	JC_12899-RA	DPOGS215198-PA
OG0005599	JC_16080-RA	DPOGS200706-PA
OG0005600	JC_06836-RA	DPOGS212973-PA
OG0005601	JC_03751-RA	DPOGS212173-PA
OG0005602	JC_06210-RA	DPOGS204120-PA
OG0005603	JC_06211-RA	DPOGS204126-PA
OG0005604	JC_16674-RA	DPOGS210639-PA
OG0005605	JC_14841-RA	DPOGS207210-PA
OG0005606	JC_06212-RA	DPOGS204121-PA
OG0005607	JC_12896-RA	DPOGS215200-PA
OG0005608	JC_12855-RA	DPOGS209780-PA
OG0005609	JC_03754-RA	DPOGS212088-PA
OG0005610	JC_10174-RA	DPOGS202936-PA
OG0005610	JC_10177-RA	DPOGS202924-PA
OG0005611	JC_03755-RA	DPOGS212171-PA
OG0005612	JC_14842-RA	DPOGS206776-PA
OG0005613	JC_14408-RA	DPOGS203523-PA
OG0005614	JC_03756-RA	DPOGS212089-PA
OG0005615	JC_14029-RA	DPOGS213788-PA
OG0005616	JC_06843-RA	DPOGS212926-PA
OG0005617	JC_03512-RA	DPOGS210866-PA
OG0005618	JC_04543-RA	DPOGS206512-PA
OG0005619	JC_05616-RA	DPOGS214508-PA
OG0005620	JC_04410-RA	DPOGS210116-PA
OG0005621	JC_16672-RA	DPOGS203362-PA
OG0005622	JC_10737-RA	DPOGS216044-PA
OG0005623	JC_03759-RA	DPOGS212091-PA
OG0005623	JC_03762-RA	DPOGS212092-PA
OG0005624	JC_10736-RA	DPOGS216063-PA
OG0005626	JC_11370-RA	DPOGS208524-PA
OG0005627	JC_16067-RA	DPOGS200011-PA
OG0005628	JC_09665-RA	DPOGS201062-PA
OG0005629	JC_02456-RA	DPOGS202047-PA
OG0005630	JC_10729-RA	DPOGS216059-PA
OG0005631	JC_06847-RA	DPOGS212980-PA
OG0005632	JC_16357-RA	DPOGS204965-PA
OG0005633	JC_07504-RA	DPOGS214079-PA
OG0005634	JC_14026-RA	DPOGS213748-PA
OG0005635	JC_12485-RA	DPOGS202297-PA
OG0005636	JC_02457-RA	DPOGS202034-PA
OG0005637	JC_10166-RA	DPOGS202929-PA
OG0005638	JC_16353-RA	DPOGS204963-PA, DPOGS214662-PA
OG0005639	JC_02458-RA	DPOGS202046-PA
OG0005640	JC_02459-RA	DPOGS202035-PA
OG0005641	JC_10165-RA	DPOGS202932-PA
OG0005642	JC_02461-RA	DPOGS202044-PA
OG0005643	JC_02462-RA	DPOGS202036-PA
OG0005644	JC_16655-RA	DPOGS203357-PA, DPOGS203356-PA
OG0005645	JC_10164-RA	DPOGS202930-PA
OG0005646	JC_16656-RA	DPOGS203355-PA
OG0005647	JC_02464-RA	DPOGS202037-PA
OG0005648	JC_02465-RA	DPOGS202043-PA
OG0005649	JC_15968-RA	DPOGS205587-PA
OG0005650	JC_03766-RA	DPOGS212094-PA
OG0005651	JC_17061-RA	DPOGS201599-PA
OG0005653	JC_03501-RA	DPOGS210795-PA
OG0005654	JC_16351-RA	DPOGS204962-PA
OG0005655	JC_05614-RA	DPOGS214505-PA
OG0005656	JC_08016-RA	DPOGS201300-PA
OG0005657	JC_15619-RA	DPOGS216210-PA
OG0005658	JC_03503-RA	DPOGS210796-PA
OG0005659	JC_10160-RA	DPOGS207499-PA
OG0005660	JC_14400-RA	DPOGS203538-PA
OG0005661	JC_17122-RA	DPOGS201615-PA
OG0005662	JC_15620-RA	DPOGS216209-PA
OG0005663	JC_01914-RA	DPOGS200096-PA
OG0005664	JC_17124-RA	DPOGS201603-PA
OG0005665	JC_08021-RA	DPOGS201298-PA
OG0005666	JC_14398-RA	DPOGS202573-PA
OG0005667	JC_16664-RA, JC_16663-RA	DPOGS212903-PA
OG0005668	JC_17125-RA	DPOGS201583-PA
OG0005669	JC_14397-RA	DPOGS202562-PA
OG0005670	JC_01491-RA	DPOGS215751-PA
OG0005671	JC_14396-RA	DPOGS202574-PA
OG0005672	JC_15699-RA	DPOGS208609-PA
OG0005673	JC_11368-RA	DPOGS208522-PA
OG0005674	JC_01490-RA	DPOGS215679-PA
OG0005675	JC_03769-RA	DPOGS212095-PA
OG0005676	JC_14395-RA	DPOGS202560-PA
OG0005677	JC_04402-RA	DPOGS210122-PA
OG0005679	JC_03770-RA	DPOGS212096-PA
OG0005680	JC_14846-RA	DPOGS206778-PA
OG0005681	JC_03771-RA	DPOGS212097-PA
OG0005682	JC_04401-RA	DPOGS210038-PA
OG0005683	JC_03498-RA	DPOGS210793-PA
OG0005684	JC_04399-RA	DPOGS210123-PA
OG0005685	JC_14392-RA	DPOGS202559-PA
OG0005686	JC_01489-RA	DPOGS215752-PA
OG0005687	JC_01922-RA	DPOGS200086-PA
OG0005688	JC_01487-RA	DPOGS215677-PA
OG0005689	JC_08029-RA	DPOGS201295-PA
OG0005690	JC_16343-RA	DPOGS203448-PA
OG0005691	JC_16648-RA	DPOGS200792-PA
OG0005692	JC_08030-RA	DPOGS201321-PA
OG0005693	JC_14851-RA, JC_14848-RA	DPOGS207208-PA
OG0005694	JC_08031-RA	DPOGS201294-PA
OG0005695	JC_16892-RA	DPOGS205238-PA
OG0005696	JC_14389-RA	DPOGS202556-PA
OG0005697	JC_10158-RA	DPOGS207534-PA
OG0005698	JC_14388-RA	DPOGS202577-PA
OG0005699	JC_06855-RA	DPOGS201942-PA
OG0005700	JC_14853-RA	DPOGS214017-PA
OG0005701	JC_14857-RA	DPOGS215558-PA
OG0005702	JC_08032-RA	DPOGS201322-PA
OG0005703	JC_12468-RA	DPOGS211311-PA
OG0005704	JC_08033-RA	DPOGS201293-PA
OG0005705	JC_08224-RA	DPOGS211094-PA
OG0005706	JC_07484-RA	DPOGS212682-PA, DPOGS204933-PA
OG0005707	JC_01932-RA	DPOGS206159-PA
OG0005708	JC_12466-RA	DPOGS211319-PA
OG0005709	JC_01933-RA	DPOGS206025-PA
OG0005710	JC_01483-RA	DPOGS215675-PA
OG0005711	JC_15977-RA	DPOGS206234-PA, DPOGS206233-PA
OG0005712	JC_08756-RA	DPOGS209017-PA
OG0005713	JC_08757-RA	DPOGS212639-PA
OG0005714	JC_07482-RA	DPOGS204943-PA
OG0005716	JC_11367-RA	DPOGS208521-PA
OG0005717	JC_00678-RA	DPOGS213056-PA
OG0005718	JC_12879-RA	DPOGS211707-PA
OG0005719	JC_03778-RA	DPOGS212102-PA
OG0005720	JC_03779-RA	DPOGS212161-PA
OG0005721	JC_04394-RA	DPOGS210124-PA
OG0005722	JC_15979-RA	DPOGS206224-PA
OG0005723	JC_07479-RA	DPOGS204935-PA
OG0005724	JC_08765-RA	DPOGS209015-PA
OG0005725	JC_08040-RA	DPOGS211126-PA
OG0005726	JC_08768-RA	DPOGS209010-PA
OG0005727	JC_08041-RA	DPOGS211174-PA
OG0005728	JC_08042-RA	DPOGS211127-PA
OG0005729	JC_03782-RA	DPOGS212105-PA
OG0005730	JC_04391-RA	DPOGS210032-PA
OG0005731	JC_06856-RA	DPOGS201939-PA
OG0005732	JC_14836-RA	DPOGS206774-PA
OG0005733	JC_11365-RA	DPOGS208520-PA
OG0005734	JC_08044-RA	DPOGS211173-PA
OG0005735	JC_03787-RA	DPOGS212106-PA
OG0005736	JC_16339-RA	DPOGS210774-PA
OG0005737	JC_11363-RA	DPOGS208519-PA
OG0005738	JC_04382-RA	DPOGS210030-PA
OG0005739	JC_08046-RA	DPOGS211172-PA
OG0005740	JC_15985-RA	DPOGS206220-PA
OG0005741	JC_00675-RA	DPOGS213057-PA
OG0005742	JC_14377-RA	DPOGS204558-PA
OG0005743	JC_01935-RA	DPOGS206024-PA
OG0005744	JC_14014-RA	DPOGS213778-PA
OG0005745	JC_12453-RA	DPOGS211326-PA
OG0005746	JC_09655-RA	DPOGS213684-PA
OG0005747	JC_08052-RA	DPOGS211132-PA
OG0005748	JC_14375-RA	DPOGS204557-PA
OG0005749	JC_09654-RA	DPOGS213679-PA
OG0005750	JC_02486-RA, JC_02487-RA	DPOGS205173-PA
OG0005751	JC_06054-RA	DPOGS204586-PA
OG0005752	JC_09652-RA	DPOGS213686-PA
OG0005753	JC_09651-RA	DPOGS213678-PA
OG0005754	JC_08055-RA	DPOGS211167-PA
OG0005755	JC_06058-RA	DPOGS204590-PA
OG0005756	JC_08056-RA	DPOGS211134-PA
OG0005758	JC_08057-RA	DPOGS211166-PA
OG0005759	JC_14373-RA	DPOGS204525-PA
OG0005760	JC_06359-RA	DPOGS210979-PA
OG0005761	JC_03793-RA	DPOGS212149-PA
OG0005762	JC_08058-RA	DPOGS211135-PA
OG0005763	JC_03495-RA	DPOGS210791-PA
OG0005764	JC_08059-RA	DPOGS211165-PA
OG0005765	JC_03494-RA	DPOGS210873-PA
OG0005766	JC_03493-RA	DPOGS210790-PA
OG0005767	JC_08060-RA	DPOGS211136-PA
OG0005768	JC_03492-RA	DPOGS210874-PA
OG0005769	JC_16119-RA	DPOGS206216-PA
OG0005770	JC_16333-RA	DPOGS211702-PA
OG0005771	JC_03491-RA	DPOGS210789-PA
OG0005772	JC_15986-RA	DPOGS206236-PA
OG0005773	JC_16117-RA	DPOGS209094-PA
OG0005774	JC_00672-RA	DPOGS213058-PA
OG0005775	JC_01911-RA	DPOGS200094-PA
OG0005776	JC_05446-RA	DPOGS205291-PA
OG0005777	JC_00671-RA	DPOGS213145-PA
OG0005778	JC_01473-RA	DPOGS215668-PA
OG0005779	JC_06368-RA	DPOGS210989-PA
OG0005780	JC_10147-RA	DPOGS207504-PA
OG0005781	JC_11359-RA	DPOGS211371-PA
OG0005782	JC_16328-RA	DPOGS200039-PA
OG0005783	JC_16112-RA	DPOGS209097-PA
OG0005784	JC_01469-RA	DPOGS215666-PA
OG0005786	JC_01468-RA	DPOGS215755-PA
OG0005787	JC_01467-RA	DPOGS215665-PA
OG0005788	JC_14012-RA	DPOGS213777-PA
OG0005789	JC_16114-RA	DPOGS209092-PA
OG0005790	JC_05442-RA	DPOGS205287-PA
OG0005791	JC_16484-RA	DPOGS200509-PA
OG0005792	JC_01463-RA	DPOGS215664-PA
OG0005793	JC_00669-RA, JC_14239-RA	DPOGS213144-PA
OG0005794	JC_16480-RA	DPOGS200506-PA
OG0005795	JC_01462-RA	DPOGS215757-PA
OG0005796	JC_10145-RA	DPOGS207531-PA
OG0005797	JC_06369-RA	DPOGS210990-PA
OG0005798	JC_01461-RA	DPOGS215663-PA
OG0005799	JC_01460-RA	DPOGS215758-PA
OG0005800	JC_16482-RA	DPOGS200507-PA
OG0005801	JC_14365-RA	DPOGS204531-PA
OG0005802	JC_10144-RA	DPOGS207506-PA
OG0005803	JC_16072-RA	DPOGS200010-PA
OG0005804	JC_15686-RA	DPOGS208618-PA
OG0005805	JC_00665-RA	DPOGS213060-PA
OG0005806	JC_15002-RA	DPOGS200801-PA
OG0005807	JC_00664-RA	DPOGS213143-PA
OG0005808	JC_08780-RA	DPOGS208139-PA
OG0005809	JC_02494-RA	DPOGS205177-PA
OG0005810	JC_16076-RA	DPOGS206749-PA
OG0005811	JC_06371-RA	DPOGS210975-PA
OG0005812	JC_16077-RA	DPOGS206748-PA
OG0005813	JC_15685-RA	DPOGS208619-PA
OG0005814	JC_01906-RA	DPOGS212665-PA
OG0005815	JC_12178-RA	DPOGS201798-PA
OG0005816	JC_06372-RA	DPOGS210992-PA
OG0005817	JC_05439-RA	DPOGS205285-PA
OG0005818	JC_12177-RA	DPOGS201797-PA
OG0005819	JC_03484-RA	DPOGS210877-PA
OG0005820	JC_15683-RA	DPOGS208621-PA
OG0005821	JC_06374-RA	DPOGS210993-PA
OG0005822	JC_11351-RA	DPOGS211367-PA
OG0005823	JC_06063-RA	DPOGS204565-PA
OG0005824	JC_03483-RA	DPOGS210878-PA
OG0005825	JC_09644-RA	DPOGS213690-PA
OG0005826	JC_01454-RA	DPOGS215760-PA
OG0005827	JC_06065-RA	DPOGS204566-PA
OG0005828	JC_06377-RA	DPOGS210971-PA
OG0005829	JC_06066-RA	DPOGS204570-PA
OG0005830	JC_06378-RA	DPOGS210996-PA
OG0005831	JC_06379-RA	DPOGS210970-PA
OG0005833	JC_12169-RA	DPOGS201807-PA
OG0005834	JC_12437-RA	DPOGS211330-PA
OG0005835	JC_08782-RA	DPOGS208138-PA
OG0005836	JC_15682-RA	DPOGS208591-PA
OG0005838	JC_00660-RA	DPOGS213140-PA
OG0005839	JC_12155-RA	DPOGS201795-PA
OG0005840	JC_09649-RA	DPOGS213693-PA
OG0005841	JC_11347-RA	DPOGS211339-PA
OG0005842	JC_11346-RA	DPOGS211365-PA
OG0005843	JC_09650-RA	DPOGS213675-PA
OG0005844	JC_09638-RA	DPOGS213674-PA
OG0005845	JC_11345-RA	DPOGS211340-PA
OG0005846	JC_04122-RA	DPOGS213017-PA
OG0005847	JC_09556-RA	DPOGS213696-PA
OG0005848	JC_11344-RA	DPOGS211341-PA
OG0005849	JC_01443-RA	DPOGS215654-PA
OG0005850	JC_09635-RA	DPOGS213673-PA
OG0005852	JC_09557-RA	DPOGS213672-PA
OG0005853	JC_09559-RA	DPOGS213697-PA
OG0005854	JC_08784-RA	DPOGS202610-PA
OG0005855	JC_16110-RA	DPOGS209091-PA
OG0005856	JC_09560-RA	DPOGS213671-PA
OG0005857	JC_09607-RA	DPOGS213698-PA
OG0005858	JC_04554-RA	DPOGS203272-PA
OG0005859	JC_11343-RA	DPOGS211343-PA
OG0005860	JC_06864-RA	DPOGS213726-PA
OG0005861	JC_11342-RA	DPOGS211344-PA
OG0005862	JC_12147-RA	DPOGS201791-PA
OG0005863	JC_08071-RA	DPOGS211142-PA
OG0005864	JC_12146-RA	DPOGS201811-PA
OG0005865	JC_14353-RA	DPOGS210779-PA
OG0005866	JC_12145-RA	DPOGS201812-PA
OG0005867	JC_08072-RA	DPOGS211143-PA
OG0005868	JC_13113-RA	DPOGS204973-PA
OG0005869	JC_06867-RA	DPOGS213717-PA
OG0005870	JC_08073-RA	DPOGS211162-PA
OG0005871	JC_12143-RA	DPOGS201813-PA
OG0005872	JC_12142-RA	DPOGS201789-PA
OG0005873	JC_01436-RA	DPOGS215652-PA
OG0005874	JC_13111-RA	DPOGS205001-PA
OG0005875	JC_06071-RA	DPOGS202518-PA
OG0005876	JC_15007-RA	DPOGS200575-PA
OG0005877	JC_16057-RA	DPOGS212797-PA
OG0005878	JC_02500-RA	DPOGS205165-PA
OG0005879	JC_08076-RA	DPOGS211161-PA
OG0005880	JC_13110-RA	DPOGS205002-PA
OG0005881	JC_02503-RA	DPOGS205183-PA
OG0005882	JC_12140-RA	DPOGS201814-PA
OG0005883	JC_02237-RA	DPOGS207146-PA
OG0005884	JC_13109-RA	DPOGS204972-PA
OG0005885	JC_01409-RA	DPOGS215637-PA
OG0005887	JC_03481-RA	DPOGS205736-PA
OG0005888	JC_13108-RA	DPOGS205003-PA
OG0005889	JC_11337-RA	DPOGS211364-PA
OG0005890	JC_03803-RA	DPOGS212112-PA
OG0005891	JC_12535-RA, JC_12590-RA	DPOGS202264-PA
OG0005892	JC_02505-RA	DPOGS205184-PA
OG0005893	JC_09594-RA	DPOGS213662-PA
OG0005894	JC_10135-RA	DPOGS207527-PA
OG0005895	JC_08081-RA	DPOGS211147-PA
OG0005896	JC_16429-RA	DPOGS215135-PA
OG0005897	JC_08084-RA	DPOGS211159-PA
OG0005898	JC_11332-RA	DPOGS211355-PA
OG0005899	JC_03804-RA	DPOGS212113-PA
OG0005900	JC_14351-RA	DPOGS202711-PA
OG0005901	JC_13998-RA	DPOGS213765-PA
OG0005902	JC_03805-RA	DPOGS212148-PA
OG0005903	JC_16431-RA	DPOGS215139-PA
OG0005904	JC_03806-RA	DPOGS212147-PA
OG0005905	JC_14349-RA	DPOGS202718-PA
OG0005906	JC_13999-RA	DPOGS213770-PA
OG0005907	JC_06869-RA	DPOGS213297-PA
OG0005908	JC_01432-RA	DPOGS215647-PA
OG0005909	JC_08087-RA	DPOGS211149-PA
OG0005910	JC_08088-RA	DPOGS211156-PA
OG0005911	JC_13096-RA	DPOGS205010-PA
OG0005912	JC_00656-RA	DPOGS213135-PA
OG0005913	JC_08089-RA	DPOGS211150-PA
OG0005914	JC_00655-RA	DPOGS213064-PA
OG0005915	JC_15963-RA	DPOGS204008-PA
OG0005916	JC_15962-RA	DPOGS204005-PA
OG0005917	JC_06389-RA	DPOGS210963-PA
OG0005918	JC_08091-RA	DPOGS211155-PA
OG0005919	JC_00653-RA	DPOGS213065-PA
OG0005920	JC_01427-RA	DPOGS215645-PA
OG0005921	JC_01426-RA	DPOGS215768-PA
OG0005922	JC_09584-RA	DPOGS213707-PA
OG0005923	JC_08096-RA, JC_08093-RA	DPOGS211151-PA
OG0005924	JC_03478-RA	DPOGS205733-PA
OG0005926	JC_12782-RA	DPOGS214714-PA
OG0005927	JC_09582-RA	DPOGS208533-PA
OG0005928	JC_15015-RA	DPOGS209110-PA
OG0005929	JC_12240-RA	DPOGS212735-PA
OG0005930	JC_09580-RA	DPOGS208505-PA
OG0005931	JC_03813-RA	DPOGS212142-PA
OG0005932	JC_03814-RA	DPOGS212141-PA
OG0005933	JC_09578-RA	DPOGS208535-PA, DPOGS208536-PA
OG0005934	JC_15957-RA	DPOGS210574-PA
OG0005935	JC_04565-RA	DPOGS203260-PA
OG0005936	JC_04566-RA	DPOGS203268-PA
OG0005937	JC_03818-RA	DPOGS212140-PA
OG0005938	JC_16909-RA	DPOGS205226-PA
OG0005939	JC_04567-RA	DPOGS203261-PA
OG0005940	JC_04568-RA	DPOGS203267-PA
OG0005941	JC_00647-RA	DPOGS213133-PA
OG0005942	JC_04569-RA	DPOGS203263-PA
OG0005943	JC_17008-RA	DPOGS205227-PA
OG0005944	JC_00646-RA	DPOGS213070-PA
OG0005945	JC_02513-RA	DPOGS211935-PA
OG0005946	JC_01423-RA	DPOGS215770-PA
OG0005947	JC_06052-RA	DPOGS204568-PA
OG0005949	JC_01421-RA	DPOGS215771-PA
OG0005950	JC_17011-RA	DPOGS209345-PA
OG0005951	JC_02548-RA	DPOGS211949-PA
OG0005953	JC_06898-RA	DPOGS213563-PA
OG0005954	JC_06897-RA	DPOGS213562-PA
OG0005955	JC_01420-RA	DPOGS215642-PA
OG0005956	JC_08950-RA	DPOGS204515-PA
OG0005957	JC_15954-RA	DPOGS210568-PA
OG0005958	JC_06896-RA	DPOGS213571-PA
OG0005959	JC_06894-RA	DPOGS213561-PA
OG0005960	JC_08949-RA	DPOGS204516-PA
OG0005961	JC_03821-RA	DPOGS212121-PA
OG0005962	JC_10130-RA	DPOGS207515-PA
OG0005963	JC_16451-RA	DPOGS212949-PA
OG0005965	JC_06048-RA	DPOGS202512-PA
OG0005966	JC_10127-RA	DPOGS207525-PA
OG0005967	JC_15020-RA	DPOGS209108-PA
OG0005968	JC_03825-RA	DPOGS212122-PA
OG0005969	JC_10126-RA	DPOGS207516-PA
OG0005970	JC_03826-RA	DPOGS212137-PA
OG0005971	JC_16502-RA	DPOGS212958-PA
OG0005972	JC_08943-RA	DPOGS204512-PA
OG0005973	JC_01418-RA	DPOGS215640-PA
OG0005974	JC_10122-RA	DPOGS207517-PA
OG0005975	JC_10636-RA	DPOGS208428-PA
OG0005976	JC_10121-RA	DPOGS207519-PA
OG0005977	JC_09574-RA	DPOGS208537-PA
OG0005978	JC_09572-RA	DPOGS208538-PA
OG0005979	JC_10637-RA	DPOGS208441-PA
OG0005980	JC_09571-RA	DPOGS208501-PA
OG0005981	JC_06043-RA	DPOGS202526-PA
OG0005983	JC_01969-RA	DPOGS200891-PA
OG0005984	JC_08105-RA	DPOGS201276-PA
OG0005985	JC_08107-RA	DPOGS201277-PA
OG0005986	JC_11311-RA	DPOGS207874-PA
OG0005987	JC_06041-RA	DPOGS202527-PA
OG0005988	JC_10638-RA	DPOGS208440-PA
OG0005989	JC_01968-RA	DPOGS200914-PA
OG0005990	JC_08940-RA	DPOGS204510-PA
OG0005991	JC_08109-RA	DPOGS201278-PA
OG0005992	JC_06039-RA	DPOGS202505-PA
OG0005993	JC_01967-RA	DPOGS200913-PA
OG0005994	JC_06889-RA	DPOGS213574-PA
OG0005995	JC_07711-RA	DPOGS207821-PA
OG0005996	JC_08110-RA	DPOGS201352-PA
OG0005998	JC_06888-RA	DPOGS213575-PA
OG0005999	JC_00641-RA	DPOGS213072-PA
OG0006000	JC_14333-RA	DPOGS213483-PA
OG0006001	JC_08112-RA	DPOGS201348-PA
OG0006002	JC_10639-RA	DPOGS208439-PA
OG0006003	JC_01966-RA	DPOGS200893-PA
OG0006004	JC_00640-RA	DPOGS213073-PA
OG0006005	JC_12772-RA	DPOGS214716-PA
OG0006006	JC_00639-RA	DPOGS213128-PA
OG0006007	JC_12771-RA	DPOGS214733-PA
OG0006008	JC_08939-RA	DPOGS204509-PA
OG0006009	JC_01965-RA	DPOGS200894-PA
OG0006010	JC_11309-RA	DPOGS207871-PA
OG0006011	JC_16944-RA	DPOGS215352-PA, DPOGS215353-PA
OG0006012	JC_02516-RA	DPOGS211939-PA
OG0006013	JC_12768-RA	DPOGS214719-PA
OG0006014	JC_11307-RA	DPOGS207890-PA
OG0006015	JC_11306-RA	DPOGS207891-PA
OG0006016	JC_04577-RA	DPOGS215890-PA
OG0006017	JC_03462-RA	DPOGS205911-PA
OG0006018	JC_03461-RA	DPOGS205904-PA
OG0006019	JC_09565-RA	DPOGS208542-PA
OG0006020	JC_11305-RA	DPOGS207892-PA
OG0006021	JC_15670-RA	DPOGS208627-PA
OG0006022	JC_13092-RA	DPOGS204673-PA
OG0006023	JC_03842-RA	DPOGS201952-PA
OG0006024	JC_13090-RA	DPOGS204674-PA
OG0006025	JC_03843-RA	DPOGS201945-PA
OG0006026	JC_04578-RA	DPOGS215891-PA
OG0006027	JC_11302-RA	DPOGS207868-PA
OG0006028	JC_09608-RA	DPOGS208543-PA
OG0006029	JC_13089-RA	DPOGS204675-PA
OG0006030	JC_15669-RA	DPOGS215444-PA
OG0006031	JC_09610-RA	DPOGS208497-PA
OG0006032	JC_10643-RA	DPOGS208430-PA
OG0006033	JC_13087-RA	DPOGS204676-PA
OG0006034	JC_13086-RA	DPOGS204688-PA
OG0006035	JC_13085-RA	DPOGS204687-PA
OG0006037	JC_06034-RA	DPOGS202501-PA
OG0006038	JC_07233-RA	DPOGS212338-PA
OG0006039	JC_11300-RA	DPOGS207866-PA
OG0006040	JC_13082-RA	DPOGS204686-PA
OG0006041	JC_14332-RA	DPOGS213486-PA
OG0006042	JC_13974-RA	DPOGS216095-PA
OG0006043	JC_08114-RA	DPOGS201279-PA
OG0006044	JC_07457-RA	DPOGS209758-PA
OG0006045	JC_15667-RA	DPOGS215437-PA
OG0006046	JC_11687-RA	DPOGS201781-PA
OG0006047	JC_13081-RA	DPOGS204678-PA
OG0006048	JC_11688-RA	DPOGS201820-PA
OG0006049	JC_11298-RA	DPOGS207895-PA
OG0006050	JC_07455-RA	DPOGS209757-PA
OG0006051	JC_12761-RA	DPOGS214730-PA
OG0006052	JC_09616-RA	DPOGS208546-PA
OG0006053	JC_03845-RA	DPOGS212891-PA
OG0006054	JC_01403-RA	DPOGS215635-PA
OG0006055	JC_10117-RA	DPOGS212191-PA
OG0006056	JC_01401-RA	DPOGS215779-PA
OG0006057	JC_16955-RA	DPOGS205374-PA
OG0006058	JC_10116-RA	DPOGS214667-PA
OG0006059	JC_13075-RA	DPOGS204681-PA
OG0006060	JC_07451-RA	DPOGS209755-PA
OG0006061	JC_14327-RA	DPOGS213471-PA
OG0006062	JC_08120-RA	DPOGS201280-PA
OG0006063	JC_10114-RA	DPOGS214668-PA
OG0006064	JC_13073-RA	DPOGS204682-PA
OG0006065	JC_13071-RA	DPOGS200951-PA
OG0006066	JC_08122-RA	DPOGS201340-PA
OG0006067	JC_08123-RA	DPOGS201282-PA
OG0006068	JC_08124-RA	DPOGS201339-PA
OG0006069	JC_07450-RA	DPOGS209764-PA
OG0006070	JC_09618-RA	DPOGS208547-PA
OG0006071	JC_08933-RA	DPOGS211277-PA
OG0006072	JC_08125-RA	DPOGS201283-PA
OG0006073	JC_08126-RA	DPOGS201338-PA
OG0006074	JC_08932-RA	DPOGS211290-PA
OG0006075	JC_01392-RA	DPOGS215633-PA
OG0006076	JC_02518-RA	DPOGS211892-PA
OG0006077	JC_13070-RA	DPOGS200956-PA
OG0006078	JC_01387-RA	DPOGS215783-PA
OG0006079	JC_10109-RA	DPOGS214664-PA
OG0006080	JC_04594-RA	DPOGS215882-PA
OG0006081	JC_12210-RA	DPOGS212692-PA
OG0006082	JC_09623-RA	DPOGS208491-PA
OG0006083	JC_09624-RA	DPOGS208549-PA
OG0006084	JC_09626-RA	DPOGS208550-PA
OG0006085	JC_03847-RA	DPOGS208133-PA
OG0006086	JC_15664-RA	DPOGS215447-PA
OG0006087	JC_03848-RA	DPOGS208110-PA
OG0006088	JC_07444-RA	DPOGS209767-PA
OG0006089	JC_07193-RA	DPOGS214802-PA
OG0006090	JC_09628-RA	DPOGS208552-PA
OG0006091	JC_12753-RA	DPOGS214619-PA
OG0006092	JC_15662-RA	DPOGS215436-PA
OG0006093	JC_08135-RA	DPOGS201285-PA
OG0006094	JC_09631-RA	DPOGS208488-PA
OG0006095	JC_10649-RA	DPOGS208435-PA
OG0006096	JC_03451-RA	DPOGS205898-PA
OG0006097	JC_00633-RA	DPOGS213076-PA
OG0006098	JC_03450-RA	DPOGS205916-PA
OG0006099	JC_01975-RA	DPOGS200916-PA
OG0006100	JC_14320-RA	DPOGS213467-PA
OG0006101	JC_01376-RA	DPOGS215784-PA
OG0006102	JC_09632-RA	DPOGS208487-PA
OG0006103	JC_10101-RA	DPOGS214661-PA
OG0006104	JC_03449-RA	DPOGS205897-PA
OG0006105	JC_03448-RA	DPOGS205917-PA
OG0006106	JC_07195-RA	DPOGS214803-PA
OG0006107	JC_06027-RA	DPOGS204816-PA
OG0006109	JC_08141-RA	DPOGS201287-PA
OG0006110	JC_08142-RA	DPOGS201326-PA
OG0006111	JC_01374-RA	DPOGS215786-PA
OG0006112	JC_13968-RA	DPOGS216135-PA
OG0006113	JC_03442-RA	DPOGS205894-PA
OG0006114	JC_07441-RA	DPOGS200811-PA
OG0006115	JC_00625-RA	DPOGS213083-PA
OG0006116	JC_09553-RA	DPOGS208485-PA
OG0006117	JC_03444-RA	DPOGS205918-PA
OG0006118	JC_02523-RA	DPOGS211886-PA
OG0006119	JC_10095-RA	DPOGS214658-PA
OG0006120	JC_02524-RA	DPOGS211885-PA
OG0006122	JC_03441-RA	DPOGS206525-PA
OG0006123	JC_10093-RA	DPOGS214677-PA
OG0006124	JC_09549-RA	DPOGS208484-PA
OG0006125	JC_04618-RA	DPOGS215911-PA
OG0006126	JC_07436-RA	DPOGS200812-PA
OG0006127	JC_01370-RA	DPOGS203783-PA
OG0006128	JC_10092-RA	DPOGS214657-PA
OG0006129	JC_11297-RA	DPOGS207899-PA
OG0006130	JC_15658-RA	DPOGS215449-PA
OG0006131	JC_13063-RA	DPOGS207317-PA
OG0006132	JC_15941-RA	DPOGS203864-PA
OG0006133	JC_00622-RA	DPOGS213084-PA
OG0006134	JC_10091-RA	DPOGS214678-PA
OG0006135	JC_00621-RA	DPOGS213116-PA
OG0006136	JC_00620-RA	DPOGS213085-PA
OG0006137	JC_09544-RA	DPOGS208481-PA
OG0006138	JC_16996-RA	DPOGS205191-PA
OG0006139	JC_09543-RA	DPOGS208559-PA
OG0006140	JC_06976-RA	DPOGS213511-PA
OG0006141	JC_14978-RA	DPOGS209856-PA
OG0006142	JC_10082-RA	DPOGS215938-PA
OG0006143	JC_01977-RA	DPOGS201363-PA
OG0006144	JC_13062-RA	DPOGS208189-PA
