Orthogroup	Vanessa_cardui	Junonia_coenia
OG0001547	Vcard_DToL16203-RA	JC_14744-RA
OG0001548	Vcard_DToL07385-RA	JC_08810-RA
OG0001549	Vcard_DToL05390-RA	JC_04879-RA, JC_04880-RA
OG0001550	Vcard_DToL00446-RA	JC_02154-RA
OG0001551	Vcard_DToL14439-RA	JC_12280-RA
OG0001552	Vcard_DToL02323-RA	JC_00358-RA, JC_00359-RA
OG0001552	Vcard_DToL02321-RA	JC_00360-RA
OG0001553	Vcard_DToL07965-RA	JC_11986-RA
OG0001554	Vcard_DToL13687-RA	JC_10344-RA
OG0001554	Vcard_DToL13688-RA	JC_10348-RA
OG0001555	Vcard_DToL05816-RA	JC_08335-RA
OG0001556	Vcard_DToL05804-RA	JC_08344-RA
OG0001557	Vcard_DToL09491-RA	JC_07539-RA
OG0001557	Vcard_DToL09492-RA	JC_07540-RA
OG0001558	Vcard_DToL15411-RA	JC_13260-RA
OG0001559	Vcard_DToL09331-RA	JC_07665-RA
OG0001560	Vcard_DToL12030-RA	JC_07112-RA
OG0001561	Vcard_DToL08548-RA	JC_04130-RA
OG0001562	Vcard_DToL09312-RA	JC_07683-RA
OG0001562	Vcard_DToL09310-RA	JC_07686-RA
OG0001563	Vcard_DToL12616-RA	JC_10933-RA
OG0001564	Vcard_DToL14249-RA	JC_13755-RA
OG0001565	Vcard_DToL10212-RA	JC_00260-RA, JC_05711-RA
OG0001566	Vcard_DToL07805-RA	JC_12036-RA, JC_12037-RA
OG0001567	Vcard_DToL10392-RA	JC_06671-RA
OG0001568	Vcard_DToL15592-RA	JC_13626-RA
OG0001569	Vcard_DToL12053-RA, Vcard_DToL12050-RA	JC_07093-RA
OG0001570	Vcard_DToL10379-RA	JC_06664-RA
OG0001572	Vcard_DToL05435-RA	JC_04852-RA
OG0001573	Vcard_DToL14280-RA	JC_13789-RA
OG0001573	Vcard_DToL14279-RA	JC_13788-RA
OG0001574	Vcard_DToL08517-RA	JC_04150-RA
OG0001574	Vcard_DToL08516-RA	JC_04151-RA, JC_04153-RA
OG0001576	Vcard_DToL04470-RA	JC_03220-RA
OG0001577	Vcard_DToL02243-RA	JC_00429-RA
OG0001577	Vcard_DToL02245-RA	JC_00428-RA, JC_00427-RA
OG0001578	Vcard_DToL01406-RA	JC_01049-RA
OG0001578	Vcard_DToL01409-RA	JC_01050-RA
OG0001579	Vcard_DToL02239-RA	JC_00435-RA
OG0001580	Vcard_DToL10093-RA	JC_05805-RA
OG0001581	Vcard_DToL02374-RA, Vcard_DToL02373-RA	JC_00310-RA
OG0001582	Vcard_DToL02376-RA	JC_00308-RA
OG0001583	Vcard_DToL17235-RA	JC_15382-RA
OG0001584	Vcard_DToL02382-RA	JC_00301-RA, JC_00302-RA
OG0001584	Vcard_DToL02381-RA	JC_00303-RA
OG0001586	Vcard_DToL17223-RA	JC_15509-RA
OG0001587	Vcard_DToL13816-RA	JC_10452-RA
OG0001588	Vcard_DToL10102-RA	JC_05794-RA
OG0001591	Vcard_DToL10939-RA, Vcard_DToL10938-RA	JC_11145-RA
OG0001592	Vcard_DToL10362-RA, Vcard_DToL10359-RA, Vcard_DToL10360-RA, Vcard_DToL10361-RA	JC_06652-RA
OG0001593	Vcard_DToL01433-RA	JC_01070-RA
OG0001594	Vcard_DToL05174-RA, Vcard_DToL05175-RA	JC_04815-RA
OG0001595	Vcard_DToL14337-RA	JC_12576-RA
OG0001597	Vcard_DToL05684-RA	JC_08454-RA, JC_08455-RA
OG0001598	Vcard_DToL04528-RA	JC_03174-RA
OG0001600	Vcard_DToL09212-RA	JC_07776-RA
OG0001601	Vcard_DToL07526-RA	JC_09039-RA
OG0001601	Vcard_DToL07527-RA	JC_09040-RA, JC_09041-RA
OG0001602	Vcard_DToL10072-RA	JC_05831-RA
OG0001602	Vcard_DToL10071-RA	JC_05832-RA
OG0001603	Vcard_DToL18545-RA, Vcard_DToL18549-RA	JC_16192-RA, JC_16195-RA, JC_16194-RA, JC_16196-RA
OG0001604	Vcard_DToL08204-RA	JC_11772-RA
OG0001605	Vcard_DToL08193-RA	JC_11779-RA
OG0001607	Vcard_DToL02483-RA	JC_00240-RA
OG0001608	Vcard_DToL11904-RA	JC_07212-RA
OG0001608	Vcard_DToL11905-RA	JC_07211-RA
OG0001609	Vcard_DToL17130-RA	JC_15433-RA
OG0001610	Vcard_DToL05644-RA	JC_08490-RA
OG0001611	Vcard_DToL07575-RA	JC_09071-RA
OG0001612	Vcard_DToL04572-RA	JC_03126-RA
OG0001612	Vcard_DToL04574-RA	JC_03125-RA
OG0001613	Vcard_DToL04579-RA	JC_03120-RA
OG0001613	Vcard_DToL04580-RA	JC_03119-RA
OG0001614	Vcard_DToL17111-RA, Vcard_DToL17113-RA, Vcard_DToL17112-RA	JC_15419-RA
OG0001615	Vcard_DToL15714-RA	JC_13513-RA
OG0001615	Vcard_DToL15712-RA	JC_13514-RA
OG0001616	Vcard_DToL12507-RA	JC_11030-RA
OG0001616	Vcard_DToL12508-RA	JC_11029-RA
OG0001617	Vcard_DToL07583-RA	JC_09095-RA, JC_09096-RA
OG0001619	Vcard_DToL06963-RA	JC_09252-RA
OG0001620	Vcard_DToL10890-RA	JC_11092-RA
OG0001621	Vcard_DToL09129-RA	JC_07851-RA
OG0001622	Vcard_DToL10149-RA	JC_05743-RA
OG0001623	Vcard_DToL02567-RA	JC_00164-RA
OG0001624	Vcard_DToL07013-RA	JC_09204-RA, JC_09203-RA
OG0001626	Vcard_DToL05607-RA	JC_08523-RA
OG0001626	Vcard_DToL05604-RA	JC_08524-RA
OG0001627	Vcard_DToL07015-RA	JC_09200-RA
OG0001629	Vcard_DToL01668-RA	JC_00882-RA, JC_00883-RA
OG0001630	Vcard_DToL04657-RA	JC_03050-RA
OG0001631	Vcard_DToL01660-RA	JC_00890-RA
OG0001632	Vcard_DToL15767-RA	JC_13468-RA
OG0001634	Vcard_DToL07035-RA	JC_09188-RA
OG0001635	Vcard_DToL09094-RA	JC_07877-RA
OG0001636	Vcard_DToL01628-RA, Vcard_DToL01626-RA	JC_10949-RA
OG0001638	Vcard_DToL08065-RA	JC_11905-RA
OG0001638	Vcard_DToL08067-RA	JC_11903-RA
OG0001639	Vcard_DToL00770-RA	JC_01700-RA
OG0001640	Vcard_DToL07641-RA	JC_09157-RA
OG0001641	Vcard_DToL08059-RA	JC_11649-RA
OG0001642	Vcard_DToL08049-RA	JC_11634-RA
OG0001643	Vcard_DToL02634-RA	JC_00093-RA
OG0001644	Vcard_DToL00619-RA	JC_01678-RA
OG0001645	Vcard_DToL15830-RA	JC_13398-RA
OG0001647	Vcard_DToL04748-RA	JC_02961-RA
OG0001647	Vcard_DToL04747-RA	JC_02962-RA
OG0001648	Vcard_DToL15834-RA	JC_13393-RA
OG0001649	Vcard_DToL03934-RA	JC_02786-RA
OG0001650	Vcard_DToL05529-RA	JC_08580-RA
OG0001651	Vcard_DToL08038-RA	JC_11622-RA
OG0001652	Vcard_DToL08041-RA	JC_11625-RA
OG0001652	Vcard_DToL08040-RA	JC_11624-RA
OG0001653	Vcard_DToL08426-RA	JC_04245-RA
OG0001654	Vcard_DToL01488-RA	JC_01111-RA
OG0001656	Vcard_DToL16353-RA	JC_14231-RA
OG0001656	Vcard_DToL16354-RA	JC_14233-RA
OG0001657	Vcard_DToL06468-RA	JC_09689-RA, JC_09687-RA
OG0001658	Vcard_DToL16388-RA, Vcard_DToL16387-RA	JC_14276-RA
OG0001659	Vcard_DToL11896-RA	JC_07218-RA
OG0001660	Vcard_DToL07988-RA	JC_11968-RA
OG0001670	Vcard_DToL18280-RA	JC_16375-RA
OG0001671	Vcard_DToL15965-RA	JC_14989-RA
OG0001671	Vcard_DToL15964-RA	JC_14990-RA, JC_14992-RA
OG0001673	Vcard_DToL16408-RA	JC_14256-RA
OG0001673	Vcard_DToL16409-RA	JC_14255-RA
OG0001674	Vcard_DToL17574-RA	JC_15959-RA
OG0001675	Vcard_DToL11304-RA	JC_11472-RA, JC_11471-RA
OG0001677	Vcard_DToL15281-RA	JC_13121-RA
OG0001678	Vcard_DToL01906-RA, Vcard_DToL01905-RA	JC_00695-RA, JC_00694-RA
OG0001680	Vcard_DToL13126-RA	JC_10461-RA
OG0001681	Vcard_DToL17899-RA	JC_17049-RA
OG0001682	Vcard_DToL09969-RA	JC_05686-RA
OG0001683	Vcard_DToL10614-RA	JC_06333-RA
OG0001684	Vcard_DToL10613-RA	JC_06336-RA
OG0001685	Vcard_DToL17339-RA	JC_15228-RA
OG0001686	Vcard_DToL16117-RA, Vcard_DToL16118-RA	JC_14834-RA
OG0001687	Vcard_DToL10615-RA	JC_06331-RA
OG0001688	Vcard_DToL09966-RA, Vcard_DToL09967-RA	JC_05687-RA
OG0001689	Vcard_DToL18718-RA	JC_16705-RA
OG0001689	Vcard_DToL18716-RA	JC_16706-RA
OG0001690	Vcard_DToL14933-RA	JC_12816-RA, JC_12815-RA, JC_12814-RA
OG0001691	Vcard_DToL18483-RA	JC_16179-RA
OG0001692	Vcard_DToL18348-RA	JC_16187-RA, JC_16184-RA
OG0001693	Vcard_DToL15042-RA	JC_07699-RA
OG0001695	Vcard_DToL09701-RA	JC_07342-RA
OG0001696	Vcard_DToL13592-RA	JC_10265-RA, JC_10264-RA
OG0001697	Vcard_DToL04011-RA	JC_03529-RA
OG0001698	Vcard_DToL03314-RA	JC_02411-RA
OG0001701	Vcard_DToL16739-RA	JC_14626-RA
OG0001702	Vcard_DToL18333-RA	JC_16221-RA
OG0001703	Vcard_DToL00164-RA	JC_01962-RA
OG0001704	Vcard_DToL18701-RA	JC_16690-RA
OG0001705	Vcard_DToL16729-RA	JC_14608-RA
OG0001707	Vcard_DToL18702-RA	JC_16691-RA
OG0001708	Vcard_DToL10686-RA	JC_06290-RA
OG0001708	Vcard_DToL10644-RA	JC_06299-RA
OG0001709	Vcard_DToL13102-RA	JC_10485-RA
OG0001710	Vcard_DToL15901-RA	JC_15047-RA
OG0001711	Vcard_DToL16806-RA	JC_15559-RA
OG0001713	Vcard_DToL17367-RA	JC_15209-RA
OG0001714	Vcard_DToL16802-RA, Vcard_DToL16799-RA	JC_15555-RA
OG0001715	Vcard_DToL04845-RA	JC_04448-RA
OG0001716	Vcard_DToL04843-RA	JC_04451-RA, JC_04450-RA
OG0001717	Vcard_DToL03088-RA	JC_05554-RA
OG0001718	Vcard_DToL14925-RA	JC_12806-RA
OG0001719	Vcard_DToL18721-RA	JC_16704-RA
OG0001720	Vcard_DToL13621-RA	JC_10279-RA
OG0001720	Vcard_DToL13619-RA	JC_10277-RA
OG0001722	Vcard_DToL03091-RA	JC_05551-RA
OG0001723	Vcard_DToL03100-RA	JC_05538-RA, JC_05541-RA
OG0001724	Vcard_DToL09045-RA	JC_03658-RA
OG0001725	Vcard_DToL16699-RA	JC_14568-RA, JC_14569-RA
OG0001726	Vcard_DToL16787-RA	JC_15526-RA
OG0001727	Vcard_DToL18524-RA	JC_16152-RA
OG0001729	Vcard_DToL16783-RA	JC_15521-RA
OG0001730	Vcard_DToL16698-RA	JC_14564-RA, JC_14565-RA
OG0001731	Vcard_DToL14903-RA	JC_12788-RA
OG0001731	Vcard_DToL14907-RA	JC_12790-RA
OG0001733	Vcard_DToL00034-RA	JC_02288-RA
OG0001734	Vcard_DToL16780-RA	JC_15518-RA
OG0001735	Vcard_DToL03112-RA	JC_05529-RA
OG0001736	Vcard_DToL04073-RA	JC_03567-RA
OG0001738	Vcard_DToL03366-RA	JC_02357-RA
OG0001739	Vcard_DToL14898-RA	JC_12785-RA
OG0001740	Vcard_DToL00853-RA	JC_01581-RA
OG0001742	Vcard_DToL13071-RA	JC_10521-RA, JC_10520-RA
OG0001743	Vcard_DToL13066-RA	JC_10522-RA
OG0001744	Vcard_DToL06392-RA	JC_09771-RA
OG0001744	Vcard_DToL06394-RA	JC_09772-RA, JC_09773-RA
OG0001745	Vcard_DToL16776-RA	JC_15516-RA
OG0001746	Vcard_DToL08393-RA	JC_04269-RA
OG0001747	Vcard_DToL08388-RA	JC_04272-RA
OG0001748	Vcard_DToL17838-RA	JC_17106-RA
OG0001749	Vcard_DToL13641-RA	JC_10298-RA
OG0001750	Vcard_DToL18509-RA	JC_16165-RA
OG0001751	Vcard_DToL18742-RA	JC_16739-RA
OG0001752	Vcard_DToL10827-RA	JC_06089-RA
OG0001753	Vcard_DToL01250-RA	JC_01255-RA
OG0001754	Vcard_DToL11281-RA	JC_11442-RA, JC_11444-RA, JC_11443-RA, JC_11441-RA
OG0001755	Vcard_DToL15086-RA	JC_12984-RA, JC_12982-RA, JC_12983-RA
OG0001756	Vcard_DToL18414-RA, Vcard_DToL18413-RA	JC_16248-RA
OG0001757	Vcard_DToL07143-RA	JC_08688-RA
OG0001758	Vcard_DToL10815-RA	JC_06100-RA
OG0001759	Vcard_DToL04126-RA	JC_03611-RA
OG0001760	Vcard_DToL16059-RA	JC_14884-RA
OG0001761	Vcard_DToL10807-RA	JC_06110-RA, JC_06111-RA
OG0001762	Vcard_DToL13016-RA	JC_10560-RA
OG0001763	Vcard_DToL06397-RA	JC_09776-RA
OG0001764	Vcard_DToL16669-RA	JC_14525-RA
OG0001764	Vcard_DToL16670-RA	JC_14524-RA
OG0001765	Vcard_DToL13890-RA	JC_14113-RA
OG0001766	Vcard_DToL15098-RA	JC_12970-RA
OG0001766	Vcard_DToL15099-RA	JC_12969-RA
OG0001767	Vcard_DToL12387-RA, Vcard_DToL12390-RA, Vcard_DToL12388-RA	JC_06817-RA
OG0001768	Vcard_DToL11262-RA	JC_11416-RA
OG0001769	Vcard_DToL13674-RA	JC_10332-RA
OG0001769	Vcard_DToL13673-RA	JC_10331-RA
OG0001770	Vcard_DToL11255-RA	JC_11410-RA
OG0001771	Vcard_DToL00188-RA	JC_02029-RA
OG0001772	Vcard_DToL18778-RA	JC_16764-RA, JC_16763-RA, JC_16765-RA
OG0001773	Vcard_DToL00014-RA, Vcard_DToL00011-RA	JC_02304-RA
OG0001774	Vcard_DToL13007-RA	JC_10573-RA
OG0001776	Vcard_DToL09301-RA	JC_07690-RA
OG0001777	Vcard_DToL07112-RA	JC_08702-RA
OG0001778	Vcard_DToL18470-RA	JC_16277-RA
OG0001779	Vcard_DToL01769-RA	JC_00802-RA
OG0001780	Vcard_DToL07106-RA	JC_08705-RA, JC_08706-RA
OG0001781	Vcard_DToL17706-RA	JC_16017-RA
OG0001782	Vcard_DToL09613-RA	JC_07414-RA
OG0001783	Vcard_DToL07103-RA, Vcard_DToL07100-RA, Vcard_DToL07101-RA	JC_08710-RA
OG0001784	Vcard_DToL18787-RA	JC_16641-RA
OG0001785	Vcard_DToL10797-RA	JC_06121-RA, JC_06120-RA
OG0001786	Vcard_DToL17704-RA	JC_16018-RA
OG0001787	Vcard_DToL16855-RA	JC_15593-RA
OG0001787	Vcard_DToL16854-RA	JC_15592-RA
OG0001789	Vcard_DToL18479-RA	JC_16287-RA
OG0001789	Vcard_DToL18480-RA	JC_16288-RA
OG0001790	Vcard_DToL10804-RA	JC_06114-RA
OG0001791	Vcard_DToL14683-RA	JC_12403-RA
OG0001792	Vcard_DToL15719-RA	JC_13422-RA, JC_14097-RA, JC_13502-RA, JC_14961-RA, JC_15649-RA, JC_05264-RA, JC_12873-RA, JC_10027-RA
OG0001793	Vcard_DToL11236-RA	JC_11387-RA
OG0001794	Vcard_DToL16651-RA	JC_14494-RA
OG0001795	Vcard_DToL17692-RA	JC_16032-RA
OG0001796	Vcard_DToL10778-RA	JC_06147-RA
OG0001797	Vcard_DToL11232-RA	JC_11385-RA
OG0001798	Vcard_DToL13516-RA	JC_10198-RA
OG0001799	Vcard_DToL08959-RA	JC_03735-RA
OG0001799	Vcard_DToL08961-RA	JC_03734-RA
OG0001800	Vcard_DToL13514-RA	JC_10196-RA
OG0001800	Vcard_DToL13513-RA	JC_10195-RA
OG0001801	Vcard_DToL11229-RA	JC_11381-RA
OG0001802	Vcard_DToL07086-RA	JC_08727-RA
OG0001803	Vcard_DToL01739-RA	JC_00815-RA
OG0001803	Vcard_DToL01737-RA	JC_00814-RA
OG0001804	Vcard_DToL18769-RA	JC_16772-RA
OG0001805	Vcard_DToL06411-RA	JC_09790-RA
OG0001806	Vcard_DToL12976-RA	JC_10605-RA
OG0001807	Vcard_DToL13837-RA	JC_14154-RA, JC_14153-RA
OG0001808	Vcard_DToL14726-RA	JC_12373-RA
OG0001809	Vcard_DToL06434-RA	JC_09808-RA
OG0001810	Vcard_DToL18822-RA, Vcard_DToL18827-RA	JC_16595-RA
OG0001811	Vcard_DToL16588-RA	JC_14435-RA
OG0001812	Vcard_DToL14062-RA	JC_14038-RA
OG0001813	Vcard_DToL13502-RA, Vcard_DToL13500-RA	JC_10184-RA
OG0001813	Vcard_DToL13501-RA	JC_10183-RA
OG0001814	Vcard_DToL04775-RA	JC_04532-RA
OG0001814	Vcard_DToL04774-RA	JC_04533-RA
OG0001815	Vcard_DToL13497-RA	JC_10180-RA
OG0001815	Vcard_DToL13498-RA	JC_10181-RA
OG0001816	Vcard_DToL06470-RA	JC_09690-RA
OG0001818	Vcard_DToL08944-RA	JC_03746-RA
OG0001818	Vcard_DToL08943-RA	JC_03747-RA
OG0001819	Vcard_DToL14587-RA	JC_12494-RA
OG0001821	Vcard_DToL18371-RA	JC_16390-RA
OG0001822	Vcard_DToL02862-RA	JC_05357-RA
OG0001823	Vcard_DToL17659-RA	JC_16069-RA
OG0001823	Vcard_DToL17657-RA	JC_16068-RA
OG0001824	Vcard_DToL12836-RA	JC_10732-RA
OG0001825	Vcard_DToL11218-RA	JC_11369-RA
OG0001827	Vcard_DToL01982-RA	JC_00644-RA
OG0001827	Vcard_DToL01981-RA	JC_00645-RA
OG0001828	Vcard_DToL06448-RA	JC_09662-RA
OG0001829	Vcard_DToL08917-RA	JC_03768-RA
OG0001830	Vcard_DToL01911-RA	JC_00689-RA
OG0001831	Vcard_DToL06198-RA	JC_08018-RA
OG0001831	Vcard_DToL06200-RA	JC_08017-RA
OG0001832	Vcard_DToL07554-RA	JC_14245-RA, JC_05222-RA, JC_11669-RA
OG0001834	Vcard_DToL16975-RA	JC_15694-RA
OG0001835	Vcard_DToL01916-RA	JC_00682-RA
OG0001836	Vcard_DToL16090-RA, Vcard_DToL16088-RA	JC_14860-RA
OG0001838	Vcard_DToL17596-RA	JC_15978-RA
OG0001839	Vcard_DToL00986-RA	JC_01481-RA
OG0001840	Vcard_DToL17598-RA	JC_15980-RA
OG0001841	Vcard_DToL08888-RA	JC_03789-RA
OG0001842	Vcard_DToL14026-RA	JC_14015-RA
OG0001843	Vcard_DToL16504-RA	JC_14371-RA
OG0001844	Vcard_DToL00605-RA	JC_01810-RA
OG0001845	Vcard_DToL03467-RA	JC_02489-RA, JC_02488-RA
OG0001847	Vcard_DToL14018-RA	JC_14011-RA
OG0001848	Vcard_DToL17653-RA	JC_16073-RA
OG0001849	Vcard_DToL03470-RA	JC_02491-RA
OG0001850	Vcard_DToL18392-RA	JC_16325-RA
OG0001851	Vcard_DToL14638-RA	JC_12443-RA, JC_12439-RA
OG0001852	Vcard_DToL15952-RA	JC_15001-RA
OG0001853	Vcard_DToL03472-RA	JC_02493-RA
OG0001854	Vcard_DToL14639-RA	JC_12440-RA
OG0001855	Vcard_DToL03200-RA	JC_05438-RA
OG0001856	Vcard_DToL12858-RA	JC_10716-RA
OG0001857	Vcard_DToL01017-RA	JC_01456-RA
OG0001858	Vcard_DToL10233-RA	JC_06067-RA
OG0001859	Vcard_DToL01026-RA	JC_01447-RA, JC_01448-RA
OG0001860	Vcard_DToL00051-RA	JC_02277-RA
OG0001863	Vcard_DToL04921-RA	JC_04558-RA
OG0001863	Vcard_DToL04919-RA	JC_04556-RA
OG0001865	Vcard_DToL04172-RA	JC_03482-RA
OG0001866	Vcard_DToL06123-RA	JC_08079-RA
OG0001867	Vcard_DToL11171-RA, Vcard_DToL11172-RA	JC_11335-RA
OG0001868	Vcard_DToL14010-RA	JC_14000-RA
OG0001869	Vcard_DToL10563-RA	JC_06387-RA
OG0001870	Vcard_DToL08871-RA	JC_03808-RA, JC_03807-RA
OG0001871	Vcard_DToL16471-RA	JC_14348-RA
OG0001872	Vcard_DToL16470-RA	JC_14347-RA
OG0001873	Vcard_DToL01047-RA	JC_01429-RA
OG0001874	Vcard_DToL09551-RA, Vcard_DToL09552-RA	JC_07464-RA
OG0001875	Vcard_DToL05153-RA	JC_04798-RA
OG0001876	Vcard_DToL01970-RA	JC_00650-RA
OG0001877	Vcard_DToL18659-RA	JC_16453-RA, JC_16452-RA
OG0001878	Vcard_DToL01053-RA	JC_01425-RA
OG0001879	Vcard_DToL16465-RA	JC_14341-RA, JC_14343-RA
OG0001880	Vcard_DToL07220-RA	JC_08948-RA
OG0001882	Vcard_DToL04184-RA	JC_03466-RA
OG0001882	Vcard_DToL04186-RA	JC_03465-RA
OG0001883	Vcard_DToL16957-RA	JC_15674-RA
OG0001884	Vcard_DToL06633-RA	JC_09569-RA
OG0001885	Vcard_DToL09932-RA	JC_06038-RA
OG0001886	Vcard_DToL09925-RA, Vcard_DToL09930-RA	JC_06036-RA
OG0001888	Vcard_DToL01077-RA	JC_01411-RA
OG0001889	Vcard_DToL00344-RA	JC_01971-RA
OG0001890	Vcard_DToL04193-RA	JC_03460-RA
OG0001891	Vcard_DToL17555-RA	JC_15945-RA
OG0001892	Vcard_DToL07712-RA	JC_12217-RA, JC_12216-RA
OG0001893	Vcard_DToL07711-RA	JC_12212-RA
OG0001894	Vcard_DToL08830-RA	JC_03846-RA
OG0001895	Vcard_DToL06579-RA	JC_09621-RA
OG0001895	Vcard_DToL06580-RA	JC_09620-RA
OG0001896	Vcard_DToL18110-RA	JC_16962-RA
OG0001897	Vcard_DToL03511-RA	JC_02520-RA
OG0001898	Vcard_DToL05887-RA	JC_08285-RA
OG0001899	Vcard_DToL07251-RA	JC_08925-RA
OG0001900	Vcard_DToL09904-RA, Vcard_DToL09907-RA, Vcard_DToL09903-RA	JC_06025-RA
OG0001901	Vcard_DToL11924-RA	JC_07196-RA
OG0001902	Vcard_DToL06059-RA	JC_08146-RA
OG0001902	Vcard_DToL06060-RA	JC_08145-RA
OG0001903	Vcard_DToL12893-RA	JC_10652-RA
OG0001903	Vcard_DToL12894-RA	JC_10654-RA, JC_10655-RA, JC_10653-RA
OG0001904	Vcard_DToL09902-RA	JC_06023-RA
OG0001906	Vcard_DToL07038-RA	JC_09191-RA, JC_09178-RA, JC_09190-RA
OG0001907	Vcard_DToL14853-RA	JC_12741-RA
OG0001907	Vcard_DToL14854-RA	JC_12742-RA
OG0001908	Vcard_DToL09519-RA	JC_07518-RA
OG0001909	Vcard_DToL15986-RA, Vcard_DToL15985-RA	JC_14969-RA
OG0001910	Vcard_DToL16926-RA	JC_15657-RA
OG0001911	Vcard_DToL03530-RA	JC_02532-RA
OG0001912	Vcard_DToL00335-RA	JC_01979-RA
OG0001914	Vcard_DToL14850-RA	JC_12736-RA
OG0001916	Vcard_DToL06051-RA	JC_08155-RA
OG0001917	Vcard_DToL04977-RA	JC_04633-RA
OG0001918	Vcard_DToL12212-RA	JC_06968-RA
OG0001919	Vcard_DToL12898-RA	JC_10657-RA
OG0001920	Vcard_DToL16915-RA	JC_15645-RA, JC_15644-RA
OG0001921	Vcard_DToL12222-RA	JC_06961-RA
OG0001922	Vcard_DToL16000-RA	JC_14944-RA
OG0001923	Vcard_DToL00321-RA	JC_01991-RA
OG0001925	Vcard_DToL08352-RA	JC_04314-RA
OG0001926	Vcard_DToL13235-RA	JC_09928-RA
OG0001927	Vcard_DToL18650-RA	JC_17228-RA, JC_16422-RA
OG0001929	Vcard_DToL00303-RA	JC_02000-RA
OG0001931	Vcard_DToL18652-RA	JC_16527-RA
OG0001932	Vcard_DToL04239-RA	JC_03423-RA
OG0001933	Vcard_DToL03216-RA	JC_05422-RA
OG0001933	Vcard_DToL03215-RA	JC_05425-RA
OG0001934	Vcard_DToL06530-RA	JC_09532-RA
OG0001935	Vcard_DToL03561-RA	JC_02558-RA
OG0001935	Vcard_DToL03562-RA	JC_02559-RA
OG0001936	Vcard_DToL16405-RA	JC_14259-RA
OG0001937	Vcard_DToL17528-RA	JC_15922-RA
OG0001938	Vcard_DToL01138-RA	JC_01350-RA
OG0001939	Vcard_DToL09883-RA	JC_06007-RA
OG0001940	Vcard_DToL18664-RA	JC_16525-RA
OG0001942	Vcard_DToL16007-RA	JC_14929-RA
OG0001942	Vcard_DToL16009-RA	JC_14928-RA
OG0001943	Vcard_DToL09350-RA	JC_07647-RA
OG0001944	Vcard_DToL06516-RA	JC_09521-RA
OG0001945	Vcard_DToL17971-RA	JC_17079-RA
OG0001946	Vcard_DToL01147-RA	JC_01344-RA
OG0001947	Vcard_DToL01148-RA	JC_01343-RA
OG0001948	Vcard_DToL06509-RA	JC_09515-RA
OG0001949	Vcard_DToL09351-RA	JC_07646-RA
OG0001950	Vcard_DToL16399-RA	JC_14267-RA
OG0001950	Vcard_DToL16400-RA	JC_14266-RA
OG0001951	Vcard_DToL03587-RA	JC_02580-RA
OG0001953	Vcard_DToL06506-RA	JC_09512-RA
OG0001954	Vcard_DToL06015-RA	JC_08191-RA
OG0001955	Vcard_DToL06503-RA	JC_10644-RA, JC_09511-RA, JC_09510-RA
OG0001956	Vcard_DToL15178-RA	JC_13042-RA
OG0001956	Vcard_DToL15176-RA	JC_13039-RA
OG0001957	Vcard_DToL06010-RA	JC_08196-RA
OG0001958	Vcard_DToL16906-RA	JC_15635-RA
OG0001959	Vcard_DToL00567-RA, Vcard_DToL00566-RA	JC_01847-RA
OG0001960	Vcard_DToL04346-RA	JC_03326-RA
OG0001962	Vcard_DToL13320-RA, Vcard_DToL13322-RA	JC_10032-RA
OG0001963	Vcard_DToL03233-RA	JC_05409-RA
OG0001964	Vcard_DToL11110-RA	JC_11278-RA
OG0001965	Vcard_DToL16386-RA	JC_14277-RA, JC_14278-RA
OG0001966	Vcard_DToL13951-RA	JC_13945-RA
OG0001968	Vcard_DToL03615-RA	JC_02602-RA
OG0001968	Vcard_DToL03616-RA	JC_02603-RA
OG0001969	Vcard_DToL05998-RA	JC_08207-RA
OG0001970	Vcard_DToL03617-RA	JC_02605-RA
OG0001971	Vcard_DToL16369-RA, Vcard_DToL16368-RA	JC_14295-RA
OG0001972	Vcard_DToL13276-RA	JC_09997-RA
OG0001973	Vcard_DToL10509-RA	JC_06440-RA
OG0001974	Vcard_DToL11293-RA	JC_11465-RA
OG0001975	Vcard_DToL07722-RA	JC_12229-RA
OG0001976	Vcard_DToL06483-RA, Vcard_DToL06479-RA	JC_09490-RA
OG0001977	Vcard_DToL04275-RA	JC_03389-RA
OG0001979	Vcard_DToL14164-RA	JC_13878-RA
OG0001980	Vcard_DToL12293-RA	JC_06909-RA
OG0001980	Vcard_DToL12292-RA	JC_06908-RA
OG0001982	Vcard_DToL05040-RA	JC_04694-RA
OG0001982	Vcard_DToL05039-RA	JC_04692-RA
OG0001983	Vcard_DToL03254-RA, Vcard_DToL03255-RA	JC_05391-RA
OG0001984	Vcard_DToL12298-RA	JC_06872-RA
OG0001985	Vcard_DToL08745-RA	JC_03961-RA
OG0001986	Vcard_DToL12302-RA	JC_06874-RA
OG0001988	Vcard_DToL07303-RA	JC_08878-RA
OG0001989	Vcard_DToL18221-RA	JC_16849-RA
OG0001989	Vcard_DToL18220-RA	JC_16847-RA
OG0001990	Vcard_DToL12316-RA	JC_06885-RA
OG0001991	Vcard_DToL08735-RA	JC_03971-RA
OG0001992	Vcard_DToL15348-RA	JC_13185-RA
OG0001993	Vcard_DToL13247-RA	JC_09967-RA
OG0001993	Vcard_DToL13245-RA	JC_09965-RA
OG0001994	Vcard_DToL07314-RA	JC_08872-RA
