Orthogroup	Heliconius_melpomene_melpomene	Heliconius_erato_lativitta
OG0000154	HMEL004220g1.t1	HEL_004720-RA
OG0000154	HMEL004221g1.t1, HMEL034516g1.t1	HEL_004722-RA
OG0000155	HMEL005263g1.t1	HEL_012311-RA, HEL_012316-RA
OG0000157	HMEL013807g1.t1	HEL_007312-RA
OG0000160	HMEL035701g1.t1, HMEL005007g1.t1, HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1, HMEL032170g1.t1, HMEL036447g1.t1, HMEL031413g1.t1	HEL_012101-RA
OG0000162	HMEL003356g1.t1, HMEL032378g1.t1	HEL_008231-RA
OG0000162	HMEL005452g1.t1	HEL_008230-RA
OG0000163	HMEL018122-RA	HEL_006383-RA, HEL_006384-RA, HEL_014323-RA, HEL_014324-RA
OG0000163	HMEL022572-RA	HEL_006390-RA
OG0000163	HMEL018123-RA	HEL_014322-RA
OG0000164	HMEL033303g1.t1, HMEL033302g1.t1	HEL_013352-RA
OG0000165	HMEL033922g1.t1	HEL_014037-RA
OG0000165	HMEL002625-RA	HEL_014028-RA
OG0000166	HMEL008383g1.t1	HEL_009754-RA
OG0000166	HMEL017421g1.t1	HEL_007219-RA, HEL_007218-RA
OG0000167	HMEL008038g1.t1, HMEL000014-RA	HEL_011445-RA
OG0000167	HMEL037415g1.t1	HEL_000604-RA
OG0000168	HMEL021925g1.t1	HEL_010944-RA, HEL_010943-RA
OG0000168	HMEL005528g1.t1	HEL_003437-RA
OG0000168	HMEL031938g1.t1, HMEL031936g1.t1	HEL_010948-RA, HEL_010950-RA
OG0000168	HMEL031478g1.t1, HMEL031477g1.t1	HEL_003440-RA, HEL_003433-RA, HEL_010949-RA, HEL_003432-RA, HEL_003442-RA, HEL_003431-RA, HEL_003430-RA, HEL_003434-RA, HEL_003435-RA
OG0000169	HMEL032591g1.t1	HEL_012759-RA
OG0000169	HMEL004510g1.t1	HEL_014571-RA
OG0000170	HMEL017463-RA	HEL_012926-RA
OG0000170	HMEL036559g1.t1, HMEL017464-RA	HEL_012927-RA
OG0000171	HMEL022645-RA	HEL_006254-RA, HEL_006253-RA
OG0000171	HMEL022639-RA	HEL_006249-RA
OG0000171	HMEL022630-RA, HMEL022665-RA	HEL_006252-RA, HEL_006250-RA
OG0000172	HMEL013270g1.t1	HEL_008361-RA
OG0000172	HMEL013271g1.t1, HMEL013269g1.t1	HEL_008362-RA
OG0000174	HMEL030801g1.t1	HEL_002709-RA, HEL_002708-RA, HEL_002707-RA, HEL_002710-RA
OG0000174	HMEL030802g1.t1	HEL_002715-RA
OG0000174	HMEL012849g1.t1	HEL_007174-RA
OG0000175	HMEL005257g1.t1	HEL_005422-RA
OG0000175	HMEL012561g1.t1	HEL_009048-RA
OG0000178	HMEL015563g1.t1	HEL_005387-RA
OG0000178	HMEL016583g1.t1	HEL_004641-RA
OG0000179	HMEL036395g1.t1	HEL_013875-RA
OG0000180	HMEL035576g1.t1	HEL_007077-RA
OG0000180	HMEL033120g1.t1	HEL_007079-RA
OG0000180	HMEL016637g1.t1	HEL_007078-RA
OG0000181	HMEL011701g1.t1	HEL_008902-RA
OG0000182	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1	HEL_012893-RA
OG0000183	HMEL032597g1.t1	HEL_012769-RA
OG0000183	HMEL033943g1.t1	HEL_003942-RA
OG0000184	HMEL008575g1.t1	HEL_007564-RA
OG0000184	HMEL036118g1.t1	HEL_004299-RA
OG0000184	HMEL036099g1.t1	HEL_004298-RA
OG0000185	HMEL010232-RA	HEL_011155-RA
OG0000185	HMEL010231-RA	HEL_011156-RA
OG0000185	HMEL010230-RA	HEL_011157-RA
OG0000186	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1	HEL_006287-RA, HEL_013685-RA
OG0000187	HMEL004546g1.t1	HEL_010066-RA
OG0000187	HMEL014245g1.t1	HEL_010067-RA
OG0000188	HMEL010651-RA	HEL_009331-RA
OG0000188	HMEL010650-RA	HEL_009330-RA, HEL_009332-RA
OG0000188	HMEL008612-RA	HEL_009328-RA
OG0000190	HMEL016174g1.t1	HEL_014277-RA, HEL_014275-RA
OG0000190	HMEL007082g1.t1	HEL_014271-RA
OG0000190	HMEL016175g1.t1	HEL_014273-RA
OG0000190	HMEL007083g1.t1	HEL_014276-RA, HEL_014274-RA
OG0000191	HMEL016625g1.t1	HEL_007069-RA, HEL_007065-RA, HEL_007070-RA
OG0000193	HMEL008370g1.t1	HEL_011020-RA, HEL_011022-RA
OG0000193	HMEL036064g1.t1	HEL_011021-RA
OG0000196	HMEL005932-RA	HEL_002689-RA
OG0000197	HMEL030732g1.t1	HEL_002519-RA
OG0000197	HMEL031066g1.t1	HEL_001340-RA
OG0000198	HMEL012546g1.t1	HEL_009067-RA, HEL_009066-RA
OG0000200	HMEL021721g1.t1	HEL_007531-RA, HEL_007530-RA
OG0000200	HMEL021720g1.t1, HMEL021722g1.t1	HEL_007527-RA
OG0000201	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1	HEL_001000-RA
OG0000201	HMEL013908g1.t1	HEL_001001-RA
OG0000202	HMEL033139g1.t1	HEL_003305-RA
OG0000202	HMEL026013g1.t1	HEL_000090-RA
OG0000202	HMEL007567-RA, HMEL007568-RA	HEL_000098-RA
OG0000203	HMEL021488g1.t1	HEL_009435-RA
OG0000203	HMEL032856g1.t1	HEL_009431-RA, HEL_009433-RA, HEL_012200-RA, HEL_009430-RA, HEL_006323-RA
OG0000203	HMEL005910g1.t1	HEL_006322-RA
OG0000205	HMEL034318g1.t1, HMEL022419g1.t1	HEL_005648-RA
OG0000206	HMEL022646g1.t1	HEL_013031-RA
OG0000206	HMEL022529g1.t1	HEL_013032-RA
OG0000206	HMEL022534g1.t1, HMEL037240g1.t1	HEL_013035-RA
OG0000206	HMEL037239g1.t1	HEL_013034-RA, HEL_013038-RA
OG0000206	HMEL022660g1.t1, HMEL022666g1.t1	HEL_013042-RA
OG0000209	HMEL010718g1.t1	HEL_000443-RA
OG0000209	HMEL037626g1.t1	HEL_001019-RA, HEL_001018-RA, HEL_001021-RA, HEL_001017-RA, HEL_001022-RA
OG0000212	HMEL006013g1.t1	HEL_010933-RA
OG0000212	HMEL006014g1.t1	HEL_010932-RA
OG0000212	HMEL006012g1.t1	HEL_010931-RA
OG0000213	HMEL003351g1.t1	HEL_001448-RA
OG0000213	HMEL003354g1.t1	HEL_001453-RA
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1	HEL_009701-RA, HEL_006344-RA, HEL_006341-RA, HEL_006346-RA, HEL_006345-RA, HEL_006348-RA
OG0000214	HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1	HEL_006349-RA, HEL_006350-RA, HEL_006351-RA
OG0000214	HMEL005617g1.t1	HEL_006366-RA
OG0000215	HMEL007550-RA	HEL_008533-RA
OG0000215	HMEL016702-RA	HEL_004541-RA
OG0000215	HMEL002043-RA, HMEL004614-RA	HEL_011523-RA
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	HEL_000005-RA
OG0000217	HMEL015934g1.t1	HEL_006812-RA
OG0000218	HMEL035231g1.t1	HEL_011596-RA
OG0000219	HMEL032696g1.t1	HEL_011520-RA
OG0000220	HMEL022384g1.t1	HEL_000160-RA
OG0000220	HMEL005705g1.t1	HEL_000180-RA
OG0000220	HMEL022385g1.t1	HEL_000185-RA, HEL_000161-RA, HEL_000179-RA, HEL_000178-RA
OG0000221	HMEL017092g1.t1	HEL_000182-RA
OG0000222	HMEL022502g1.t1	HEL_013041-RA, HEL_013040-RA
OG0000224	HMEL036213g1.t1	HEL_011061-RA
OG0000224	HMEL036214g1.t1	HEL_011062-RA
OG0000224	HMEL002137g1.t1	HEL_011059-RA, HEL_011060-RA
OG0000227	HMEL037238g1.t1	HEL_013037-RA, HEL_013030-RA
OG0000229	HMEL038027g1.t1	HEL_003643-RA
OG0000229	HMEL004082g1.t1	HEL_002543-RA
OG0000230	HMEL002543g1.t1	HEL_007833-RA
OG0000230	HMEL014753g1.t1	HEL_014523-RA
OG0000231	HMEL007204g1.t1	HEL_005797-RA
OG0000231	HMEL007059g1.t1	HEL_013546-RA, HEL_013547-RA, HEL_013545-RA
OG0000232	HMEL016435g1.t1	HEL_007965-RA
OG0000233	HMEL004894g1.t1	HEL_013315-RA
OG0000234	HMEL007134g1.t1	HEL_000576-RA
OG0000234	HMEL037512g1.t1	HEL_000815-RA
OG0000234	HMEL002337g1.t1, HMEL037513g1.t1	HEL_000816-RA
OG0000234	HMEL015861g1.t1, HMEL007986g1.t1	HEL_000265-RA
OG0000235	HMEL033858g1.t1	HEL_008763-RA
OG0000235	HMEL018055g1.t1	HEL_008762-RA
OG0000236	HMEL037650g1.t1	HEL_001074-RA
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	HEL_001070-RA
OG0000237	HMEL036547g1.t1	HEL_012911-RA
OG0000237	HMEL036546g1.t1	HEL_012907-RA
OG0000238	HMEL006881g1.t1	HEL_011638-RA
OG0000238	HMEL005107g1.t1	HEL_006325-RA
OG0000239	HMEL032705g1.t1	HEL_013433-RA
OG0000239	HMEL032706g1.t1	HEL_013434-RA
OG0000240	HMEL036312g1.t1, HMEL036166g1.t1, HMEL036996g1.t1, HMEL033468g1.t1, HMEL036983g1.t1, HMEL033726g1.t1, HMEL033244g1.t1, HMEL036081g1.t1, HMEL033777g1.t1, HMEL036314g1.t1, HMEL030690g1.t1, HMEL033173g1.t1, HMEL030120g1.t1, HMEL035592g1.t1, HMEL034374g1.t1, HMEL034220g1.t1, HMEL033728g1.t1, HMEL003387g1.t1, HMEL030356g1.t1, HMEL030849g1.t1, HMEL031495g1.t1, HMEL036627g1.t1, HMEL030065g1.t1, HMEL033451g1.t1	HEL_005455-RA
OG0000246	HMEL014931g1.t1	HEL_005502-RA
OG0000246	HMEL034257g1.t1	HEL_005503-RA
OG0000247	HMEL009480g1.t1	HEL_001922-RA
OG0000247	HMEL009481g1.t1	HEL_001920-RA, HEL_001919-RA, HEL_001918-RA, HEL_001921-RA
OG0000248	HMEL035378g1.t1	HEL_013916-RA
OG0000248	HMEL035366g1.t1	HEL_013892-RA
OG0000248	HMEL035371g1.t1	HEL_013902-RA
OG0000249	HMEL032257g1.t1	HEL_000469-RA
OG0000249	HMEL017679g1.t1	HEL_000470-RA
OG0000252	HMEL002489g1.t1	HEL_007886-RA
OG0000252	HMEL005120g1.t1	HEL_007887-RA
OG0000254	HMEL011224g1.t1	HEL_011400-RA
OG0000254	HMEL011226g1.t1	HEL_011401-RA
OG0000255	HMEL012410g1.t1	HEL_002401-RA
OG0000256	HMEL014055g1.t1	HEL_009147-RA, HEL_010502-RA
OG0000257	HMEL003610g1.t1	HEL_006039-RA, HEL_006037-RA, HEL_006036-RA
OG0000257	HMEL002342g1.t1	HEL_008254-RA, HEL_008272-RA, HEL_008257-RA, HEL_008256-RA
OG0000258	HMEL002395g1.t1	HEL_000386-RA
OG0000258	HMEL004093g1.t1	HEL_000387-RA
OG0000259	HMEL036525g1.t1, HMEL036538g1.t1	HEL_011529-RA, HEL_011528-RA, HEL_011531-RA, HEL_011530-RA
OG0000260	HMEL008443g1.t1	HEL_000640-RA, HEL_000638-RA
OG0000260	HMEL037425g1.t1	HEL_000627-RA
OG0000262	HMEL038125g1.t1, HMEL038124g1.t1, HMEL038126g1.t1, HMEL009976g1.t1	HEL_003824-RA, HEL_003830-RA, HEL_003829-RA
OG0000262	HMEL038123g1.t1, HMEL038132g1.t1	HEL_003831-RA
OG0000263	HMEL020577g1.t1, HMEL016813g1.t1	HEL_004884-RA
OG0000264	HMEL017504g1.t1, HMEL017506g1.t1	HEL_000152-RA
OG0000264	HMEL005640g1.t1	HEL_000145-RA
OG0000265	HMEL033646g1.t1, HMEL034905g1.t1, HMEL037809g1.t1, HMEL030297g1.t1, HMEL036788g1.t1, HMEL035744g1.t1, HMEL030973g1.t1, HMEL036497g1.t1, HMEL034050g1.t1, HMEL031599g1.t1, HMEL004867g1.t1, HMEL036125g1.t1, HMEL036614g1.t1, HMEL037432g1.t1, HMEL030596g1.t1, HMEL035810g1.t1, HMEL035817g1.t1, HMEL035377g1.t1	HEL_013915-RA
OG0000268	HMEL031524g1.t1	HEL_004263-RA
OG0000268	HMEL006418g1.t1	HEL_005560-RA, HEL_004374-RA, HEL_005105-RA, HEL_014488-RA, HEL_004744-RA, HEL_004983-RA, HEL_002647-RA, HEL_004377-RA, HEL_004375-RA, HEL_004378-RA, HEL_011605-RA, HEL_011602-RA, HEL_004981-RA, HEL_007244-RA, HEL_012393-RA, HEL_005894-RA, HEL_006197-RA, HEL_005409-RA, HEL_014489-RA, HEL_006196-RA, HEL_009682-RA, HEL_004379-RA
OG0000269	HMEL034080g1.t1, HMEL036775g1.t1, HMEL031551g1.t1, HMEL002686g1.t1, HMEL037308g1.t1, HMEL033889g1.t1, HMEL030305g1.t1, HMEL037417g1.t1, HMEL034989g1.t1, HMEL033779g1.t1, HMEL035623g1.t1, HMEL033341g1.t1, HMEL016538g1.t1, HMEL032594g1.t1, HMEL031421g1.t1, HMEL031271g1.t1, HMEL030855g1.t1, HMEL036318g1.t1, HMEL033342g1.t1, HMEL030550g1.t1, HMEL031420g1.t1, HMEL030628g1.t1	HEL_004123-RA
OG0000272	HMEL016399g1.t1	HEL_003415-RA
OG0000273	HMEL036096g1.t1	HEL_004292-RA
OG0000273	HMEL036188g1.t1, HMEL010388g1.t1	HEL_011028-RA
OG0000274	HMEL017818g1.t1	HEL_008935-RA
OG0000276	HMEL015436g1.t1	HEL_001740-RA
OG0000277	HMEL037113g1.t1	HEL_010687-RA
OG0000278	HMEL031251g1.t1	HEL_008176-RA
OG0000278	HMEL011450g1.t1, HMEL011451g1.t1, HMEL011448g1.t1	HEL_008178-RA, HEL_008177-RA
OG0000278	HMEL015404g1.t1, HMEL031252g1.t1, HMEL015402g1.t1	HEL_001763-RA
OG0000279	HMEL036244g1.t1, HMEL034199g1.t1	HEL_011096-RA
OG0000280	HMEL036699g1.t1, HMEL036700g1.t1, HMEL036702g1.t1, HMEL036703g1.t1, HMEL036698g1.t1, HMEL036704g1.t1, HMEL008915g1.t1, HMEL008913g1.t1, HMEL036675g1.t1	HEL_005821-RA
OG0000280	HMEL022245g1.t1, HMEL015041g1.t1, HMEL015039g1.t1, HMEL015042g1.t1, HMEL015043g1.t1	HEL_005819-RA
OG0000281	HMEL012523g1.t1	HEL_009096-RA
OG0000281	HMEL031686g1.t1, HMEL015053g1.t1	HEL_005808-RA
OG0000283	HMEL031874g1.t1	HEL_013295-RA
OG0000284	HMEL011077g1.t1	HEL_001551-RA
OG0000284	HMEL005970g1.t1	HEL_001550-RA
OG0000284	HMEL003830g1.t1	HEL_001552-RA
OG0000285	HMEL036124g1.t1	HEL_004245-RA
OG0000285	HMEL036123g1.t1, HMEL020702g1.t1, HMEL036130g1.t1	HEL_004247-RA
OG0000286	HMEL032782g1.t1	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA
OG0000286	HMEL020854g1.t1	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA
OG0000287	HMEL008837g1.t1	HEL_013729-RA
OG0000290	HMEL013798g1.t1	HEL_000158-RA
OG0000290	HMEL006528g1.t1	HEL_000012-RA
OG0000290	HMEL020240g1.t1, HMEL022220g1.t1	HEL_000013-RA
OG0000290	HMEL032006g1.t1	HEL_000067-RA
OG0000291	HMEL021462g1.t1, HMEL032703g1.t1	HEL_013432-RA
OG0000292	HMEL003453-RA, HMEL026014g1.t1, HMEL026015g1.t1, HMEL003682-RA	HEL_007249-RA
OG0000293	HMEL013993g1.t1	HEL_012051-RA
OG0000293	HMEL018089g1.t1	HEL_012053-RA
OG0000293	HMEL006907g1.t1	HEL_011068-RA
OG0000294	HMEL037112g1.t1	HEL_010685-RA
OG0000294	HMEL037111g1.t1	HEL_010684-RA
OG0000295	HMEL004243g1.t1	HEL_008506-RA
OG0000295	HMEL004244g1.t1	HEL_008507-RA
OG0000296	HMEL035267g1.t1	HEL_011660-RA, HEL_011661-RA
OG0000299	HMEL032698g1.t1, HMEL031987g1.t1, HMEL037709g1.t1, HMEL034448g1.t1, HMEL038096g1.t1, HMEL032261g1.t1, HMEL034970g1.t1, HMEL034743g1.t1, HMEL033533g1.t1, HMEL032580g1.t1, HMEL021604g1.t1, HMEL036184g1.t1, HMEL037038g1.t1, HMEL031565g1.t1, HMEL034730g1.t1, HMEL032459g1.t1, HMEL033496g1.t1, HMEL036673g1.t1, HMEL033729g1.t1, HMEL032587g1.t1, HMEL003420g1.t1	HEL_005766-RA
OG0000303	HMEL037450g1.t1	HEL_000690-RA
OG0000304	HMEL034889g1.t1, HMEL034887g1.t1, HMEL034892g1.t1, HMEL010695g1.t1, HMEL010694g1.t1, HMEL034899g1.t1	HEL_010171-RA
OG0000305	HMEL009472g1.t1	HEL_001926-RA
OG0000305	HMEL009482g1.t1	HEL_001917-RA
OG0000305	HMEL009477g1.t1, HMEL009478g1.t1	HEL_001925-RA
OG0000306	HMEL037818g1.t1, HMEL021553g1.t1	HEL_005083-RA
OG0000306	HMEL021159g1.t1	HEL_005084-RA
OG0000307	HMEL010169g1.t1	HEL_004043-RA, HEL_004065-RA
OG0000307	HMEL020957g1.t1	HEL_007406-RA
OG0000308	HMEL032406g1.t1	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA
OG0000308	HMEL012513g1.t1	HEL_002741-RA
OG0000309	HMEL016015g1.t1	HEL_005654-RA
OG0000310	HMEL009639g1.t1	HEL_012424-RA
OG0000310	HMEL009640g1.t1	HEL_012425-RA
OG0000311	HMEL010990-RA	HEL_006392-RA
OG0000312	HMEL032528g1.t1	HEL_006537-RA, HEL_006539-RA
OG0000312	HMEL032527g1.t1	HEL_006536-RA
OG0000313	HMEL025034-RA	HEL_004330-RA
OG0000313	HMEL025000-RA	HEL_004331-RA
OG0000314	HMEL014051g1.t1	HEL_008306-RA
OG0000315	HMEL010224-RA	HEL_011161-RA
OG0000315	HMEL022602-RA	HEL_011160-RA
OG0000315	HMEL010227-RA, HMEL010228-RA	HEL_011158-RA
OG0000317	HMEL007737g1.t1	HEL_013326-RA
OG0000317	HMEL032029g1.t1	HEL_000116-RA
OG0000318	HMEL015525g1.t1	HEL_014401-RA, HEL_014400-RA
OG0000318	HMEL013944g1.t1	HEL_014578-RA
OG0000318	HMEL013949g1.t1	HEL_014582-RA, HEL_014581-RA, HEL_014583-RA
OG0000318	HMEL008611g1.t1, HMEL013953g1.t1, HMEL033188g1.t1	HEL_014197-RA
OG0000319	HMEL015887g1.t1	HEL_000676-RA
OG0000320	HMEL031925g1.t1	HEL_010924-RA
OG0000320	HMEL007969g1.t1, HMEL037094g1.t1	HEL_010664-RA
OG0000320	HMEL021786g1.t1	HEL_010666-RA, HEL_010668-RA, HEL_010665-RA
OG0000321	HMEL004229g1.t1	HEL_004732-RA
OG0000321	HMEL003751g1.t1	HEL_004707-RA, HEL_004706-RA
OG0000323	HMEL022659-RA	HEL_014073-RA
OG0000323	HMEL022636-RA	HEL_014076-RA
OG0000323	HMEL022658-RA	HEL_014074-RA
OG0000324	HMEL038115g1.t1	HEL_003817-RA, HEL_003813-RA
OG0000326	HMEL011973g1.t1	HEL_012202-RA
OG0000327	HMEL031101g1.t1	HEL_001423-RA
OG0000327	HMEL031102g1.t1, HMEL031100g1.t1	HEL_001425-RA
OG0000328	HMEL003155g1.t1	HEL_013149-RA
OG0000329	HMEL037608g1.t1, HMEL003670g1.t1	HEL_000994-RA
OG0000330	HMEL008824g1.t1	HEL_007053-RA
OG0000331	HMEL011767g1.t1, HMEL021459g1.t1	HEL_012372-RA
OG0000331	HMEL009100g1.t1	HEL_012872-RA
OG0000332	HMEL022573g1.t1, HMEL015921g1.t1, HMEL015920-RA	HEL_002946-RA
OG0000332	HMEL003711-RA	HEL_002942-RA
OG0000332	HMEL015914-RA	HEL_002943-RA
OG0000332	HMEL015917-RA, HMEL015916-RA	HEL_013998-RA
OG0000332	HMEL015918-RA	HEL_002944-RA, HEL_002945-RA
OG0000332	HMEL018118g1.t1	HEL_013997-RA
OG0000332	HMEL015922g1.t1	HEL_002947-RA
OG0000333	HMEL011985g1.t1	HEL_003199-RA
OG0000333	HMEL033075g1.t1	HEL_003196-RA
OG0000334	HMEL014009g1.t1	HEL_013085-RA
OG0000334	HMEL035988g1.t1	HEL_013084-RA
OG0000334	HMEL014008g1.t1	HEL_013086-RA, HEL_013089-RA
OG0000335	HMEL012335g1.t1, HMEL031708g1.t1	HEL_011961-RA
OG0000335	HMEL012334g1.t1	HEL_011962-RA
OG0000336	HMEL017107g1.t1	HEL_004463-RA
OG0000336	HMEL006217g1.t1	HEL_004465-RA, HEL_004464-RA
OG0000337	HMEL003541g1.t1	HEL_008472-RA
OG0000337	HMEL003546g1.t1	HEL_008473-RA
OG0000342	HMEL036439g1.t1, HMEL007960g1.t1	HEL_000404-RA
OG0000345	HMEL014784g1.t1	HEL_005334-RA
OG0000345	HMEL002932g1.t1	HEL_006087-RA
OG0000346	HMEL006067g1.t1	HEL_005381-RA
OG0000347	HMEL036398g1.t1	HEL_013880-RA, HEL_013881-RA
OG0000349	HMEL008720g1.t1, HMEL030551g1.t1	HEL_004068-RA
OG0000351	HMEL030726g1.t1	HEL_012430-RA
OG0000352	HMEL037898g1.t1	HEL_005174-RA
OG0000353	HMEL013813g1.t1	HEL_006407-RA
OG0000354	HMEL037383g1.t1	HEL_011353-RA
OG0000354	HMEL037384g1.t1	HEL_011354-RA
OG0000354	HMEL037373g1.t1	HEL_011322-RA
OG0000355	HMEL010740g1.t1	HEL_013959-RA
OG0000356	HMEL002622g1.t1	HEL_014036-RA
OG0000356	HMEL011720g1.t1	HEL_014031-RA, HEL_014030-RA
OG0000358	HMEL014680g1.t1, HMEL014681g1.t1	HEL_010606-RA
OG0000358	HMEL014682g1.t1	HEL_010607-RA
OG0000359	HMEL007530g1.t1	HEL_004834-RA, HEL_004833-RA
OG0000360	HMEL015521g1.t1	HEL_014397-RA
OG0000360	HMEL008316g1.t1	HEL_009879-RA
OG0000361	HMEL015380-RA, HMEL015379-RA	HEL_006928-RA
OG0000361	HMEL015382-RA	HEL_006932-RA
OG0000362	HMEL036042g1.t1	HEL_004203-RA
OG0000362	HMEL036053g1.t1	HEL_004209-RA
OG0000363	HMEL012022g1.t1	HEL_014082-RA
OG0000363	HMEL012315g1.t1	HEL_014088-RA
OG0000363	HMEL012021g1.t1, HMEL020440g1.t1, HMEL032232g1.t1, HMEL032233g1.t1	HEL_014083-RA
OG0000364	HMEL002128g1.t1	HEL_013129-RA
OG0000364	HMEL002127g1.t1	HEL_013128-RA
OG0000365	HMEL017162-RA, HMEL017161-RA	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA
OG0000366	HMEL031058g1.t1	HEL_001304-RA
OG0000367	HMEL032018g1.t1	HEL_000070-RA
OG0000367	HMEL032027g1.t1, HMEL007270g1.t1	HEL_000071-RA
OG0000369	HMEL033418g1.t1	HEL_008426-RA
OG0000369	HMEL017610g1.t1	HEL_008427-RA
OG0000371	HMEL012837g1.t1	HEL_003080-RA
OG0000375	HMEL013469g1.t1, HMEL013465g1.t1	HEL_014516-RA
OG0000376	HMEL013034g1.t1	HEL_005338-RA, HEL_012625-RA
OG0000377	HMEL018014g1.t1	HEL_003472-RA
OG0000377	HMEL018011g1.t1	HEL_003464-RA
OG0000378	HMEL017532g1.t1	HEL_008873-RA
OG0000379	HMEL008582g1.t1	HEL_003429-RA
OG0000380	HMEL015907g1.t1	HEL_003444-RA
OG0000380	HMEL015905g1.t1	HEL_003445-RA
OG0000381	HMEL037493g1.t1	HEL_000801-RA
OG0000381	HMEL005780g1.t1	HEL_000800-RA, HEL_000799-RA
OG0000382	HMEL004442g1.t1	HEL_000750-RA
OG0000382	HMEL008907g1.t1	HEL_000742-RA
OG0000382	HMEL008908g1.t1	HEL_000747-RA, HEL_000744-RA
OG0000383	HMEL036382g1.t1	HEL_007323-RA
OG0000383	HMEL017422g1.t1	HEL_007216-RA
OG0000384	HMEL016579g1.t1	HEL_005013-RA, HEL_005015-RA
OG0000384	HMEL008743g1.t1	HEL_005014-RA, HEL_005012-RA
OG0000385	HMEL007092g1.t1	HEL_012592-RA, HEL_012593-RA
OG0000387	HMEL014455g1.t1	HEL_003565-RA
OG0000388	HMEL032501g1.t1	HEL_006486-RA
OG0000388	HMEL011894g1.t1	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA
OG0000389	HMEL032844g1.t1, HMEL036540g1.t1	HEL_009419-RA
OG0000389	HMEL021499g1.t1	HEL_009418-RA
OG0000390	HMEL033881g1.t1	HEL_008827-RA, HEL_008825-RA
OG0000391	HMEL016167g1.t1	HEL_012057-RA
OG0000391	HMEL013752g1.t1	HEL_000686-RA
OG0000391	HMEL016348g1.t1	HEL_000688-RA, HEL_000687-RA
OG0000392	HMEL011531g1.t1	HEL_013020-RA, HEL_013021-RA
OG0000392	HMEL011533g1.t1	HEL_013022-RA
OG0000395	HMEL016049g1.t1	HEL_005769-RA
OG0000395	HMEL036810g1.t1	HEL_013605-RA
OG0000398	HMEL037237g1.t1	HEL_013027-RA, HEL_013026-RA
OG0000398	HMEL037236g1.t1	HEL_013024-RA
OG0000399	HMEL010191g1.t1	HEL_009946-RA, HEL_009947-RA
OG0000399	HMEL010190g1.t1	HEL_009948-RA
OG0000400	HMEL006740g1.t1	HEL_005522-RA
OG0000400	HMEL006739g1.t1	HEL_005521-RA
OG0000402	HMEL037662g1.t1	HEL_001087-RA
OG0000402	HMEL007361g1.t1	HEL_001086-RA
OG0000403	HMEL031991g1.t1	HEL_000021-RA
OG0000403	HMEL017148-RA	HEL_000022-RA
OG0000404	HMEL013787g1.t1	HEL_012004-RA
OG0000404	HMEL022162g1.t1, HMEL020352g1.t1	HEL_012003-RA
OG0000405	HMEL034262g1.t1	HEL_004408-RA
OG0000405	HMEL009703g1.t1	HEL_004409-RA
OG0000406	HMEL011479g1.t1	HEL_011910-RA, HEL_011911-RA
OG0000407	HMEL011119g1.t1	HEL_008574-RA
OG0000407	HMEL011121g1.t1	HEL_008575-RA, HEL_008578-RA
OG0000408	HMEL004447-RA	HEL_013103-RA, HEL_013104-RA
OG0000409	HMEL031864g1.t1	HEL_013286-RA
OG0000409	HMEL031866g1.t1	HEL_013287-RA
OG0000410	HMEL003991g1.t1, HMEL035228g1.t1	HEL_011595-RA
OG0000413	HMEL003435g1.t1	HEL_003452-RA
OG0000414	HMEL005758g1.t1	HEL_003421-RA
OG0000415	HMEL022505g1.t1	HEL_013005-RA
OG0000415	HMEL022559g1.t1	HEL_013004-RA
OG0000416	HMEL011834g1.t1	HEL_001720-RA
OG0000417	HMEL007474g1.t1	HEL_001870-RA
OG0000417	HMEL030368g1.t1	HEL_001868-RA
OG0000418	HMEL030954g1.t1	HEL_006626-RA
OG0000418	HMEL008093g1.t1	HEL_014068-RA, HEL_014070-RA
OG0000419	HMEL010176g1.t1	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA
OG0000419	HMEL034032g1.t1	HEL_004055-RA
OG0000420	HMEL036211g1.t1	HEL_011058-RA
OG0000420	HMEL036210g1.t1	HEL_011052-RA, HEL_011051-RA
OG0000422	HMEL017537g1.t1	HEL_008880-RA, HEL_008882-RA
OG0000422	HMEL017536g1.t1	HEL_008879-RA
OG0000423	HMEL034089g1.t1	HEL_004151-RA, HEL_004155-RA
OG0000423	HMEL013234g1.t1	HEL_004153-RA
OG0000424	HMEL015627g1.t1	HEL_010025-RA
