Orthogroup	Heliconius_melpomene_melpomene	Bicyclus_anynana
OG0000056	HMEL010939-RA	Bany_17818-RA
OG0000056	HMEL013955-RA, HMEL010930-RA, HMEL020379g1.t1, HMEL022586g1.t1, HMEL010935-RA, HMEL034613g1.t1, HMEL010931-RA, HMEL013954-RA	Bany_17811-RA, Bany_17812-RA, Bany_17816-RA, Bany_17813-RA, Bany_17815-RA, Bany_17814-RA, Bany_17808-RA, Bany_17810-RA, Bany_17809-RA
OG0000057	HMEL003534g1.t1, HMEL032313g1.t1	Bany_11764-RA
OG0000057	HMEL032312g1.t1	Bany_11763-RA
OG0000057	HMEL006997g1.t1	Bany_10000-RA
OG0000058	HMEL036938g1.t1, HMEL033297g1.t1	Bany_05192-RA, Bany_00871-RA
OG0000058	HMEL033633g1.t1, HMEL031971g1.t1	Bany_06476-RA, Bany_15746-RA, Bany_08215-RA, Bany_04920-RA, Bany_01911-RA, Bany_00785-RA
OG0000059	HMEL014102g1.t1	Bany_07470-RA
OG0000059	HMEL033410g1.t1	Bany_10761-RA
OG0000060	HMEL012129g1.t1	Bany_15282-RA
OG0000060	HMEL036359g1.t1, HMEL036361g1.t1, HMEL008037g1.t1, HMEL012126g1.t1, HMEL020404g1.t1, HMEL036360g1.t1	Bany_15425-RA, Bany_15281-RA, Bany_15283-RA
OG0000061	HMEL013742-RA	Bany_08022-RA
OG0000062	HMEL003604g1.t1	Bany_15127-RA
OG0000063	HMEL034759g1.t1	Bany_06319-RA
OG0000063	HMEL008897g1.t1	Bany_12190-RA
OG0000064	HMEL009540g1.t1, HMEL036517g1.t1	Bany_03190-RA, Bany_11765-RA
OG0000067	HMEL010779g1.t1, HMEL003229g1.t1	Bany_02338-RA
OG0000068	HMEL007507g1.t1, HMEL007505g1.t1, HMEL007506g1.t1, HMEL010997g1.t1, HMEL031347g1.t1, HMEL031344g1.t1, HMEL031346g1.t1	Bany_02228-RA, Bany_02226-RA
OG0000068	HMEL031345g1.t1	Bany_02214-RA
OG0000069	HMEL033323g1.t1	Bany_01512-RA
OG0000071	HMEL031688g1.t1	Bany_13126-RA
OG0000073	HMEL012052g1.t1	Bany_06221-RA
OG0000073	HMEL015732g1.t1	Bany_06084-RA
OG0000073	HMEL015726g1.t1	Bany_06075-RA
OG0000074	HMEL030382g1.t1, HMEL035539g1.t1, HMEL035261g1.t1, HMEL037389g1.t1, HMEL036527g1.t1, HMEL032298g1.t1, HMEL030109g1.t1, HMEL037278g1.t1, HMEL007334g1.t1, HMEL030053g1.t1, HMEL036911g1.t1, HMEL030441g1.t1, HMEL036597g1.t1, HMEL032964g1.t1, HMEL033010g1.t1, HMEL017861g1.t1, HMEL034624g1.t1, HMEL032599g1.t1, HMEL004593g1.t1, HMEL030144g1.t1, HMEL036068g1.t1, HMEL033517g1.t1, HMEL030303g1.t1, HMEL034581g1.t1, HMEL033609g1.t1, HMEL032092g1.t1, HMEL031455g1.t1, HMEL030869g1.t1, HMEL036594g1.t1, HMEL036548g1.t1, HMEL034582g1.t1, HMEL033674g1.t1, HMEL032632g1.t1, HMEL035691g1.t1, HMEL036560g1.t1, HMEL033176g1.t1, HMEL030068g1.t1, HMEL037760g1.t1, HMEL031230g1.t1, HMEL035015g1.t1, HMEL037862g1.t1, HMEL036585g1.t1	Bany_02308-RA
OG0000075	HMEL031751g1.t1	Bany_08221-RA
OG0000075	HMEL002852g1.t1	Bany_07998-RA
OG0000075	HMEL032963g1.t1	Bany_08015-RA
OG0000075	HMEL032798g1.t1, HMEL022365g1.t1	Bany_08220-RA
OG0000076	HMEL037276g1.t1, HMEL002849g1.t1, HMEL016088g1.t1	Bany_10910-RA, Bany_16165-RA
OG0000076	HMEL037286g1.t1, HMEL016073g1.t1, HMEL037285g1.t1, HMEL037282g1.t1, HMEL037284g1.t1, HMEL016075g1.t1, HMEL037277g1.t1	Bany_16171-RA, Bany_16169-RA
OG0000077	HMEL031853g1.t1	Bany_10083-RA
OG0000078	HMEL010630g1.t1, HMEL030578g1.t1	Bany_02387-RA
OG0000079	HMEL006318-RA, HMEL032049g1.t1, HMEL020697g1.t1, HMEL037179g1.t1	Bany_12431-RA, Bany_12432-RA, Bany_12430-RA
OG0000080	HMEL033368g1.t1, HMEL031026g1.t1, HMEL030136g1.t1	Bany_08039-RA
OG0000080	HMEL036909g1.t1	Bany_17050-RA, Bany_16270-RA, Bany_11430-RA, Bany_10988-RA, Bany_17695-RA, Bany_15621-RA, Bany_06228-RA, Bany_12336-RA, Bany_06231-RA, Bany_04332-RA, Bany_15063-RA, Bany_00139-RA, Bany_00782-RA, Bany_04529-RA
OG0000082	HMEL007401g1.t1	Bany_06988-RA
OG0000082	HMEL010076g1.t1	Bany_06982-RA
OG0000082	HMEL014537g1.t1	Bany_06548-RA
OG0000083	HMEL013160g1.t1, HMEL013159g1.t1	Bany_18006-RA, Bany_18005-RA, Bany_18004-RA, Bany_18007-RA, Bany_18003-RA
OG0000084	HMEL015484g1.t1	Bany_12323-RA, Bany_12325-RA
OG0000084	HMEL037104g1.t1	Bany_12320-RA
OG0000084	HMEL037105g1.t1, HMEL037108g1.t1	Bany_12324-RA
OG0000087	HMEL033933g1.t1, HMEL009120g1.t1, HMEL010522g1.t1, HMEL009121g1.t1, HMEL033934g1.t1, HMEL033932g1.t1, HMEL010523g1.t1, HMEL010521g1.t1, HMEL033936g1.t1, HMEL033937g1.t1, HMEL033938g1.t1, HMEL033935g1.t1, HMEL009122g1.t1	Bany_05303-RA, Bany_05301-RA, Bany_05304-RA, Bany_05302-RA, Bany_05300-RA
OG0000088	HMEL011526g1.t1	Bany_16383-RA
OG0000088	HMEL003755g1.t1	Bany_06437-RA
OG0000091	HMEL032269g1.t1	Bany_10128-RA
OG0000091	HMEL034455g1.t1	Bany_05733-RA
OG0000091	HMEL030912g1.t1, HMEL038226g1.t1, HMEL032067g1.t1, HMEL030965g1.t1, HMEL030064g1.t1	Bany_13091-RA, Bany_08216-RA
OG0000091	HMEL035781g1.t1, HMEL035789g1.t1	Bany_10777-RA
OG0000092	HMEL032941g1.t1	Bany_08203-RA
OG0000093	HMEL006620g1.t1	Bany_07027-RA
OG0000093	HMEL005989g1.t1	Bany_06973-RA, Bany_06974-RA
OG0000093	HMEL003398g1.t1	Bany_07030-RA, Bany_07031-RA
OG0000094	HMEL015375g1.t1	Bany_02330-RA
OG0000094	HMEL030675g1.t1, HMEL010458g1.t1, HMEL003276g1.t1, HMEL003277g1.t1, HMEL010780g1.t1, HMEL003278g1.t1	Bany_02336-RA, Bany_02337-RA
OG0000095	HMEL003312g1.t1	Bany_00651-RA, Bany_00639-RA, Bany_00642-RA, Bany_00643-RA, Bany_00646-RA, Bany_00647-RA, Bany_00648-RA, Bany_00650-RA, Bany_00645-RA
OG0000096	HMEL034898g1.t1, HMEL034900g1.t1, HMEL034901g1.t1	Bany_05878-RA
OG0000096	HMEL006028g1.t1	Bany_05883-RA
OG0000096	HMEL034896g1.t1	Bany_05880-RA
OG0000097	HMEL013001g1.t1, HMEL013003g1.t1, HMEL012997g1.t1, HMEL033632g1.t1	Bany_13038-RA, Bany_13041-RA, Bany_13039-RA
OG0000098	HMEL034286g1.t1, HMEL034287g1.t1, HMEL034288g1.t1, HMEL010981g1.t1, HMEL034285g1.t1	Bany_15791-RA
OG0000100	HMEL016056g1.t1	Bany_14506-RA, Bany_14504-RA, Bany_14505-RA
OG0000100	HMEL016058g1.t1	Bany_14503-RA
OG0000101	HMEL013064g1.t1, HMEL035350g1.t1	Bany_15315-RA
OG0000102	HMEL003365g1.t1	Bany_01509-RA, Bany_01511-RA
OG0000103	HMEL004144g1.t1	Bany_01667-RA
OG0000106	HMEL031177g1.t1, HMEL031314g1.t1, HMEL030142g1.t1, HMEL036445g1.t1, HMEL031249g1.t1, HMEL037250g1.t1, HMEL031930g1.t1, HMEL034708g1.t1, HMEL014798g1.t1, HMEL033415g1.t1, HMEL037305g1.t1, HMEL030238g1.t1, HMEL031140g1.t1, HMEL034274g1.t1, HMEL031868g1.t1, HMEL037411g1.t1, HMEL011801g1.t1, HMEL033895g1.t1, HMEL015060g1.t1, HMEL033894g1.t1, HMEL022151g1.t1, HMEL033393g1.t1, HMEL031929g1.t1, HMEL031409g1.t1, HMEL032596g1.t1, HMEL031989g1.t1, HMEL031869g1.t1, HMEL037891g1.t1, HMEL031009g1.t1, HMEL006149g1.t1	Bany_03257-RA, Bany_18159-RA
OG0000108	HMEL013215g1.t1, HMEL010963g1.t1	Bany_02610-RA, Bany_04229-RA, Bany_14279-RA, Bany_04023-RA, Bany_16499-RA
OG0000108	HMEL017787g1.t1	Bany_10832-RA
OG0000108	HMEL031414g1.t1	Bany_07404-RA
OG0000109	HMEL007501g1.t1	Bany_08600-RA
OG0000110	HMEL008603g1.t1	Bany_01226-RA, Bany_01225-RA
OG0000110	HMEL008599g1.t1	Bany_01235-RA
OG0000111	HMEL017867g1.t1	Bany_10939-RA
OG0000111	HMEL016755g1.t1	Bany_10437-RA
OG0000112	HMEL015804g1.t1	Bany_03560-RA
OG0000112	HMEL015803g1.t1	Bany_03558-RA, Bany_03554-RA, Bany_03555-RA, Bany_03559-RA
OG0000113	HMEL037320g1.t1, HMEL037318g1.t1	Bany_15687-RA
OG0000113	HMEL037317g1.t1, HMEL037316g1.t1	Bany_16241-RA
OG0000113	HMEL033908g1.t1	Bany_05360-RA
OG0000114	HMEL015510g1.t1	Bany_01261-RA, Bany_01260-RA, Bany_01257-RA, Bany_01445-RA, Bany_01449-RA, Bany_01259-RA, Bany_01258-RA, Bany_01451-RA, Bany_01448-RA
OG0000114	HMEL015513g1.t1, HMEL008318g1.t1	Bany_01222-RA, Bany_01450-RA
OG0000114	HMEL012182g1.t1	Bany_01444-RA, Bany_01446-RA
OG0000115	HMEL005318g1.t1	Bany_02238-RA
OG0000115	HMEL017991g1.t1	Bany_06385-RA
OG0000115	HMEL031336g1.t1, HMEL031337g1.t1, HMEL031333g1.t1, HMEL005973g1.t1	Bany_02241-RA
OG0000116	HMEL017091g1.t1	Bany_10490-RA
OG0000116	HMEL034503g1.t1	Bany_17622-RA
OG0000116	HMEL013498g1.t1	Bany_07549-RA
OG0000117	HMEL033309g1.t1	Bany_01550-RA
OG0000117	HMEL002123g1.t1	Bany_01547-RA, Bany_01546-RA
OG0000117	HMEL033310g1.t1, HMEL002121g1.t1	Bany_01549-RA, Bany_01548-RA
OG0000118	HMEL034064g1.t1	Bany_18153-RA, Bany_12886-RA, Bany_12914-RA, Bany_16031-RA, Bany_16497-RA, Bany_12878-RA
OG0000120	HMEL031759g1.t1, HMEL017453g1.t1, HMEL036474g1.t1, HMEL032904g1.t1, HMEL033195g1.t1	Bany_09173-RA
OG0000122	HMEL032771g1.t1	Bany_08302-RA
OG0000122	HMEL032720g1.t1	Bany_13318-RA
OG0000123	HMEL035705g1.t1, HMEL033699g1.t1, HMEL032172g1.t1, HMEL036431g1.t1, HMEL030301g1.t1, HMEL012674g1.t1, HMEL032227g1.t1, HMEL015076g1.t1, HMEL008284g1.t1, HMEL030856g1.t1, HMEL003497g1.t1, HMEL035506g1.t1, HMEL035944g1.t1, HMEL037393g1.t1, HMEL035490g1.t1, HMEL031238g1.t1, HMEL037778g1.t1, HMEL030087g1.t1, HMEL030679g1.t1, HMEL036321g1.t1, HMEL030278g1.t1, HMEL030313g1.t1, HMEL002646g1.t1, HMEL037979g1.t1, HMEL030560g1.t1, HMEL031496g1.t1, HMEL036141g1.t1	Bany_07450-RA
OG0000124	HMEL011266g1.t1, HMEL032622g1.t1	Bany_11544-RA, Bany_11546-RA
OG0000124	HMEL022333g1.t1, HMEL011270g1.t1	Bany_11548-RA
OG0000124	HMEL017507g1.t1	Bany_10467-RA, Bany_10468-RA
OG0000125	HMEL003538g1.t1, HMEL030582g1.t1	Bany_02581-RA, Bany_02575-RA, Bany_02580-RA, Bany_02579-RA, Bany_02576-RA, Bany_02578-RA
OG0000125	HMEL013672g1.t1	Bany_02582-RA
OG0000128	HMEL032417g1.t1, HMEL032418g1.t1	Bany_11636-RA
OG0000128	HMEL007085g1.t1	Bany_11151-RA
OG0000128	HMEL032421g1.t1	Bany_11631-RA
OG0000129	HMEL014468g1.t1	Bany_01924-RA
OG0000130	HMEL030456g1.t1, HMEL032155g1.t1, HMEL034268g1.t1, HMEL030099g1.t1, HMEL037302g1.t1, HMEL033470g1.t1, HMEL035814g1.t1, HMEL036434g1.t1, HMEL035812g1.t1, HMEL034269g1.t1, HMEL015006g1.t1, HMEL035016g1.t1, HMEL034917g1.t1, HMEL032314g1.t1, HMEL035813g1.t1, HMEL030524g1.t1, HMEL037301g1.t1, HMEL032215g1.t1, HMEL030310g1.t1, HMEL030529g1.t1, HMEL030455g1.t1, HMEL037667g1.t1, HMEL037337g1.t1, HMEL034851g1.t1, HMEL034890g1.t1, HMEL035725g1.t1, HMEL033469g1.t1, HMEL034834g1.t1, HMEL036874g1.t1, HMEL030525g1.t1	Bany_17026-RA
OG0000131	HMEL022635-RA, HMEL022661-RA, HMEL022609-RA	Bany_12626-RA
OG0000132	HMEL037934g1.t1, HMEL021956g1.t1, HMEL021955g1.t1	Bany_03286-RA
OG0000132	HMEL037936g1.t1, HMEL037935g1.t1	Bany_15311-RA, Bany_08048-RA
OG0000133	HMEL010958g1.t1	Bany_12678-RA
OG0000133	HMEL013253g1.t1	Bany_12676-RA
OG0000134	HMEL030656g1.t1	Bany_02357-RA
OG0000134	HMEL017157g1.t1	Bany_02392-RA
OG0000134	HMEL030654g1.t1	Bany_02358-RA
OG0000136	HMEL034103g1.t1	Bany_08639-RA, Bany_08641-RA
OG0000136	HMEL035890g1.t1, HMEL036568g1.t1	Bany_14940-RA
OG0000137	HMEL021457g1.t1, HMEL031218g1.t1, HMEL010316g1.t1, HMEL031220g1.t1	Bany_15166-RA, Bany_00005-RA
OG0000138	HMEL013861g1.t1	Bany_03566-RA
OG0000138	HMEL031800g1.t1, HMEL031799g1.t1	Bany_09914-RA
OG0000139	HMEL004636g1.t1	Bany_09402-RA
OG0000139	HMEL009670g1.t1	Bany_17102-RA
OG0000139	HMEL011830g1.t1	Bany_09407-RA
OG0000140	HMEL015840g1.t1	Bany_17563-RA
OG0000140	HMEL015842g1.t1	Bany_17491-RA, Bany_17568-RA, Bany_17569-RA
OG0000141	HMEL016237g1.t1	Bany_15619-RA, Bany_15620-RA, Bany_15618-RA
OG0000142	HMEL013887g1.t1	Bany_01108-RA, Bany_01109-RA
OG0000143	HMEL010202g1.t1, HMEL010201g1.t1, HMEL033259g1.t1	Bany_01334-RA
OG0000143	HMEL010205g1.t1	Bany_01332-RA, Bany_01256-RA
OG0000144	HMEL009988g1.t1, HMEL011225g1.t1	Bany_15144-RA, Bany_15142-RA, Bany_15143-RA, Bany_15146-RA
OG0000144	HMEL009987g1.t1	Bany_15147-RA, Bany_04176-RA, Bany_15145-RA, Bany_15148-RA
OG0000145	HMEL032724g1.t1, HMEL003259g1.t1, HMEL032772g1.t1, HMEL032723g1.t1, HMEL032722g1.t1	Bany_08426-RA, Bany_08427-RA, Bany_08424-RA, Bany_08425-RA
OG0000147	HMEL022638g1.t1, HMEL036387g1.t1, HMEL036388g1.t1	Bany_12229-RA, Bany_14941-RA, Bany_12228-RA
OG0000149	HMEL036082g1.t1	Bany_10899-RA
OG0000149	HMEL036986g1.t1	Bany_11924-RA
OG0000149	HMEL021224g1.t1	Bany_12305-RA
OG0000150	HMEL009564g1.t1	Bany_10410-RA
OG0000150	HMEL032164g1.t1, HMEL030981g1.t1	Bany_15649-RA
OG0000150	HMEL030115g1.t1	Bany_15123-RA, Bany_05527-RA
OG0000151	HMEL032995g1.t1	Bany_13240-RA
OG0000152	HMEL006927g1.t1	Bany_04680-RA
OG0000152	HMEL003035g1.t1	Bany_04673-RA
OG0000152	HMEL006925g1.t1	Bany_04678-RA
OG0000153	HMEL032639g1.t1, HMEL021463g1.t1, HMEL010053g1.t1, HMEL013104g1.t1	Bany_08621-RA, Bany_08623-RA, Bany_08299-RA
OG0000154	HMEL004219g1.t1, HMEL004220g1.t1, HMEL004221g1.t1, HMEL034516g1.t1, HMEL034517g1.t1	Bany_17666-RA, Bany_17667-RA
OG0000155	HMEL005263g1.t1	Bany_17351-RA, Bany_17350-RA
OG0000160	HMEL005007g1.t1	Bany_02510-RA
OG0000160	HMEL037272g1.t1, HMEL035703g1.t1, HMEL017100g1.t1	Bany_02935-RA
OG0000160	HMEL032170g1.t1	Bany_09324-RA
OG0000160	HMEL035702g1.t1	Bany_13021-RA
OG0000161	HMEL030282g1.t1, HMEL031426g1.t1	Bany_14911-RA, Bany_12660-RA
OG0000161	HMEL034102g1.t1	Bany_12831-RA
OG0000161	HMEL037044g1.t1	Bany_01352-RA, Bany_01349-RA, Bany_12613-RA, Bany_18162-RA
OG0000162	HMEL003356g1.t1, HMEL032378g1.t1	Bany_11202-RA, Bany_11201-RA
OG0000162	HMEL005452g1.t1	Bany_11203-RA
OG0000163	HMEL018122-RA	Bany_11267-RA
OG0000164	HMEL033303g1.t1, HMEL033302g1.t1	Bany_17803-RA, Bany_01418-RA
OG0000165	HMEL033922g1.t1	Bany_05347-RA
OG0000165	HMEL002625-RA	Bany_05323-RA, Bany_05322-RA
OG0000166	HMEL008383g1.t1	Bany_15015-RA
OG0000166	HMEL017421g1.t1	Bany_15344-RA
OG0000167	HMEL000014-RA	Bany_08543-RA
OG0000167	HMEL037415g1.t1	Bany_06853-RA
OG0000168	HMEL021925g1.t1	Bany_10238-RA, Bany_10241-RA
OG0000169	HMEL032591g1.t1	Bany_11620-RA
OG0000169	HMEL004510g1.t1	Bany_11622-RA
OG0000170	HMEL017463-RA	Bany_15232-RA
OG0000170	HMEL036559g1.t1, HMEL017464-RA	Bany_15234-RA, Bany_15233-RA
OG0000171	HMEL022645-RA	Bany_06399-RA
OG0000171	HMEL022639-RA, HMEL022630-RA, HMEL022665-RA	Bany_06400-RA, Bany_06401-RA
OG0000172	HMEL013270g1.t1, HMEL013271g1.t1, HMEL013269g1.t1	Bany_01720-RA
OG0000172	HMEL009605g1.t1	Bany_01725-RA, Bany_01726-RA, Bany_01776-RA
OG0000174	HMEL030801g1.t1	Bany_04844-RA, Bany_18126-RA
OG0000174	HMEL012849g1.t1	Bany_07483-RA
OG0000175	HMEL005257g1.t1	Bany_17401-RA
OG0000175	HMEL012561g1.t1	Bany_02772-RA
OG0000176	HMEL036742g1.t1, HMEL030943g1.t1, HMEL035909g1.t1, HMEL037263g1.t1, HMEL030472g1.t1, HMEL034342g1.t1, HMEL034535g1.t1, HMEL034343g1.t1	Bany_16878-RA, Bany_16877-RA
OG0000176	HMEL034012g1.t1	Bany_16256-RA, Bany_18112-RA, Bany_11823-RA, Bany_18022-RA, Bany_15911-RA, Bany_18110-RA
OG0000178	HMEL015563g1.t1	Bany_17427-RA, Bany_17428-RA
OG0000178	HMEL016583g1.t1	Bany_17535-RA
OG0000179	HMEL036395g1.t1	Bany_14923-RA
OG0000180	HMEL033120g1.t1, HMEL016637g1.t1	Bany_09947-RA, Bany_07642-RA
OG0000181	HMEL011701g1.t1	Bany_13084-RA, Bany_13086-RA, Bany_13082-RA
OG0000182	HMEL021718g1.t1, HMEL010070g1.t1, HMEL035980g1.t1, HMEL035981g1.t1	Bany_11088-RA, Bany_11086-RA
OG0000182	HMEL020366g1.t1	Bany_11087-RA, Bany_09984-RA
OG0000183	HMEL032597g1.t1	Bany_11605-RA
OG0000183	HMEL033943g1.t1	Bany_05295-RA
OG0000184	HMEL006332g1.t1	Bany_10003-RA
OG0000184	HMEL036118g1.t1	Bany_10868-RA
OG0000184	HMEL036099g1.t1	Bany_10869-RA
OG0000185	HMEL010232-RA	Bany_13249-RA
OG0000185	HMEL010231-RA	Bany_13248-RA
OG0000185	HMEL010230-RA	Bany_13247-RA
OG0000186	HMEL002921g1.t1, HMEL034749g1.t1, HMEL005230g1.t1	Bany_12933-RA, Bany_12934-RA, Bany_12932-RA, Bany_17541-RA, Bany_17540-RA
OG0000187	HMEL004546g1.t1	Bany_01200-RA
OG0000187	HMEL014245g1.t1	Bany_01201-RA
OG0000188	HMEL010651-RA, HMEL010650-RA	Bany_17928-RA
OG0000188	HMEL008612-RA	Bany_17929-RA, Bany_17926-RA, Bany_17925-RA, Bany_14775-RA
OG0000190	HMEL016174g1.t1, HMEL007082g1.t1, HMEL016175g1.t1, HMEL035941g1.t1, HMEL007083g1.t1	Bany_11035-RA, Bany_11034-RA
OG0000191	HMEL016625g1.t1	Bany_07730-RA
OG0000193	HMEL008370g1.t1	Bany_10556-RA
OG0000193	HMEL036060g1.t1	Bany_10955-RA
OG0000196	HMEL005932-RA	Bany_04640-RA, Bany_04860-RA
OG0000197	HMEL030732g1.t1	Bany_04457-RA
OG0000197	HMEL031066g1.t1	Bany_00477-RA
OG0000198	HMEL012546g1.t1	Bany_02795-RA, Bany_03349-RA, Bany_03350-RA, Bany_02793-RA, Bany_02792-RA, Bany_02791-RA
OG0000199	HMEL034369g1.t1	Bany_10081-RA, Bany_10082-RA
OG0000199	HMEL030555g1.t1, HMEL010728g1.t1, HMEL004537g1.t1	Bany_05597-RA
OG0000200	HMEL021720g1.t1, HMEL021722g1.t1	Bany_08252-RA
OG0000201	HMEL013909g1.t1, HMEL037613g1.t1, HMEL037614g1.t1, HMEL013908g1.t1	Bany_14127-RA, Bany_14125-RA
OG0000202	HMEL007567-RA, HMEL007568-RA	Bany_10409-RA
OG0000205	HMEL034318g1.t1, HMEL022419g1.t1	Bany_05865-RA, Bany_05999-RA, Bany_05998-RA, Bany_05997-RA, Bany_05996-RA, Bany_05864-RA, Bany_04929-RA
OG0000206	HMEL022646g1.t1, HMEL022529g1.t1, HMEL022534g1.t1, HMEL037240g1.t1, HMEL037239g1.t1, HMEL022660g1.t1, HMEL022666g1.t1	Bany_16059-RA
OG0000208	HMEL030165g1.t1, HMEL030164g1.t1, HMEL015809g1.t1	Bany_03552-RA
OG0000208	HMEL015808g1.t1, HMEL015811g1.t1	Bany_03551-RA
OG0000209	HMEL010718g1.t1	Bany_16584-RA
OG0000209	HMEL037626g1.t1	Bany_14066-RA
OG0000210	HMEL003262g1.t1	Bany_06149-RA
OG0000212	HMEL006012g1.t1	Bany_10229-RA
OG0000213	HMEL003351g1.t1	Bany_00465-RA
OG0000213	HMEL003354g1.t1	Bany_00463-RA
OG0000213	HMEL003355g1.t1	Bany_00461-RA
OG0000214	HMEL004381g1.t1, HMEL034778g1.t1, HMEL005894g1.t1, HMEL004380g1.t1, HMEL012631g1.t1, HMEL034780g1.t1, HMEL014060g1.t1, HMEL005617g1.t1	Bany_06287-RA
OG0000215	HMEL007550-RA	Bany_02488-RA
OG0000215	HMEL016702-RA	Bany_05620-RA
OG0000215	HMEL002043-RA, HMEL004614-RA	Bany_02487-RA
OG0000216	HMEL017304g1.t1, HMEL010126g1.t1	Bany_10345-RA, Bany_10348-RA, Bany_10346-RA
OG0000217	HMEL015934g1.t1	Bany_04902-RA
OG0000218	HMEL035231g1.t1	Bany_03216-RA, Bany_03215-RA, Bany_03218-RA, Bany_03217-RA, Bany_03221-RA, Bany_03223-RA, Bany_03224-RA
OG0000219	HMEL030990g1.t1	Bany_08468-RA
OG0000219	HMEL032696g1.t1	Bany_08466-RA
OG0000220	HMEL022384g1.t1, HMEL005705g1.t1	Bany_10486-RA
OG0000220	HMEL022385g1.t1	Bany_10494-RA
OG0000221	HMEL017092g1.t1	Bany_10492-RA
OG0000222	HMEL022502g1.t1	Bany_16056-RA, Bany_04103-RA
OG0000224	HMEL036214g1.t1	Bany_10634-RA
OG0000224	HMEL002137g1.t1	Bany_10633-RA, Bany_10632-RA
OG0000225	HMEL033411g1.t1	Bany_15410-RA, Bany_09168-RA, Bany_08607-RA
OG0000225	HMEL031725g1.t1, HMEL034949g1.t1	Bany_14739-RA, Bany_13483-RA
OG0000225	HMEL033697g1.t1	Bany_16658-RA, Bany_08209-RA, Bany_07004-RA, Bany_07003-RA, Bany_15409-RA, Bany_09587-RA
OG0000227	HMEL037238g1.t1	Bany_10948-RA
OG0000228	HMEL009331g1.t1	Bany_17593-RA, Bany_12221-RA, Bany_16549-RA, Bany_06852-RA
OG0000229	HMEL038027g1.t1	Bany_09452-RA
OG0000229	HMEL004082g1.t1	Bany_04487-RA
OG0000230	HMEL002543g1.t1	Bany_11953-RA
OG0000230	HMEL002541g1.t1	Bany_11957-RA
OG0000231	HMEL007059g1.t1	Bany_01177-RA
OG0000232	HMEL031573g1.t1, HMEL037820g1.t1, HMEL037303g1.t1, HMEL037867g1.t1, HMEL031149g1.t1, HMEL037554g1.t1, HMEL035841g1.t1, HMEL034400g1.t1, HMEL037868g1.t1, HMEL016090g1.t1, HMEL031198g1.t1, HMEL031572g1.t1, HMEL032295g1.t1, HMEL034428g1.t1, HMEL016435g1.t1, HMEL034826g1.t1	Bany_06126-RA
OG0000233	HMEL004894g1.t1	Bany_10114-RA, Bany_10111-RA
OG0000234	HMEL007134g1.t1	Bany_06823-RA
OG0000234	HMEL037512g1.t1, HMEL002337g1.t1, HMEL037513g1.t1, HMEL015861g1.t1, HMEL007986g1.t1	Bany_06909-RA
OG0000235	HMEL033858g1.t1	Bany_05454-RA
OG0000235	HMEL018055g1.t1	Bany_05455-RA
OG0000236	HMEL037650g1.t1	Bany_13986-RA
OG0000236	HMEL037647g1.t1, HMEL037645g1.t1	Bany_13983-RA
OG0000236	HMEL021581g1.t1	Bany_13985-RA
OG0000237	HMEL036547g1.t1	Bany_15216-RA
OG0000238	HMEL006881g1.t1	Bany_03431-RA
OG0000238	HMEL005107g1.t1	Bany_06352-RA
OG0000239	HMEL032706g1.t1	Bany_08440-RA
OG0000240	HMEL036312g1.t1, HMEL036166g1.t1, HMEL036996g1.t1, HMEL033468g1.t1, HMEL036983g1.t1, HMEL033726g1.t1, HMEL033244g1.t1, HMEL036081g1.t1, HMEL033777g1.t1, HMEL036314g1.t1, HMEL030690g1.t1, HMEL033173g1.t1, HMEL030120g1.t1, HMEL035592g1.t1, HMEL034374g1.t1, HMEL034220g1.t1, HMEL033728g1.t1, HMEL003387g1.t1, HMEL030356g1.t1, HMEL030849g1.t1, HMEL031495g1.t1, HMEL036627g1.t1, HMEL030065g1.t1, HMEL033451g1.t1	Bany_07917-RA
OG0000244	HMEL034069g1.t1	Bany_18123-RA
OG0000244	HMEL034947g1.t1	Bany_18115-RA
OG0000244	HMEL035875g1.t1, HMEL035420g1.t1, HMEL033654g1.t1, HMEL034948g1.t1, HMEL033655g1.t1, HMEL003603g1.t1	Bany_18166-RA, Bany_18187-RA, Bany_18117-RA, Bany_18109-RA, Bany_16879-RA, Bany_01806-RA, Bany_08709-RA
OG0000246	HMEL014931g1.t1	Bany_15839-RA
OG0000246	HMEL034257g1.t1	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA, Bany_15838-RA
OG0000247	HMEL009479g1.t1	Bany_14900-RA
OG0000247	HMEL009480g1.t1, HMEL009481g1.t1	Bany_14903-RA
OG0000248	HMEL035378g1.t1	Bany_01028-RA
OG0000248	HMEL035371g1.t1	Bany_01008-RA
OG0000249	HMEL032257g1.t1, HMEL017679g1.t1	Bany_16510-RA
OG0000250	HMEL035374g1.t1	Bany_01023-RA, Bany_01020-RA
OG0000252	HMEL015514g1.t1, HMEL002489g1.t1, HMEL005120g1.t1	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA
OG0000254	HMEL011224g1.t1	Bany_06713-RA
