OG0000004 0
OG0000009 0
OG0000020 0
OG0000074 0
OG0000072 2
OG0000473 1
OG0000082 0
OG0001335 0
OG0001019 0
OG0000231 1
OG0001542 1
OG0001328 0
OG0000081 0
OG0001548 0
OG0001331 0
OG0003727 0
OG0001974 0
OG0000600 0
OG0001817 0
OG0001329 0
OG0000593 1
OG0007480 0
OG0003749 0
OG0009536 0
OG0009535 0
OG0007442 0
OG0003060 0
OG0000263 0
OG0010572 0
OG0010571 0
OG0007298 0
OG0003899 0
OG0001611 0
OG0000767 0
OG0011201 0
OG0009482 0
OG0009474 0
OG0008995 0
OG0007462 0
OG0007438 0
OG0011682 0
OG0011190 0
OG0000003 0
OG0012143 0
OG0011681 0
OG0011669 0
OG0011469 0
OG0011166 0
OG0012743 0
OG0012741 0
OG0011636 0
OG0013642 0
OG0013641 0
OG0013640 0
OG0013639 0
OG0013638 0
OG0013637 0
OG0013636 0
OG0012623 0
OG0001445 2
OG0001110 0
OG0000792 0
OG0015280 0
OG0015279 0
OG0015278 0
OG0015277 0
OG0015270 0
OG0015266 0
OG0015263 0
OG0015262 0
OG0015259 0
OG0006876 0
OG0006067 0
OG0005756 2
OG0005513 0
OG0005504 0
OG0005306 0
OG0005231 0
OG0004862 0
OG0004856 0
OG0003991 0
OG0003933 0
OG0003752 0
