Orthogroup	Heliconius_erato_lativitta	Bicyclus_anynana
OG0001983	HEL_005635-RA	Bany_15689-RA, Bany_15688-RA
OG0001985	HEL_009195-RA	Bany_02957-RA, Bany_07863-RA
OG0001986	HEL_000862-RA	Bany_13938-RA
OG0001987	HEL_004770-RA, HEL_004769-RA	Bany_02218-RA
OG0001988	HEL_006148-RA	Bany_12077-RA
OG0001990	HEL_000856-RA	Bany_13948-RA
OG0001992	HEL_001847-RA	Bany_17262-RA
OG0001994	HEL_006144-RA	Bany_12084-RA
OG0001995	HEL_006602-RA, HEL_006603-RA	Bany_11517-RA, Bany_11518-RA
OG0001996	HEL_004794-RA	Bany_02229-RA
OG0001997	HEL_010786-RA	Bany_08961-RA
OG0001998	HEL_006604-RA	Bany_11519-RA
OG0001999	HEL_004790-RA, HEL_004791-RA	Bany_02232-RA
OG0002000	HEL_007542-RA	Bany_03110-RA
OG0002001	HEL_007179-RA	Bany_06247-RA, Bany_07477-RA
OG0002003	HEL_012473-RA	Bany_13350-RA
OG0002004	HEL_010901-RA	Bany_10200-RA
OG0002005	HEL_007537-RA	Bany_08250-RA
OG0002006	HEL_007858-RA	Bany_06246-RA
OG0002008	HEL_002880-RA, HEL_002881-RA	Bany_04684-RA
OG0002010	HEL_013830-RA, HEL_013829-RA	Bany_09654-RA
OG0002011	HEL_007845-RA, HEL_007844-RA, HEL_007846-RA	Bany_06258-RA
OG0002012	HEL_001134-RA, HEL_001135-RA	Bany_13956-RA
OG0002013	HEL_003663-RA	Bany_09659-RA
OG0002014	HEL_000667-RA	Bany_06930-RA
OG0002015	HEL_000327-RA	Bany_16729-RA
OG0002016	HEL_006125-RA	Bany_12106-RA
OG0002017	HEL_011588-RA, HEL_011587-RA, HEL_011586-RA	Bany_15160-RA
OG0002018	HEL_004750-RA	Bany_17630-RA
OG0002019	HEL_009575-RA	Bany_18032-RA
OG0002020	HEL_001826-RA	Bany_17287-RA
OG0002020	HEL_001827-RA	Bany_17286-RA
OG0002021	HEL_001504-RA	Bany_00413-RA
OG0002022	HEL_009566-RA	Bany_18038-RA
OG0002024	HEL_010780-RA	Bany_08977-RA
OG0002025	HEL_005848-RA	Bany_14623-RA
OG0002026	HEL_001502-RA, HEL_001503-RA	Bany_00416-RA
OG0002027	HEL_008684-RA, HEL_008685-RA, HEL_008686-RA, HEL_013241-RA	Bany_05553-RA
OG0002028	HEL_008679-RA	Bany_05555-RA
OG0002030	HEL_014108-RA	Bany_11579-RA
OG0002031	HEL_001489-RA, HEL_001490-RA	Bany_00431-RA
OG0002034	HEL_004238-RA	Bany_10923-RA
OG0002035	HEL_006111-RA	Bany_12121-RA
OG0002037	HEL_000334-RA	Bany_16744-RA, Bany_16743-RA
OG0002038	HEL_006356-RA	Bany_06273-RA
OG0002039	HEL_007485-RA, HEL_009387-RA, HEL_009386-RA, HEL_007486-RA	Bany_08290-RA
OG0002041	HEL_006359-RA	Bany_06277-RA
OG0002042	HEL_006104-RA	Bany_12130-RA
OG0002043	HEL_001470-RA, HEL_001474-RA	Bany_00446-RA
OG0002044	HEL_002824-RA, HEL_002823-RA, HEL_002822-RA	Bany_04738-RA
OG0002046	HEL_002820-RA, HEL_002819-RA, HEL_002818-RA, HEL_002817-RA	Bany_04740-RA
OG0002047	HEL_002815-RA, HEL_002814-RA, HEL_002816-RA, HEL_002813-RA	Bany_04741-RA
OG0002050	HEL_002803-RA	Bany_04754-RA, Bany_04756-RA
OG0002051	HEL_010460-RA	Bany_07552-RA
OG0002052	HEL_002987-RA	Bany_03882-RA
OG0002053	HEL_006367-RA	Bany_06294-RA
OG0002054	HEL_000059-RA	Bany_10282-RA
OG0002055	HEL_002989-RA	Bany_03883-RA
OG0002056	HEL_006372-RA	Bany_06296-RA, Bany_06298-RA
OG0002057	HEL_006273-RA, HEL_006275-RA, HEL_006274-RA	Bany_06301-RA
OG0002058	HEL_002991-RA, HEL_002990-RA	Bany_03885-RA
OG0002059	HEL_000283-RA	Bany_16790-RA
OG0002060	HEL_002779-RA	Bany_04775-RA
OG0002061	HEL_003705-RA	Bany_09714-RA
OG0002062	HEL_001342-RA	Bany_00479-RA
OG0002063	HEL_009983-RA	Bany_01395-RA
OG0002065	HEL_003001-RA	Bany_03898-RA
OG0002066	HEL_012761-RA	Bany_11618-RA
OG0002069	HEL_004573-RA, HEL_004576-RA	Bany_05585-RA
OG0002070	HEL_007444-RA, HEL_007445-RA, HEL_007446-RA, HEL_007447-RA	Bany_08337-RA
OG0002072	HEL_004568-RA, HEL_004567-RA	Bany_05590-RA
OG0002073	HEL_001352-RA	Bany_00494-RA, Bany_00496-RA
OG0002074	HEL_009516-RA	Bany_00847-RA, Bany_18085-RA
OG0002075	HEL_012919-RA	Bany_15223-RA
OG0002076	HEL_004217-RA	Bany_10951-RA
OG0002077	HEL_013001-RA	Bany_10952-RA
OG0002078	HEL_004561-RA	Bany_05599-RA
OG0002079	HEL_010746-RA, HEL_010747-RA, HEL_010745-RA	Bany_09027-RA
OG0002080	HEL_010019-RA	Bany_01439-RA, Bany_01438-RA
OG0002081	HEL_008197-RA	Bany_11658-RA
OG0002083	HEL_005930-RA	Bany_07012-RA
OG0002084	HEL_008195-RA	Bany_11661-RA, Bany_11662-RA
OG0002085	HEL_004539-RA	Bany_05624-RA
OG0002087	HEL_006061-RA, HEL_006057-RA, HEL_006058-RA	Bany_12178-RA
OG0002088	HEL_006883-RA	Bany_02344-RA
OG0002089	HEL_013652-RA, HEL_013653-RA	Bany_14722-RA
OG0002090	HEL_007417-RA	Bany_08368-RA
OG0002091	HEL_013338-RA	Bany_01479-RA
OG0002092	HEL_006877-RA	Bany_02355-RA
OG0002093	HEL_007414-RA	Bany_08373-RA
OG0002094	HEL_007315-RA	Bany_15262-RA
OG0002096	HEL_013347-RA	Bany_01487-RA
OG0002097	HEL_007306-RA	Bany_15270-RA
OG0002098	HEL_014148-RA	Bany_05647-RA
OG0002099	HEL_002722-RA	Bany_04834-RA
OG0002100	HEL_008151-RA	Bany_11684-RA
OG0002101	HEL_000006-RA	Bany_10343-RA, Bany_10341-RA
OG0002102	HEL_001397-RA, HEL_001398-RA	Bany_00554-RA
OG0002103	HEL_008160-RA, HEL_008161-RA	Bany_11692-RA
OG0002104	HEL_006326-RA	Bany_06353-RA
OG0002105	HEL_007407-RA	Bany_08382-RA, Bany_08383-RA, Bany_08384-RA, Bany_08386-RA
OG0002106	HEL_006327-RA	Bany_06358-RA, Bany_06356-RA, Bany_06357-RA
OG0002107	HEL_003087-RA	Bany_03984-RA
OG0002108	HEL_003854-RA	Bany_09786-RA
OG0002109	HEL_008595-RA	Bany_13479-RA
OG0002110	HEL_006864-RA	Bany_02365-RA
OG0002111	HEL_002718-RA	Bany_04841-RA
OG0002112	HEL_008169-RA	Bany_11704-RA
OG0002113	HEL_006331-RA	Bany_06360-RA
OG0002114	HEL_007264-RA	Bany_15297-RA, Bany_12436-RA
OG0002115	HEL_001038-RA, HEL_001037-RA	Bany_14048-RA
OG0002116	HEL_013479-RA, HEL_013481-RA	Bany_17361-RA
OG0002117	HEL_011006-RA	Bany_10353-RA
OG0002118	HEL_007399-RA	Bany_08392-RA
OG0002119	HEL_011002-RA, HEL_011001-RA	Bany_10356-RA
OG0002120	HEL_010598-RA, HEL_010597-RA	Bany_12238-RA
OG0002121	HEL_013151-RA, HEL_013152-RA, HEL_013153-RA, HEL_013154-RA	Bany_01507-RA
OG0002123	HEL_007020-RA	Bany_07667-RA
OG0002124	HEL_012230-RA	Bany_09125-RA, Bany_09124-RA
OG0002125	HEL_010610-RA	Bany_12251-RA
OG0002125	HEL_010609-RA	Bany_12250-RA
OG0002126	HEL_003082-RA, HEL_003083-RA	Bany_03992-RA
OG0002127	HEL_007387-RA, HEL_007388-RA	Bany_08403-RA
OG0002128	HEL_007028-RA, HEL_007027-RA	Bany_07682-RA
OG0002129	HEL_003069-RA	Bany_04005-RA
OG0002130	HEL_005944-RA	Bany_07057-RA
OG0002132	HEL_007242-RA	Bany_15324-RA
OG0002133	HEL_006797-RA, HEL_006794-RA, HEL_006795-RA	Bany_04885-RA
OG0002134	HEL_010632-RA, HEL_010628-RA, HEL_010635-RA, HEL_010629-RA	Bany_12271-RA
OG0002135	HEL_007033-RA	Bany_07686-RA
OG0002136	HEL_004406-RA	Bany_05707-RA, Bany_05703-RA
OG0002137	HEL_008603-RA	Bany_13507-RA
OG0002138	HEL_007221-RA	Bany_15343-RA
OG0002139	HEL_005904-RA	Bany_07088-RA
OG0002140	HEL_000941-RA, HEL_000938-RA	Bany_14150-RA
OG0002141	HEL_009782-RA, HEL_009784-RA, HEL_009783-RA, HEL_009785-RA	Bany_14153-RA
OG0002142	HEL_010657-RA	Bany_12297-RA
OG0002143	HEL_010660-RA, HEL_010661-RA, HEL_010659-RA, HEL_010658-RA	Bany_12298-RA
OG0002144	HEL_010662-RA	Bany_12300-RA
OG0002145	HEL_013365-RA, HEL_013361-RA, HEL_013363-RA, HEL_013364-RA, HEL_013362-RA	Bany_01584-RA
OG0002146	HEL_011589-RA	Bany_03206-RA, Bany_03205-RA
OG0002147	HEL_014259-RA, HEL_014260-RA	Bany_11026-RA
OG0002148	HEL_001281-RA, HEL_001285-RA, HEL_001286-RA, HEL_001288-RA	Bany_00656-RA
OG0002150	HEL_013428-RA, HEL_014608-RA	Bany_08449-RA
OG0002152	HEL_014128-RA, HEL_014129-RA	Bany_06425-RA
OG0002153	HEL_012948-RA	Bany_02422-RA
OG0002155	HEL_014189-RA	Bany_01612-RA
OG0002156	HEL_000111-RA, HEL_000110-RA	Bany_10424-RA
OG0002157	HEL_005929-RA	Bany_07122-RA
OG0002158	HEL_008143-RA	Bany_11811-RA
OG0002159	HEL_008657-RA, HEL_008656-RA	Bany_13548-RA, Bany_13547-RA
OG0002160	HEL_008654-RA, HEL_008653-RA	Bany_13550-RA
OG0002161	HEL_011914-RA	Bany_09208-RA
OG0002164	HEL_011500-RA, HEL_011497-RA	Bany_08481-RA
OG0002165	HEL_001247-RA	Bany_00697-RA
OG0002166	HEL_008641-RA	Bany_13562-RA
OG0002167	HEL_003181-RA	Bany_04101-RA, Bany_04102-RA
OG0002168	HEL_011925-RA	Bany_09221-RA
OG0002171	HEL_011931-RA	Bany_09227-RA
OG0002172	HEL_008571-RA	Bany_02452-RA
OG0002173	HEL_008623-RA	Bany_13579-RA
OG0002174	HEL_011478-RA	Bany_08506-RA
OG0002175	HEL_005863-RA	Bany_07146-RA
OG0002177	HEL_009837-RA, HEL_009836-RA	Bany_14206-RA
OG0002178	HEL_003206-RA	Bany_04129-RA
OG0002179	HEL_003207-RA	Bany_04130-RA
OG0002180	HEL_010034-RA	Bany_03290-RA
OG0002181	HEL_011446-RA	Bany_08537-RA, Bany_08542-RA
OG0002182	HEL_012267-RA	Bany_13597-RA
OG0002183	HEL_004440-RA	Bany_05776-RA
OG0002184	HEL_011429-RA, HEL_011428-RA	Bany_08556-RA
OG0002185	HEL_004445-RA, HEL_004444-RA	Bany_05777-RA
OG0002186	HEL_011420-RA, HEL_011419-RA	Bany_08564-RA
OG0002187	HEL_004449-RA	Bany_05782-RA
OG0002188	HEL_010343-RA	Bany_12389-RA
OG0002188	HEL_010344-RA	Bany_12388-RA
OG0002189	HEL_008523-RA	Bany_02497-RA
OG0002190	HEL_008518-RA	Bany_02503-RA, Bany_02502-RA
OG0002191	HEL_011984-RA	Bany_09300-RA
OG0002192	HEL_010397-RA	Bany_07799-RA
OG0002193	HEL_010357-RA	Bany_12403-RA
OG0002194	HEL_011992-RA, HEL_011991-RA	Bany_09309-RA
OG0002195	HEL_008355-RA	Bany_01713-RA
OG0002197	HEL_001166-RA	Bany_00796-RA
OG0002200	HEL_001149-RA	Bany_00814-RA
OG0002201	HEL_001147-RA	Bany_00816-RA
OG0002202	HEL_010372-RA	Bany_12419-RA
OG0002203	HEL_007147-RA	Bany_07852-RA
OG0002205	HEL_010422-RA	Bany_05807-RA
OG0002206	HEL_004469-RA	Bany_05809-RA
OG0002207	HEL_004471-RA, HEL_004473-RA	Bany_05810-RA
OG0002208	HEL_012815-RA, HEL_012817-RA	Bany_08634-RA
OG0002209	HEL_013108-RA	Bany_00845-RA
OG0002211	HEL_003281-RA	Bany_04233-RA
OG0002212	HEL_008389-RA, HEL_008390-RA	Bany_01777-RA
OG0002213	HEL_004495-RA, HEL_004493-RA, HEL_004494-RA, HEL_004492-RA	Bany_05827-RA
OG0002214	HEL_004499-RA, HEL_004497-RA, HEL_004498-RA	Bany_05830-RA
OG0002215	HEL_008480-RA, HEL_008481-RA	Bany_02563-RA
OG0002216	HEL_007151-RA	Bany_07864-RA
OG0002217	HEL_003252-RA, HEL_003253-RA	Bany_04259-RA
OG0002219	HEL_008469-RA	Bany_02584-RA
OG0002220	HEL_008453-RA	Bany_02591-RA, Bany_02593-RA
OG0002221	HEL_006744-RA	Bany_05108-RA
OG0002223	HEL_007121-RA	Bany_07883-RA
OG0002224	HEL_006753-RA	Bany_05121-RA
OG0002225	HEL_013413-RA, HEL_013410-RA, HEL_013411-RA, HEL_013412-RA	Bany_00881-RA
OG0002226	HEL_006762-RA	Bany_05131-RA
OG0002227	HEL_002921-RA, HEL_002922-RA, HEL_002923-RA, HEL_002920-RA, HEL_002926-RA	Bany_05159-RA
OG0002247	HEL_008821-RA	Bany_05396-RA, Bany_18161-RA
OG0002249	HEL_013956-RA	Bany_16029-RA, Bany_16294-RA
OG0002250	HEL_005361-RA	Bany_15437-RA
OG0002251	HEL_009472-RA	Bany_07924-RA
OG0002253	HEL_005360-RA	Bany_15438-RA
OG0002254	HEL_007346-RA, HEL_007345-RA	Bany_14881-RA
OG0002255	HEL_002226-RA	Bany_03454-RA
OG0002256	HEL_003424-RA	Bany_01814-RA
OG0002257	HEL_003495-RA	Bany_08657-RA
OG0002258	HEL_011011-RA	Bany_10545-RA
OG0002259	HEL_002275-RA	Bany_03532-RA, Bany_07173-RA
OG0002260	HEL_005070-RA, HEL_005069-RA	Bany_09341-RA
OG0002261	HEL_004169-RA	Bany_00040-RA
OG0002262	HEL_004087-RA, HEL_004088-RA	Bany_15991-RA, Bany_12458-RA
OG0002263	HEL_004635-RA	Bany_17544-RA, Bany_17405-RA
OG0002265	HEL_001893-RA	Bany_16943-RA
OG0002266	HEL_012686-RA	Bany_00942-RA
OG0002268	HEL_003481-RA	Bany_08669-RA
OG0002269	HEL_014060-RA	Bany_11145-RA
OG0002270	HEL_009290-RA, HEL_009291-RA	Bany_17705-RA
OG0002271	HEL_001721-RA	Bany_00015-RA, Bany_00017-RA
OG0002272	HEL_007742-RA	Bany_11840-RA
OG0002273	HEL_013029-RA	Bany_16052-RA, Bany_16053-RA
OG0002274	HEL_010162-RA	Bany_05887-RA
OG0002274	HEL_010163-RA	Bany_05886-RA
OG0002275	HEL_003401-RA	Bany_01852-RA
OG0002276	HEL_010737-RA	Bany_08879-RA, Bany_11149-RA
OG0002277	HEL_012696-RA	Bany_00952-RA
OG0002278	HEL_005372-RA	Bany_17409-RA
OG0002279	HEL_009478-RA, HEL_009477-RA	Bany_07947-RA
OG0002280	HEL_009479-RA, HEL_008012-RA	Bany_07948-RA
OG0002281	HEL_009480-RA	Bany_07949-RA
OG0002282	HEL_003398-RA	Bany_01859-RA
OG0002283	HEL_004037-RA, HEL_004036-RA	Bany_12479-RA, Bany_12483-RA
OG0002284	HEL_009481-RA	Bany_07950-RA
OG0002286	HEL_008943-RA, HEL_008945-RA, HEL_008944-RA	Bany_13043-RA
OG0002287	HEL_005396-RA	Bany_17416-RA
OG0002288	HEL_010155-RA	Bany_05894-RA
OG0002289	HEL_002192-RA	Bany_06563-RA
OG0002290	HEL_012093-RA	Bany_07199-RA
OG0002290	HEL_012094-RA	Bany_07198-RA
OG0002291	HEL_000710-RA, HEL_000709-RA, HEL_000712-RA	Bany_13639-RA
OG0002292	HEL_001866-RA	Bany_16961-RA
OG0002293	HEL_002242-RA	Bany_03484-RA
OG0002295	HEL_004026-RA	Bany_12487-RA
OG0002296	HEL_004000-RA, HEL_003999-RA	Bany_05205-RA
OG0002297	HEL_006988-RA	Bany_04337-RA
OG0002298	HEL_009218-RA	Bany_17719-RA
OG0002299	HEL_009223-RA	Bany_17722-RA
OG0002300	HEL_001715-RA	Bany_00024-RA
OG0002301	HEL_013057-RA	Bany_16075-RA
OG0002302	HEL_013056-RA	Bany_16077-RA
OG0002303	HEL_004034-RA	Bany_12498-RA
OG0002304	HEL_013055-RA	Bany_16079-RA
OG0002305	HEL_009656-RA	Bany_07203-RA
OG0002306	HEL_003987-RA	Bany_05220-RA
OG0002307	HEL_003986-RA	Bany_05221-RA
OG0002308	HEL_007623-RA, HEL_007622-RA	Bany_09938-RA
OG0002309	HEL_013732-RA	Bany_17728-RA
OG0002310	HEL_012662-RA	Bany_00968-RA
OG0002311	HEL_013054-RA	Bany_16082-RA, Bany_16083-RA
OG0002312	HEL_005388-RA	Bany_17429-RA
OG0002313	HEL_009229-RA	Bany_17734-RA
OG0002314	HEL_003449-RA	Bany_08694-RA
OG0002315	HEL_000464-RA	Bany_16494-RA
OG0002316	HEL_003373-RA	Bany_01886-RA
OG0002317	HEL_011297-RA	Bany_16092-RA
OG0002318	HEL_002048-RA	Bany_16987-RA
OG0002319	HEL_007293-RA	Bany_15277-RA, Bany_14926-RA
OG0002321	HEL_014460-RA	Bany_11168-RA
OG0002322	HEL_014462-RA	Bany_11169-RA
OG0002323	HEL_002051-RA	Bany_16990-RA
OG0002324	HEL_007610-RA	Bany_09944-RA
OG0002325	HEL_011675-RA	Bany_16095-RA
OG0002326	HEL_002207-RA	Bany_06581-RA, Bany_06580-RA
OG0002327	HEL_007606-RA	Bany_09946-RA
OG0002328	HEL_012652-RA	Bany_12727-RA
OG0002329	HEL_002060-RA, HEL_002056-RA	Bany_16995-RA
OG0002330	HEL_012647-RA	Bany_00987-RA
OG0002331	HEL_007604-RA	Bany_09948-RA
OG0002332	HEL_008934-RA, HEL_008991-RA	Bany_13056-RA
OG0002333	HEL_012567-RA	Bany_14322-RA
OG0002334	HEL_002214-RA	Bany_06588-RA
OG0002335	HEL_012401-RA	Bany_04372-RA, Bany_04371-RA
OG0002336	HEL_012639-RA, HEL_012640-RA	Bany_00997-RA
OG0002337	HEL_007806-RA	Bany_14323-RA, Bany_07007-RA, Bany_11985-RA
OG0002338	HEL_010193-RA	Bany_05918-RA
OG0002339	HEL_012406-RA	Bany_04381-RA
OG0002340	HEL_003974-RA	Bany_05242-RA
OG0002341	HEL_002067-RA, HEL_002064-RA	Bany_17002-RA
OG0002342	HEL_004069-RA	Bany_12546-RA
OG0002344	HEL_013506-RA, HEL_013505-RA	Bany_17754-RA
OG0002346	HEL_014590-RA	Bany_09386-RA
OG0002348	HEL_005418-RA, HEL_005416-RA, HEL_005417-RA	Bany_17462-RA
OG0002349	HEL_003351-RA	Bany_01909-RA, Bany_01912-RA
OG0002350	HEL_003614-RA	Bany_09398-RA
OG0002351	HEL_004077-RA, HEL_004076-RA	Bany_12558-RA
OG0002352	HEL_013507-RA	Bany_17756-RA
OG0002354	HEL_009660-RA	Bany_07233-RA
OG0002355	HEL_005260-RA, HEL_005261-RA	Bany_15539-RA
OG0002356	HEL_011767-RA, HEL_011766-RA	Bany_16134-RA
OG0002357	HEL_011762-RA	Bany_16138-RA
OG0002358	HEL_007777-RA, HEL_007779-RA, HEL_007778-RA	Bany_11879-RA
OG0002360	HEL_004082-RA	Bany_12575-RA
OG0002361	HEL_012419-RA	Bany_04404-RA, Bany_04403-RA, Bany_04405-RA
OG0002362	HEL_003326-RA	Bany_01932-RA
OG0002363	HEL_009011-RA, HEL_009012-RA, HEL_009013-RA	Bany_13127-RA
OG0002364	HEL_002078-RA	Bany_17018-RA
OG0002365	HEL_011750-RA	Bany_16144-RA
OG0002366	HEL_009705-RA	Bany_14963-RA
OG0002367	HEL_010526-RA, HEL_010525-RA	Bany_02703-RA
OG0002369	HEL_011246-RA, HEL_011247-RA	Bany_06616-RA
OG0002371	HEL_000476-RA	Bany_16527-RA
OG0002371	HEL_000477-RA	Bany_16528-RA
OG0002372	HEL_009027-RA	Bany_13142-RA
OG0002373	HEL_010540-RA	Bany_02712-RA
OG0002374	HEL_009031-RA, HEL_009028-RA, HEL_009029-RA, HEL_009030-RA	Bany_13141-RA
OG0002375	HEL_008217-RA	Bany_11221-RA
OG0002377	HEL_013884-RA, HEL_013883-RA	Bany_01031-RA
OG0002379	HEL_010152-RA	Bany_01032-RA
OG0002380	HEL_004678-RA	Bany_09983-RA
OG0002381	HEL_004599-RA, HEL_004598-RA	Bany_17484-RA
OG0002383	HEL_001778-RA	Bany_00113-RA
OG0002384	HEL_012432-RA	Bany_04430-RA
OG0002386	HEL_003537-RA	Bany_08750-RA
OG0002386	HEL_003536-RA	Bany_08748-RA
OG0002387	HEL_000793-RA, HEL_000792-RA	Bany_13742-RA, Bany_13739-RA
OG0002388	HEL_001786-RA	Bany_00120-RA, Bany_00116-RA
OG0002389	HEL_010146-RA	Bany_01042-RA
OG0002390	HEL_002273-RA	Bany_03529-RA
OG0002391	HEL_012439-RA	Bany_04438-RA
OG0002392	HEL_003601-RA, HEL_003600-RA	Bany_09412-RA
OG0002393	HEL_003542-RA	Bany_08762-RA
OG0002394	HEL_008876-RA, HEL_008877-RA	Bany_13152-RA
OG0002395	HEL_000795-RA	Bany_13746-RA, Bany_13883-RA
OG0002396	HEL_003596-RA	Bany_09419-RA
OG0002397	HEL_003953-RA	Bany_05277-RA
OG0002398	HEL_007796-RA	Bany_11906-RA, Bany_11905-RA
OG0002399	HEL_009278-RA	Bany_17868-RA, Bany_16546-RA, Bany_16547-RA
OG0002400	HEL_003859-RA, HEL_005036-RA, HEL_005038-RA	Bany_01961-RA
OG0002402	HEL_004145-RA	Bany_12621-RA
OG0002403	HEL_013254-RA	Bany_07263-RA
OG0002404	HEL_003545-RA	Bany_08767-RA
OG0002405	HEL_011279-RA	Bany_06644-RA
OG0002406	HEL_013252-RA, HEL_013253-RA	Bany_07265-RA
OG0002407	HEL_011821-RA	Bany_17790-RA, Bany_17789-RA, Bany_17793-RA
OG0002408	HEL_011283-RA, HEL_011282-RA	Bany_06646-RA
OG0002409	HEL_006397-RA	Bany_11278-RA, Bany_11277-RA
OG0002410	HEL_003944-RA	Bany_05291-RA
OG0002411	HEL_003588-RA	Bany_09426-RA
OG0002412	HEL_013235-RA	Bany_07268-RA
OG0002413	HEL_003586-RA	Bany_09428-RA
OG0002416	HEL_009365-RA, HEL_009364-RA	Bany_17802-RA
OG0002417	HEL_003627-RA	Bany_09443-RA
OG0002418	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA	Bany_16200-RA
OG0002419	HEL_005061-RA	Bany_01988-RA
OG0002420	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA	Bany_16564-RA
OG0002421	HEL_010222-RA	Bany_05960-RA
OG0002422	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA	Bany_03562-RA
OG0002424	HEL_000510-RA	Bany_16576-RA
OG0002425	HEL_004136-RA	Bany_12652-RA
OG0002426	HEL_002518-RA, HEL_002514-RA	Bany_04456-RA
OG0002428	HEL_010230-RA	Bany_05972-RA
OG0002429	HEL_002126-RA	Bany_17056-RA, Bany_17055-RA
OG0002430	HEL_002521-RA	Bany_04459-RA, Bany_00876-RA
OG0002431	HEL_002522-RA	Bany_04460-RA
OG0002432	HEL_011774-RA	Bany_16205-RA
OG0002433	HEL_009035-RA, HEL_009036-RA	Bany_02760-RA
OG0002434	HEL_003680-RA, HEL_003685-RA	Bany_09457-RA
OG0002435	HEL_013503-RA	Bany_17824-RA
OG0002435	HEL_013502-RA	Bany_17825-RA
OG0002437	HEL_001708-RA	Bany_00178-RA, Bany_00180-RA, Bany_00177-RA
OG0002438	HEL_010116-RA	Bany_01068-RA
OG0002439	HEL_010114-RA	Bany_01070-RA
OG0002440	HEL_011310-RA	Bany_06666-RA
OG0002442	HEL_000430-RA	Bany_16599-RA
OG0002443	HEL_006019-RA	Bany_11929-RA, Bany_11930-RA
OG0002444	HEL_011117-RA	Bany_10750-RA
OG0002445	HEL_011784-RA	Bany_16214-RA
OG0002446	HEL_010109-RA	Bany_01075-RA
OG0002447	HEL_004589-RA	Bany_17512-RA
OG0002449	HEL_002148-RA	Bany_17082-RA
OG0002450	HEL_006416-RA	Bany_11304-RA
OG0002451	HEL_002150-RA	Bany_17086-RA
OG0002452	HEL_002535-RA	Bany_04485-RA
OG0002453	HEL_011344-RA	Bany_06693-RA
OG0002455	HEL_014051-RA	Bany_05313-RA
OG0002456	HEL_004171-RA	Bany_12691-RA
OG0002457	HEL_012103-RA	Bany_07285-RA
OG0002458	HEL_011839-RA	Bany_17839-RA
OG0002459	HEL_006426-RA	Bany_11316-RA
OG0002460	HEL_009449-RA	Bany_08095-RA
OG0002462	HEL_011800-RA	Bany_16238-RA, Bany_16237-RA
OG0002464	HEL_005814-RA, HEL_005813-RA	Bany_14444-RA
OG0002465	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA	Bany_14445-RA
OG0002466	HEL_006431-RA	Bany_11320-RA
OG0002467	HEL_011808-RA	Bany_16245-RA
OG0002468	HEL_004615-RA	Bany_17552-RA
OG0002468	HEL_004651-RA	Bany_17525-RA
OG0002469	HEL_004141-RA	Bany_12706-RA
OG0002470	HEL_011813-RA, HEL_011814-RA, HEL_011815-RA	Bany_16249-RA
OG0002471	HEL_000819-RA	Bany_13775-RA
OG0002472	HEL_011816-RA	Bany_16252-RA
OG0002473	HEL_002160-RA	Bany_17109-RA
OG0002475	HEL_007837-RA	Bany_11947-RA
OG0002476	HEL_013216-RA	Bany_15617-RA
OG0002477	HEL_007836-RA	Bany_11948-RA, Bany_11949-RA
OG0002478	HEL_004134-RA	Bany_12896-RA, Bany_12898-RA, Bany_12715-RA
OG0002479	HEL_011827-RA, HEL_011826-RA	Bany_17850-RA
OG0002480	HEL_003567-RA	Bany_08798-RA
OG0002481	HEL_011846-RA	Bany_17853-RA, Bany_17855-RA, Bany_17852-RA
OG0002482	HEL_003570-RA	Bany_08800-RA, Bany_08801-RA
OG0002483	HEL_014237-RA	Bany_09512-RA
OG0002484	HEL_002163-RA, HEL_002164-RA	Bany_17113-RA
OG0002485	HEL_013937-RA	Bany_16260-RA
OG0002486	HEL_004997-RA	Bany_04155-RA
OG0002487	HEL_014373-RA, HEL_002328-RA	Bany_03611-RA
OG0002488	HEL_010080-RA	Bany_01107-RA
OG0002488	HEL_010079-RA	Bany_01106-RA
OG0002489	HEL_004368-RA	Bany_10788-RA
OG0002490	HEL_009748-RA, HEL_009747-RA	Bany_15008-RA
OG0002492	HEL_011205-RA	Bany_13206-RA, Bany_13205-RA
OG0002493	HEL_005007-RA	Bany_02070-RA, Bany_02072-RA
OG0002494	HEL_011394-RA	Bany_08172-RA, Bany_06721-RA
OG0002495	HEL_002563-RA	Bany_04507-RA
OG0002496	HEL_011391-RA, HEL_011393-RA	Bany_06722-RA
OG0002498	HEL_013946-RA	Bany_16278-RA
OG0002499	HEL_009276-RA	Bany_17870-RA, Bany_17871-RA
OG0002500	HEL_005008-RA	Bany_02073-RA
OG0002502	HEL_002569-RA	Bany_07737-RA, Bany_04512-RA
OG0002503	HEL_014385-RA, HEL_014386-RA, HEL_014384-RA	Bany_17123-RA
OG0002504	HEL_010825-RA	Bany_15633-RA, Bany_15632-RA
OG0002505	HEL_013948-RA	Bany_16285-RA
OG0002506	HEL_006448-RA, HEL_006447-RA	Bany_11339-RA
OG0002507	HEL_002577-RA	Bany_04521-RA
OG0002508	HEL_009427-RA, HEL_009428-RA	Bany_08113-RA
OG0002509	HEL_014383-RA	Bany_17125-RA
OG0002510	HEL_013940-RA	Bany_16312-RA, Bany_16287-RA
