Orthogroup	Heliconius_erato_lativitta	Vanessa_cardui
OG0007374	HEL_013353-RA	Vcard_DToL07806-RA
OG0007375	HEL_003841-RA	Vcard_DToL14403-RA
OG0007376	HEL_010584-RA	Vcard_DToL07454-RA
OG0007377	HEL_010585-RA	Vcard_DToL07455-RA
OG0007378	HEL_002719-RA	Vcard_DToL01206-RA
OG0007379	HEL_003090-RA	Vcard_DToL05728-RA
OG0007380	HEL_014484-RA	Vcard_DToL00465-RA
OG0007382	HEL_000235-RA	Vcard_DToL14271-RA
OG0007383	HEL_014358-RA	Vcard_DToL12611-RA
OG0007384	HEL_014485-RA	Vcard_DToL00466-RA
OG0007385	HEL_014359-RA	Vcard_DToL12610-RA
OG0007386	HEL_001401-RA	Vcard_DToL02287-RA
OG0007387	HEL_014360-RA	Vcard_DToL12609-RA
OG0007388	HEL_008163-RA	Vcard_DToL13751-RA
OG0007389	HEL_005490-RA	Vcard_DToL03020-RA
OG0007390	HEL_009727-RA	Vcard_DToL10144-RA
OG0007391	HEL_014160-RA	Vcard_DToL03794-RA
OG0007392	HEL_001407-RA	Vcard_DToL02281-RA
OG0007393	HEL_007269-RA	Vcard_DToL10143-RA
OG0007394	HEL_014362-RA	Vcard_DToL12608-RA
OG0007395	HEL_012392-RA	Vcard_DToL10386-RA
OG0007397	HEL_008599-RA	Vcard_DToL10915-RA
OG0007398	HEL_003848-RA	Vcard_DToL14390-RA
OG0007399	HEL_012210-RA	Vcard_DToL09279-RA
OG0007400	HEL_008167-RA	Vcard_DToL13744-RA
OG0007401	HEL_001410-RA	Vcard_DToL02280-RA
OG0007402	HEL_010588-RA	Vcard_DToL07458-RA
OG0007403	HEL_010589-RA	Vcard_DToL07461-RA
OG0007404	HEL_008597-RA	Vcard_DToL10918-RA
OG0007405	HEL_006868-RA	Vcard_DToL15586-RA
OG0007406	HEL_008596-RA	Vcard_DToL10919-RA
OG0007407	HEL_003855-RA	Vcard_DToL14386-RA
OG0007408	HEL_013490-RA	Vcard_DToL15445-RA
OG0007409	HEL_008168-RA	Vcard_DToL13740-RA
OG0007410	HEL_008593-RA	Vcard_DToL10924-RA
OG0007411	HEL_006330-RA	Vcard_DToL06797-RA
OG0007412	HEL_003860-RA	Vcard_DToL14383-RA
OG0007413	HEL_014164-RA	Vcard_DToL03798-RA
OG0007414	HEL_003863-RA	Vcard_DToL14380-RA
OG0007415	HEL_006996-RA	Vcard_DToL00506-RA
OG0007417	HEL_006999-RA	Vcard_DToL00507-RA
OG0007418	HEL_005973-RA	Vcard_DToL17253-RA
OG0007419	HEL_007265-RA	Vcard_DToL10136-RA
OG0007420	HEL_012388-RA	Vcard_DToL10378-RA
OG0007421	HEL_014167-RA	Vcard_DToL03801-RA
OG0007422	HEL_001420-RA	Vcard_DToL02270-RA
OG0007423	HEL_012214-RA	Vcard_DToL09273-RA
OG0007424	HEL_007004-RA	Vcard_DToL00513-RA
OG0007425	HEL_008592-RA	Vcard_DToL10925-RA
OG0007426	HEL_010594-RA	Vcard_DToL07464-RA
OG0007427	HEL_000232-RA	Vcard_DToL14274-RA
OG0007428	HEL_006352-RA	Vcard_DToL06792-RA
OG0007429	HEL_012387-RA	Vcard_DToL10376-RA
OG0007430	HEL_013482-RA	Vcard_DToL15457-RA
OG0007431	HEL_002716-RA	Vcard_DToL01204-RA
OG0007432	HEL_013483-RA	Vcard_DToL15458-RA
OG0007433	HEL_007006-RA	Vcard_DToL00520-RA
OG0007434	HEL_007263-RA	Vcard_DToL10131-RA
OG0007435	HEL_013477-RA	Vcard_DToL15459-RA
OG0007436	HEL_007007-RA	Vcard_DToL00521-RA
OG0007437	HEL_007402-RA	Vcard_DToL04458-RA
OG0007438	HEL_007262-RA	Vcard_DToL10128-RA
OG0007440	HEL_005486-RA	Vcard_DToL03027-RA
OG0007442	HEL_010595-RA	Vcard_DToL07465-RA
OG0007443	HEL_005485-RA	Vcard_DToL03028-RA
OG0007445	HEL_011004-RA	Vcard_DToL05446-RA
OG0007446	HEL_013472-RA	Vcard_DToL15461-RA
OG0007448	HEL_005483-RA	Vcard_DToL03029-RA
OG0007449	HEL_013602-RA	Vcard_DToL12602-RA
OG0007450	HEL_010599-RA	Vcard_DToL07471-RA
OG0007451	HEL_002699-RA	Vcard_DToL01190-RA
OG0007452	HEL_010601-RA	Vcard_DToL07472-RA
OG0007453	HEL_007013-RA	Vcard_DToL00530-RA
OG0007454	HEL_007014-RA	Vcard_DToL00532-RA
OG0007455	HEL_011000-RA	Vcard_DToL05448-RA
OG0007456	HEL_005480-RA	Vcard_DToL03032-RA
OG0007457	HEL_006272-RA	Vcard_DToL06790-RA
OG0007458	HEL_006270-RA	Vcard_DToL06789-RA
OG0007459	HEL_010990-RA	Vcard_DToL05193-RA
OG0007460	HEL_007016-RA	Vcard_DToL00535-RA
OG0007461	HEL_008591-RA	Vcard_DToL10927-RA
OG0007463	HEL_007018-RA	Vcard_DToL00537-RA
OG0007464	HEL_002695-RA	Vcard_DToL01185-RA
OG0007465	HEL_010995-RA	Vcard_DToL05189-RA
OG0007467	HEL_002691-RA	Vcard_DToL01183-RA
OG0007468	HEL_002690-RA	Vcard_DToL01182-RA
OG0007470	HEL_001432-RA	Vcard_DToL02246-RA
OG0007471	HEL_005479-RA	Vcard_DToL03034-RA
OG0007472	HEL_010602-RA	Vcard_DToL07476-RA
OG0007473	HEL_005476-RA	Vcard_DToL03039-RA
OG0007474	HEL_010603-RA	Vcard_DToL07477-RA
OG0007475	HEL_010604-RA	Vcard_DToL07478-RA
OG0007476	HEL_001436-RA	Vcard_DToL02242-RA
OG0007478	HEL_012229-RA	Vcard_DToL09257-RA
OG0007479	HEL_001025-RA	Vcard_DToL12073-RA
OG0007480	HEL_006783-RA	Vcard_DToL01416-RA
OG0007481	HEL_005954-RA	Vcard_DToL17244-RA
OG0007482	HEL_007883-RA, HEL_006978-RA	Vcard_DToL00812-RA
OG0007483	HEL_013466-RA	Vcard_DToL15470-RA
OG0007484	HEL_008586-RA	Vcard_DToL10930-RA
OG0007485	HEL_007021-RA	Vcard_DToL00542-RA
OG0007486	HEL_001024-RA	Vcard_DToL12077-RA
OG0007487	HEL_013461-RA, HEL_013464-RA	Vcard_DToL15471-RA
OG0007488	HEL_006785-RA	Vcard_DToL01418-RA
OG0007489	HEL_012233-RA	Vcard_DToL09248-RA
OG0007490	HEL_013598-RA	Vcard_DToL12596-RA
OG0007492	HEL_013459-RA	Vcard_DToL15473-RA
OG0007493	HEL_008584-RA	Vcard_DToL10933-RA
OG0007494	HEL_006788-RA	Vcard_DToL01424-RA
OG0007495	HEL_000956-RA	Vcard_DToL12171-RA
OG0007496	HEL_014335-RA	Vcard_DToL15527-RA
OG0007497	HEL_008583-RA	Vcard_DToL10934-RA
OG0007498	HEL_001444-RA	Vcard_DToL02231-RA
OG0007499	HEL_005952-RA	Vcard_DToL17240-RA
OG0007500	HEL_001328-RA	Vcard_DToL02371-RA
OG0007501	HEL_013591-RA	Vcard_DToL12585-RA
OG0007502	HEL_001327-RA	Vcard_DToL02372-RA
OG0007503	HEL_003867-RA	Vcard_DToL14374-RA
OG0007504	HEL_006789-RA	Vcard_DToL01428-RA
OG0007505	HEL_007389-RA	Vcard_DToL04481-RA
OG0007506	HEL_008582-RA	Vcard_DToL10935-RA
OG0007507	HEL_003869-RA	Vcard_DToL14371-RA
OG0007508	HEL_012240-RA	Vcard_DToL09238-RA
OG0007509	HEL_013452-RA	Vcard_DToL15481-RA
OG0007510	HEL_007023-RA	Vcard_DToL00548-RA
OG0007511	HEL_012241-RA	Vcard_DToL09237-RA
OG0007512	HEL_013590-RA	Vcard_DToL12584-RA
OG0007513	HEL_007385-RA	Vcard_DToL04488-RA, Vcard_DToL04485-RA
OG0007514	HEL_012243-RA	Vcard_DToL09236-RA
OG0007515	HEL_005946-RA	Vcard_DToL17234-RA
OG0007516	HEL_003872-RA	Vcard_DToL14367-RA
OG0007518	HEL_012246-RA	Vcard_DToL09235-RA
OG0007520	HEL_003874-RA	Vcard_DToL14365-RA
OG0007521	HEL_001317-RA	Vcard_DToL02384-RA
OG0007522	HEL_010616-RA	Vcard_DToL07492-RA
OG0007523	HEL_001316-RA	Vcard_DToL02385-RA
OG0007524	HEL_010617-RA	Vcard_DToL07493-RA
OG0007525	HEL_013587-RA	Vcard_DToL12580-RA
OG0007526	HEL_006790-RA	Vcard_DToL01429-RA
OG0007528	HEL_005471-RA	Vcard_DToL03048-RA
OG0007529	HEL_003075-RA	Vcard_DToL05754-RA
OG0007530	HEL_003074-RA	Vcard_DToL05755-RA
OG0007531	HEL_007026-RA	Vcard_DToL00552-RA
OG0007532	HEL_003072-RA	Vcard_DToL05756-RA
OG0007533	HEL_012575-RA	Vcard_DToL09233-RA
OG0007534	HEL_003071-RA	Vcard_DToL05757-RA
OG0007535	HEL_003070-RA	Vcard_DToL05758-RA
OG0007536	HEL_003068-RA	Vcard_DToL05761-RA
OG0007537	HEL_007379-RA	Vcard_DToL04498-RA
OG0007538	HEL_007248-RA	Vcard_DToL10107-RA, Vcard_DToL10108-RA
OG0007539	HEL_003067-RA	Vcard_DToL05762-RA
OG0007540	HEL_003065-RA	Vcard_DToL05764-RA
OG0007541	HEL_000300-RA	Vcard_DToL14176-RA
OG0007543	HEL_006831-RA	Vcard_DToL15626-RA
OG0007544	HEL_003064-RA	Vcard_DToL05765-RA
OG0007545	HEL_001312-RA	Vcard_DToL02397-RA
OG0007546	HEL_003062-RA	Vcard_DToL05768-RA
OG0007547	HEL_003061-RA	Vcard_DToL05769-RA
OG0007548	HEL_007375-RA	Vcard_DToL04505-RA
OG0007550	HEL_003059-RA	Vcard_DToL05773-RA
OG0007552	HEL_005939-RA	Vcard_DToL17222-RA
OG0007553	HEL_005938-RA	Vcard_DToL17221-RA
OG0007554	HEL_005470-RA	Vcard_DToL03050-RA
OG0007555	HEL_005937-RA	Vcard_DToL17218-RA
OG0007556	HEL_000294-RA	Vcard_DToL14178-RA
OG0007557	HEL_013127-RA	Vcard_DToL07826-RA
OG0007558	HEL_006791-RA	Vcard_DToL01430-RA
OG0007559	HEL_008108-RA	Vcard_DToL13814-RA
OG0007560	HEL_010623-RA	Vcard_DToL07504-RA
OG0007561	HEL_005469-RA	Vcard_DToL03051-RA
OG0007562	HEL_008109-RA	Vcard_DToL13813-RA
OG0007563	HEL_010624-RA	Vcard_DToL07505-RA
OG0007564	HEL_000966-RA	Vcard_DToL12137-RA
OG0007565	HEL_000968-RA	Vcard_DToL12135-RA
OG0007566	HEL_007369-RA	Vcard_DToL04512-RA
OG0007567	HEL_005879-RA	Vcard_DToL17128-RA
OG0007568	HEL_005468-RA	Vcard_DToL03055-RA
OG0007569	HEL_007380-RA	Vcard_DToL04497-RA
OG0007571	HEL_000970-RA	Vcard_DToL12133-RA
OG0007572	HEL_004383-RA	Vcard_DToL03806-RA
OG0007573	HEL_003886-RA	Vcard_DToL14347-RA
OG0007574	HEL_003114-RA	Vcard_DToL05708-RA
OG0007575	HEL_004384-RA	Vcard_DToL03809-RA
OG0007576	HEL_003115-RA	Vcard_DToL05707-RA
OG0007577	HEL_008114-RA	Vcard_DToL13807-RA
OG0007578	HEL_012378-RA	Vcard_DToL10358-RA
OG0007579	HEL_008119-RA	Vcard_DToL13803-RA
OG0007580	HEL_008120-RA	Vcard_DToL13802-RA
OG0007581	HEL_001306-RA	Vcard_DToL02404-RA
OG0007582	HEL_004389-RA	Vcard_DToL03817-RA
OG0007583	HEL_008121-RA	Vcard_DToL13800-RA
OG0007584	HEL_000982-RA	Vcard_DToL12120-RA
OG0007585	HEL_007238-RA	Vcard_DToL10096-RA
OG0007586	HEL_003891-RA	Vcard_DToL14345-RA
OG0007587	HEL_004390-RA	Vcard_DToL03818-RA
OG0007588	HEL_006261-RA	Vcard_DToL06771-RA
OG0007589	HEL_003121-RA	Vcard_DToL05703-RA
OG0007590	HEL_004393-RA	Vcard_DToL03823-RA
OG0007591	HEL_000983-RA	Vcard_DToL12119-RA
OG0007592	HEL_004392-RA	Vcard_DToL03822-RA
OG0007593	HEL_003122-RA	Vcard_DToL05702-RA
OG0007594	HEL_010639-RA	Vcard_DToL07511-RA
OG0007595	HEL_000984-RA	Vcard_DToL12118-RA
OG0007596	HEL_003123-RA	Vcard_DToL05701-RA
OG0007597	HEL_004394-RA	Vcard_DToL03824-RA
OG0007598	HEL_007237-RA	Vcard_DToL10095-RA
OG0007599	HEL_004398-RA	Vcard_DToL03830-RA
OG0007600	HEL_007236-RA	Vcard_DToL10094-RA
OG0007601	HEL_010641-RA	Vcard_DToL07513-RA
OG0007602	HEL_010985-RA	Vcard_DToL05179-RA
OG0007603	HEL_003894-RA	Vcard_DToL14341-RA
OG0007604	HEL_012582-RA	Vcard_DToL09227-RA
OG0007605	HEL_003895-RA	Vcard_DToL14340-RA
OG0007606	HEL_004396-RA	Vcard_DToL03826-RA
OG0007607	HEL_004400-RA	Vcard_DToL03831-RA
OG0007608	HEL_003896-RA	Vcard_DToL14339-RA
OG0007609	HEL_004402-RA	Vcard_DToL03832-RA
OG0007610	HEL_012584-RA	Vcard_DToL09225-RA
OG0007611	HEL_010644-RA	Vcard_DToL07516-RA
OG0007612	HEL_003124-RA	Vcard_DToL05700-RA
OG0007614	HEL_013389-RA	Vcard_DToL08232-RA
OG0007615	HEL_012377-RA	Vcard_DToL10355-RA
OG0007616	HEL_010977-RA	Vcard_DToL05172-RA
OG0007617	HEL_012585-RA	Vcard_DToL09224-RA
OG0007618	HEL_010976-RA	Vcard_DToL05171-RA
OG0007619	HEL_012589-RA	Vcard_DToL09222-RA
OG0007620	HEL_000989-RA	Vcard_DToL12106-RA
OG0007621	HEL_011995-RA	Vcard_DToL12557-RA
OG0007622	HEL_012590-RA	Vcard_DToL09221-RA
OG0007623	HEL_006259-RA	Vcard_DToL06768-RA
OG0007624	HEL_003127-RA	Vcard_DToL05697-RA
OG0007625	HEL_003904-RA	Vcard_DToL14332-RA
OG0007627	HEL_003129-RA	Vcard_DToL05694-RA
OG0007628	HEL_003905-RA	Vcard_DToL14329-RA
OG0007630	HEL_014427-RA	Vcard_DToL15614-RA
OG0007631	HEL_007035-RA	Vcard_DToL00562-RA
OG0007632	HEL_012591-RA	Vcard_DToL09220-RA
OG0007633	HEL_003130-RA	Vcard_DToL05689-RA
OG0007634	HEL_007233-RA	Vcard_DToL10091-RA
OG0007635	HEL_007036-RA	Vcard_DToL00565-RA
OG0007636	HEL_007232-RA	Vcard_DToL10090-RA
OG0007637	HEL_013382-RA	Vcard_DToL08227-RA
OG0007638	HEL_007231-RA	Vcard_DToL10088-RA
OG0007639	HEL_005462-RA	Vcard_DToL03060-RA
OG0007640	HEL_003907-RA	Vcard_DToL14319-RA
OG0007641	HEL_013376-RA	Vcard_DToL08224-RA
OG0007642	HEL_010975-RA	Vcard_DToL05170-RA
OG0007643	HEL_007038-RA	Vcard_DToL00569-RA
OG0007644	HEL_001293-RA	Vcard_DToL02424-RA
OG0007646	HEL_001009-RA	Vcard_DToL12092-RA
OG0007647	HEL_005916-RA	Vcard_DToL17175-RA
OG0007648	HEL_007039-RA	Vcard_DToL00572-RA
OG0007649	HEL_001013-RA	Vcard_DToL12088-RA
OG0007650	HEL_007228-RA	Vcard_DToL10080-RA
OG0007651	HEL_007222-RA	Vcard_DToL10077-RA
OG0007652	HEL_012005-RA	Vcard_DToL12544-RA
OG0007653	HEL_006807-RA	Vcard_DToL01444-RA
OG0007654	HEL_003913-RA	Vcard_DToL14308-RA, Vcard_DToL14310-RA
OG0007655	HEL_005915-RA	Vcard_DToL17174-RA
OG0007656	HEL_010647-RA	Vcard_DToL07522-RA
OG0007657	HEL_003135-RA	Vcard_DToL05680-RA
OG0007658	HEL_010648-RA	Vcard_DToL07523-RA
OG0007659	HEL_008604-RA	Vcard_DToL10909-RA
OG0007660	HEL_005914-RA	Vcard_DToL17170-RA, Vcard_DToL17172-RA
OG0007661	HEL_003139-RA	Vcard_DToL05675-RA
OG0007662	HEL_003918-RA	Vcard_DToL14305-RA
OG0007663	HEL_005911-RA	Vcard_DToL17168-RA
OG0007664	HEL_003140-RA	Vcard_DToL05674-RA
OG0007665	HEL_005460-RA	Vcard_DToL03063-RA
OG0007666	HEL_003141-RA	Vcard_DToL05673-RA
OG0007667	HEL_007041-RA	Vcard_DToL00576-RA
OG0007668	HEL_006817-RA	Vcard_DToL01466-RA
OG0007669	HEL_001014-RA	Vcard_DToL12085-RA
OG0007670	HEL_005909-RA	Vcard_DToL17166-RA
OG0007671	HEL_001015-RA	Vcard_DToL12083-RA
OG0007672	HEL_005908-RA	Vcard_DToL17165-RA
OG0007673	HEL_003920-RA	Vcard_DToL14302-RA
OG0007674	HEL_003142-RA	Vcard_DToL05671-RA
OG0007675	HEL_007042-RA	Vcard_DToL00577-RA
OG0007676	HEL_007043-RA	Vcard_DToL00578-RA
OG0007677	HEL_001016-RA	Vcard_DToL12082-RA
OG0007678	HEL_003921-RA	Vcard_DToL14301-RA
OG0007679	HEL_002941-RA	Vcard_DToL01468-RA
OG0007680	HEL_005906-RA	Vcard_DToL17163-RA
OG0007681	HEL_003143-RA	Vcard_DToL05670-RA
OG0007682	HEL_000951-RA	Vcard_DToL12177-RA
OG0007683	HEL_000950-RA	Vcard_DToL12178-RA
OG0007685	HEL_000068-RA	Vcard_DToL05343-RA
OG0007686	HEL_007044-RA	Vcard_DToL00579-RA
OG0007687	HEL_000069-RA	Vcard_DToL05342-RA
OG0007688	HEL_012369-RA	Vcard_DToL10344-RA
OG0007689	HEL_012367-RA	Vcard_DToL10341-RA
OG0007692	HEL_007210-RA	Vcard_DToL10068-RA
OG0007693	HEL_008128-RA	Vcard_DToL13793-RA
OG0007694	HEL_000937-RA	Vcard_DToL12192-RA
OG0007698	HEL_009781-RA	Vcard_DToL11920-RA
OG0007700	HEL_009778-RA	Vcard_DToL11917-RA
OG0007702	HEL_014257-RA	Vcard_DToL10333-RA
OG0007704	HEL_003922-RA	Vcard_DToL14299-RA
OG0007705	HEL_005878-RA	Vcard_DToL17127-RA
OG0007706	HEL_012965-RA	Vcard_DToL15600-RA
OG0007707	HEL_009774-RA, HEL_009775-RA	Vcard_DToL11912-RA
OG0007710	HEL_003789-RA	Vcard_DToL14447-RA
OG0007711	HEL_007046-RA	Vcard_DToL00581-RA
OG0007713	HEL_006255-RA	Vcard_DToL06762-RA
OG0007714	HEL_003793-RA	Vcard_DToL14442-RA
OG0007715	HEL_013359-RA	Vcard_DToL08208-RA
OG0007716	HEL_005899-RA	Vcard_DToL17156-RA
OG0007717	HEL_014261-RA	Vcard_DToL10330-RA
OG0007719	HEL_013356-RA	Vcard_DToL08205-RA
OG0007720	HEL_013357-RA	Vcard_DToL08206-RA
OG0007721	HEL_005896-RA	Vcard_DToL17150-RA
OG0007722	HEL_005897-RA	Vcard_DToL17154-RA
OG0007723	HEL_001278-RA	Vcard_DToL02444-RA
OG0007724	HEL_001277-RA	Vcard_DToL02445-RA
OG0007725	HEL_014262-RA	Vcard_DToL10328-RA
OG0007726	HEL_009618-RA	Vcard_DToL06650-RA
OG0007727	HEL_014263-RA	Vcard_DToL10329-RA
OG0007728	HEL_007209-RA	Vcard_DToL10067-RA
OG0007729	HEL_009619-RA	Vcard_DToL06649-RA
OG0007730	HEL_007208-RA	Vcard_DToL10066-RA
OG0007731	HEL_005895-RA	Vcard_DToL17149-RA
OG0007732	HEL_003156-RA	Vcard_DToL05657-RA
OG0007733	HEL_009620-RA	Vcard_DToL06648-RA
OG0007734	HEL_014175-RA	Vcard_DToL08191-RA
OG0007735	HEL_002939-RA	Vcard_DToL01472-RA
OG0007736	HEL_012616-RA	Vcard_DToL09204-RA
OG0007737	HEL_012960-RA	Vcard_DToL15595-RA
OG0007738	HEL_003161-RA	Vcard_DToL05651-RA
OG0007739	HEL_014270-RA	Vcard_DToL10324-RA
OG0007740	HEL_007205-RA	Vcard_DToL10063-RA
OG0007741	HEL_000082-RA	Vcard_DToL05328-RA
OG0007742	HEL_009623-RA	Vcard_DToL06643-RA
OG0007743	HEL_000083-RA	Vcard_DToL05326-RA
OG0007744	HEL_007049-RA	Vcard_DToL00585-RA
OG0007745	HEL_000084-RA	Vcard_DToL05325-RA
OG0007746	HEL_007202-RA	Vcard_DToL10062-RA
OG0007748	HEL_014120-RA	Vcard_DToL06636-RA
OG0007749	HEL_007200-RA	Vcard_DToL10059-RA
OG0007750	HEL_010671-RA	Vcard_DToL07555-RA
OG0007751	HEL_012959-RA	Vcard_DToL15682-RA
OG0007752	HEL_012957-RA	Vcard_DToL15683-RA
OG0007753	HEL_014124-RA	Vcard_DToL06933-RA
OG0007754	HEL_014125-RA	Vcard_DToL06936-RA
OG0007755	HEL_007199-RA	Vcard_DToL10058-RA
OG0007756	HEL_012954-RA	Vcard_DToL15686-RA
OG0007757	HEL_014285-RA	Vcard_DToL10316-RA
OG0007758	HEL_002938-RA	Vcard_DToL01473-RA
OG0007760	HEL_013424-RA	Vcard_DToL04548-RA
OG0007761	HEL_011594-RA	Vcard_DToL08471-RA
OG0007762	HEL_010672-RA	Vcard_DToL07558-RA
OG0007763	HEL_007195-RA	Vcard_DToL10055-RA
OG0007764	HEL_001270-RA	Vcard_DToL02475-RA
OG0007765	HEL_000089-RA	Vcard_DToL05321-RA
OG0007766	HEL_014130-RA	Vcard_DToL06960-RA
OG0007767	HEL_001269-RA	Vcard_DToL02477-RA
OG0007768	HEL_008665-RA	Vcard_DToL10860-RA
OG0007769	HEL_008664-RA	Vcard_DToL10861-RA
OG0007770	HEL_002936-RA	Vcard_DToL01476-RA
OG0007771	HEL_008662-RA	Vcard_DToL10863-RA
OG0007772	HEL_010674-RA	Vcard_DToL07560-RA
OG0007773	HEL_000103-RA	Vcard_DToL05315-RA
OG0007774	HEL_013422-RA	Vcard_DToL04550-RA
OG0007775	HEL_012865-RA, HEL_012864-RA	Vcard_DToL10306-RA
OG0007776	HEL_012947-RA	Vcard_DToL15691-RA
OG0007777	HEL_011526-RA	Vcard_DToL04552-RA
OG0007778	HEL_012945-RA	Vcard_DToL15694-RA
OG0007779	HEL_012054-RA	Vcard_DToL12499-RA
OG0007782	HEL_014183-RA	Vcard_DToL08185-RA
OG0007783	HEL_000104-RA	Vcard_DToL05313-RA
OG0007784	HEL_000981-RA	Vcard_DToL13790-RA
OG0007785	HEL_014185-RA	Vcard_DToL08183-RA
OG0007786	HEL_008131-RA	Vcard_DToL13788-RA
OG0007787	HEL_003188-RA	Vcard_DToL05625-RA
OG0007788	HEL_014188-RA	Vcard_DToL08182-RA
OG0007789	HEL_008134-RA	Vcard_DToL13786-RA
OG0007791	HEL_010681-RA	Vcard_DToL07565-RA
OG0007792	HEL_012629-RA	Vcard_DToL09180-RA
OG0007794	HEL_014191-RA	Vcard_DToL08179-RA
OG0007795	HEL_005880-RA	Vcard_DToL17129-RA
OG0007796	HEL_014192-RA	Vcard_DToL08178-RA
OG0007797	HEL_008140-RA	Vcard_DToL13779-RA
OG0007798	HEL_012934-RA	Vcard_DToL15706-RA
OG0007799	HEL_007059-RA	Vcard_DToL00601-RA
OG0007800	HEL_008146-RA	Vcard_DToL13772-RA
OG0007801	HEL_001258-RA	Vcard_DToL02489-RA
OG0007803	HEL_001257-RA	Vcard_DToL02492-RA
OG0007804	HEL_005877-RA	Vcard_DToL17125-RA
OG0007805	HEL_005875-RA	Vcard_DToL17122-RA
OG0007806	HEL_011913-RA	Vcard_DToL09174-RA
OG0007807	HEL_008655-RA	Vcard_DToL10868-RA
OG0007808	HEL_011522-RA	Vcard_DToL04569-RA
OG0007809	HEL_001256-RA	Vcard_DToL02495-RA
OG0007810	HEL_014141-RA	Vcard_DToL06955-RA
OG0007811	HEL_012870-RA	Vcard_DToL10297-RA
OG0007812	HEL_011607-RA	Vcard_DToL08457-RA
OG0007813	HEL_011917-RA	Vcard_DToL09169-RA
OG0007814	HEL_001254-RA	Vcard_DToL02498-RA
OG0007815	HEL_008250-RA	Vcard_DToL08171-RA
OG0007816	HEL_001253-RA	Vcard_DToL02500-RA
OG0007817	HEL_011609-RA	Vcard_DToL08453-RA
OG0007818	HEL_011511-RA	Vcard_DToL04575-RA
OG0007819	HEL_005873-RA	Vcard_DToL17116-RA
OG0007820	HEL_011506-RA	Vcard_DToL04576-RA
OG0007821	HEL_010689-RA	Vcard_DToL07577-RA
OG0007822	HEL_008643-RA	Vcard_DToL10875-RA
OG0007823	HEL_005872-RA	Vcard_DToL17114-RA
OG0007825	HEL_011613-RA	Vcard_DToL08450-RA
OG0007826	HEL_010690-RA	Vcard_DToL07578-RA
OG0007827	HEL_007075-RA	Vcard_DToL00702-RA
OG0007828	HEL_008252-RA	Vcard_DToL08169-RA
OG0007829	HEL_011505-RA	Vcard_DToL04577-RA
OG0007830	HEL_006615-RA	Vcard_DToL01722-RA
OG0007832	HEL_011616-RA	Vcard_DToL08446-RA
OG0007833	HEL_011619-RA	Vcard_DToL08445-RA
OG0007834	HEL_006614-RA	Vcard_DToL01723-RA
OG0007835	HEL_005433-RA	Vcard_DToL02818-RA
OG0007836	HEL_006613-RA	Vcard_DToL01724-RA
OG0007837	HEL_007072-RA	Vcard_DToL00704-RA
OG0007838	HEL_006617-RA	Vcard_DToL01720-RA
OG0007839	HEL_011617-RA	Vcard_DToL08443-RA
OG0007840	HEL_011495-RA	Vcard_DToL04585-RA
OG0007841	HEL_001246-RA	Vcard_DToL02511-RA
OG0007842	HEL_003175-RA	Vcard_DToL05639-RA
OG0007843	HEL_001245-RA	Vcard_DToL02512-RA
OG0007844	HEL_011920-RA	Vcard_DToL09162-RA
OG0007845	HEL_003177-RA	Vcard_DToL05636-RA
OG0007846	HEL_003179-RA	Vcard_DToL05634-RA
OG0007847	HEL_012049-RA	Vcard_DToL12509-RA
OG0007848	HEL_001243-RA	Vcard_DToL02515-RA
OG0007849	HEL_010297-RA	Vcard_DToL07582-RA
OG0007850	HEL_008637-RA	Vcard_DToL10885-RA
OG0007851	HEL_006201-RA	Vcard_DToL06946-RA
OG0007852	HEL_011922-RA	Vcard_DToL09159-RA
OG0007853	HEL_011924-RA	Vcard_DToL09158-RA
OG0007854	HEL_001241-RA	Vcard_DToL02523-RA
OG0007855	HEL_007080-RA	Vcard_DToL00693-RA
OG0007857	HEL_001235-RA	Vcard_DToL02524-RA
OG0007858	HEL_012929-RA	Vcard_DToL15717-RA
OG0007859	HEL_001233-RA	Vcard_DToL02527-RA
OG0007860	HEL_012038-RA	Vcard_DToL12512-RA
OG0007861	HEL_006211-RA	Vcard_DToL06964-RA
OG0007862	HEL_006212-RA	Vcard_DToL06965-RA
OG0007863	HEL_012037-RA	Vcard_DToL12513-RA
OG0007864	HEL_008636-RA	Vcard_DToL10889-RA
OG0007866	HEL_012034-RA	Vcard_DToL12514-RA
OG0007867	HEL_000124-RA	Vcard_DToL05295-RA
OG0007868	HEL_011927-RA	Vcard_DToL09153-RA
OG0007869	HEL_011494-RA	Vcard_DToL04590-RA
OG0007870	HEL_008285-RA	Vcard_DToL08156-RA
OG0007871	HEL_012031-RA	Vcard_DToL12516-RA
OG0007872	HEL_003182-RA	Vcard_DToL05627-RA
OG0007873	HEL_005436-RA	Vcard_DToL02819-RA
OG0007874	HEL_011929-RA	Vcard_DToL09152-RA
OG0007876	HEL_003184-RA	Vcard_DToL05626-RA
OG0007877	HEL_008573-RA	Vcard_DToL15722-RA
OG0007878	HEL_007086-RA	Vcard_DToL00691-RA
OG0007879	HEL_008572-RA	Vcard_DToL15723-RA
OG0007880	HEL_005437-RA	Vcard_DToL02820-RA
OG0007881	HEL_011489-RA	Vcard_DToL04594-RA
OG0007882	HEL_011488-RA	Vcard_DToL04595-RA
OG0007883	HEL_007088-RA	Vcard_DToL00689-RA
