Orthogroup	Heliconius_erato_lativitta	Vanessa_cardui
OG0002407	HEL_011821-RA	Vcard_DToL16081-RA
OG0002408	HEL_011283-RA, HEL_011282-RA	Vcard_DToL17691-RA
OG0002410	HEL_003944-RA	Vcard_DToL03430-RA
OG0002411	HEL_003588-RA	Vcard_DToL14689-RA
OG0002412	HEL_013235-RA	Vcard_DToL00047-RA
OG0002413	HEL_003586-RA	Vcard_DToL14692-RA
OG0002416	HEL_009365-RA, HEL_009364-RA	Vcard_DToL16038-RA
OG0002417	HEL_003627-RA	Vcard_DToL14711-RA
OG0002418	HEL_011696-RA, HEL_011695-RA, HEL_011694-RA	Vcard_DToL18768-RA
OG0002420	HEL_000497-RA, HEL_000498-RA, HEL_000499-RA	Vcard_DToL13844-RA
OG0002421	HEL_010222-RA	Vcard_DToL06425-RA
OG0002422	HEL_002290-RA, HEL_002287-RA, HEL_002288-RA	Vcard_DToL06229-RA
OG0002425	HEL_004136-RA	Vcard_DToL17976-RA
OG0002426	HEL_002518-RA	Vcard_DToL00933-RA
OG0002428	HEL_010230-RA	Vcard_DToL06432-RA
OG0002429	HEL_002126-RA	Vcard_DToL15134-RA
OG0002430	HEL_002521-RA	Vcard_DToL00935-RA
OG0002431	HEL_002522-RA	Vcard_DToL00936-RA
OG0002432	HEL_011774-RA	Vcard_DToL18819-RA
OG0002433	HEL_009035-RA, HEL_009036-RA	Vcard_DToL08952-RA, Vcard_DToL08953-RA
OG0002434	HEL_003680-RA, HEL_003685-RA	Vcard_DToL14548-RA
OG0002435	HEL_013503-RA, HEL_013502-RA	Vcard_DToL16050-RA
OG0002437	HEL_001708-RA	Vcard_DToL01879-RA
OG0002438	HEL_010116-RA	Vcard_DToL18359-RA
OG0002439	HEL_010114-RA	Vcard_DToL18362-RA, Vcard_DToL18361-RA
OG0002440	HEL_011310-RA	Vcard_DToL17755-RA
OG0002442	HEL_000430-RA	Vcard_DToL14052-RA
OG0002443	HEL_006019-RA	Vcard_DToL07064-RA
OG0002444	HEL_011117-RA	Vcard_DToL10730-RA
OG0002445	HEL_011784-RA	Vcard_DToL18834-RA
OG0002446	HEL_010109-RA	Vcard_DToL18367-RA
OG0002447	HEL_004589-RA	Vcard_DToL16868-RA
OG0002448	HEL_011073-RA	Vcard_DToL10716-RA
OG0002449	HEL_002148-RA	Vcard_DToL15040-RA
OG0002450	HEL_006416-RA	Vcard_DToL13493-RA
OG0002451	HEL_002150-RA	Vcard_DToL15043-RA
OG0002452	HEL_002535-RA	Vcard_DToL00956-RA, Vcard_DToL00954-RA
OG0002453	HEL_011344-RA	Vcard_DToL17656-RA
OG0002455	HEL_014049-RA	Vcard_DToL03445-RA
OG0002455	HEL_014051-RA	Vcard_DToL03443-RA
OG0002457	HEL_012103-RA	Vcard_DToL00159-RA
OG0002458	HEL_011839-RA	Vcard_DToL16102-RA
OG0002459	HEL_006426-RA	Vcard_DToL13480-RA
OG0002460	HEL_009449-RA	Vcard_DToL04144-RA
OG0002461	HEL_006430-RA	Vcard_DToL13479-RA
OG0002462	HEL_011800-RA	Vcard_DToL18848-RA
OG0002464	HEL_005814-RA, HEL_005813-RA	Vcard_DToL12845-RA
OG0002465	HEL_005809-RA, HEL_005810-RA, HEL_005811-RA	Vcard_DToL12846-RA
OG0002466	HEL_006431-RA	Vcard_DToL13477-RA
OG0002467	HEL_011808-RA	Vcard_DToL18851-RA
OG0002468	HEL_004615-RA	Vcard_DToL16942-RA
OG0002468	HEL_004651-RA	Vcard_DToL16977-RA
OG0002469	HEL_004141-RA	Vcard_DToL17891-RA
OG0002470	HEL_011813-RA, HEL_011814-RA, HEL_011815-RA	Vcard_DToL18856-RA
OG0002471	HEL_000819-RA	Vcard_DToL12352-RA
OG0002472	HEL_011816-RA	Vcard_DToL18858-RA
OG0002473	HEL_002160-RA	Vcard_DToL15055-RA
OG0002475	HEL_007837-RA	Vcard_DToL07047-RA
OG0002477	HEL_007836-RA	Vcard_DToL07046-RA
OG0002479	HEL_011827-RA, HEL_011826-RA	Vcard_DToL16087-RA
OG0002481	HEL_011846-RA	Vcard_DToL16115-RA
OG0002482	HEL_003570-RA	Vcard_DToL09577-RA
OG0002483	HEL_014237-RA	Vcard_DToL14614-RA
OG0002484	HEL_002163-RA, HEL_002164-RA	Vcard_DToL15060-RA, Vcard_DToL15059-RA
OG0002485	HEL_013937-RA	Vcard_DToL18566-RA
OG0002486	HEL_004998-RA, HEL_004997-RA	Vcard_DToL16510-RA
OG0002487	HEL_014373-RA, HEL_002328-RA	Vcard_DToL06156-RA
OG0002488	HEL_010080-RA, HEL_010079-RA	Vcard_DToL18408-RA
OG0002489	HEL_004368-RA	Vcard_DToL10594-RA
OG0002490	HEL_009748-RA, HEL_009747-RA	Vcard_DToL10240-RA
OG0002491	HEL_006443-RA	Vcard_DToL13461-RA
OG0002492	HEL_011205-RA	Vcard_DToL11208-RA
OG0002493	HEL_005007-RA	Vcard_DToL16503-RA
OG0002494	HEL_011394-RA	Vcard_DToL17619-RA
OG0002495	HEL_002563-RA	Vcard_DToL00998-RA
OG0002496	HEL_011391-RA, HEL_011393-RA	Vcard_DToL17620-RA
OG0002497	HEL_007707-RA	Vcard_DToL04910-RA
OG0002498	HEL_013946-RA	Vcard_DToL18582-RA, Vcard_DToL18581-RA
OG0002499	HEL_009276-RA	Vcard_DToL15956-RA
OG0002500	HEL_005008-RA	Vcard_DToL16501-RA
OG0002502	HEL_002569-RA	Vcard_DToL01003-RA
OG0002503	HEL_014385-RA, HEL_014386-RA, HEL_014384-RA	Vcard_DToL14956-RA
OG0002504	HEL_010825-RA	Vcard_DToL03195-RA
OG0002505	HEL_013948-RA	Vcard_DToL18579-RA
OG0002506	HEL_006448-RA, HEL_006447-RA	Vcard_DToL13456-RA
OG0002507	HEL_002577-RA	Vcard_DToL01015-RA
OG0002508	HEL_009427-RA, HEL_009428-RA	Vcard_DToL04167-RA
OG0002509	HEL_014383-RA	Vcard_DToL14957-RA
OG0002510	HEL_013940-RA	Vcard_DToL18573-RA
OG0002512	HEL_008088-RA	Vcard_DToL06911-RA
OG0002513	HEL_014381-RA	Vcard_DToL14960-RA
OG0002514	HEL_011191-RA	Vcard_DToL11189-RA
OG0002515	HEL_005016-RA	Vcard_DToL16489-RA, Vcard_DToL16490-RA
OG0002516	HEL_006452-RA	Vcard_DToL13450-RA, Vcard_DToL13449-RA
OG0002517	HEL_011334-RA	Vcard_DToL17647-RA
OG0002518	HEL_003574-RA	Vcard_DToL09566-RA
OG0002519	HEL_001659-RA	Vcard_DToL01954-RA
OG0002519	HEL_001658-RA	Vcard_DToL01955-RA
OG0002520	HEL_008862-RA	Vcard_DToL03478-RA
OG0002521	HEL_009267-RA	Vcard_DToL15947-RA
OG0002522	HEL_000827-RA	Vcard_DToL12343-RA
OG0002523	HEL_004345-RA, HEL_004344-RA	Vcard_DToL10569-RA
OG0002524	HEL_001928-RA	Vcard_DToL15269-RA
OG0002525	HEL_002752-RA	Vcard_DToL01228-RA
OG0002526	HEL_007988-RA	Vcard_DToL06605-RA
OG0002528	HEL_011349-RA	Vcard_DToL17662-RA, Vcard_DToL17663-RA
OG0002529	HEL_001950-RA, HEL_001949-RA	Vcard_DToL15252-RA
OG0002530	HEL_002592-RA, HEL_002593-RA	Vcard_DToL01044-RA
OG0002531	HEL_014533-RA, HEL_014534-RA, HEL_014532-RA	Vcard_DToL18171-RA
OG0002532	HEL_007995-RA, HEL_007996-RA, HEL_007998-RA	Vcard_DToL06615-RA
OG0002533	HEL_002361-RA	Vcard_DToL06103-RA
OG0002534	HEL_000842-RA, HEL_000841-RA	Vcard_DToL12331-RA
OG0002535	HEL_006458-RA	Vcard_DToL13441-RA
OG0002536	HEL_001954-RA	Vcard_DToL15248-RA
OG0002536	HEL_001953-RA	Vcard_DToL15249-RA
OG0002537	HEL_008838-RA	Vcard_DToL03504-RA, Vcard_DToL03503-RA
OG0002538	HEL_000851-RA	Vcard_DToL12322-RA
OG0002539	HEL_004928-RA	Vcard_DToL16464-RA
OG0002540	HEL_007807-RA	Vcard_DToL07223-RA
OG0002541	HEL_012090-RA	Vcard_DToL00176-RA
OG0002542	HEL_013964-RA	Vcard_DToL18596-RA
OG0002543	HEL_009126-RA, HEL_009127-RA	Vcard_DToL08847-RA, Vcard_DToL08850-RA
OG0002544	HEL_005109-RA	Vcard_DToL14889-RA
OG0002545	HEL_002366-RA	Vcard_DToL06099-RA
OG0002547	HEL_009141-RA	Vcard_DToL08841-RA
OG0002547	HEL_009137-RA	Vcard_DToL08842-RA
OG0002548	HEL_009413-RA	Vcard_DToL04188-RA
OG0002549	HEL_004634-RA	Vcard_DToL16954-RA
OG0002550	HEL_005791-RA	Vcard_DToL12879-RA
OG0002551	HEL_008025-RA	Vcard_DToL06591-RA
OG0002552	HEL_001378-RA	Vcard_DToL02313-RA
OG0002553	HEL_014403-RA	Vcard_DToL08250-RA
OG0002554	HEL_000384-RA	Vcard_DToL13988-RA
OG0002555	HEL_007959-RA	Vcard_DToL06558-RA
OG0002556	HEL_009796-RA	Vcard_DToL11938-RA
OG0002557	HEL_001636-RA, HEL_001637-RA	Vcard_DToL01995-RA
OG0002558	HEL_006716-RA	Vcard_DToL01325-RA
OG0002559	HEL_002376-RA	Vcard_DToL06085-RA
OG0002560	HEL_002626-RA	Vcard_DToL01092-RA
OG0002562	HEL_006190-RA	Vcard_DToL07245-RA
OG0002563	HEL_009244-RA	Vcard_DToL15925-RA
OG0002564	HEL_001989-RA	Vcard_DToL15213-RA
OG0002565	HEL_013702-RA	Vcard_DToL18111-RA
OG0002566	HEL_005785-RA	Vcard_DToL12892-RA, Vcard_DToL12889-RA
OG0002567	HEL_013780-RA	Vcard_DToL09915-RA
OG0002567	HEL_013778-RA, HEL_013779-RA	Vcard_DToL09916-RA
OG0002568	HEL_005129-RA	Vcard_DToL14869-RA
OG0002569	HEL_010709-RA	Vcard_DToL09531-RA
OG0002570	HEL_009159-RA, HEL_009165-RA	Vcard_DToL08824-RA
OG0002571	HEL_009166-RA	Vcard_DToL08823-RA
OG0002572	HEL_009793-RA	Vcard_DToL11932-RA
OG0002574	HEL_001630-RA, HEL_001632-RA	Vcard_DToL02003-RA
OG0002575	HEL_005135-RA, HEL_005139-RA	Vcard_DToL14858-RA
OG0002576	HEL_002395-RA	Vcard_DToL06061-RA
OG0002577	HEL_007950-RA, HEL_007951-RA	Vcard_DToL06552-RA
OG0002578	HEL_008819-RA	Vcard_DToL03521-RA
OG0002579	HEL_013710-RA	Vcard_DToL18136-RA
OG0002580	HEL_013791-RA	Vcard_DToL09899-RA, Vcard_DToL09900-RA
OG0002581	HEL_004907-RA	Vcard_DToL16434-RA
OG0002582	HEL_013304-RA	Vcard_DToL04967-RA
OG0002583	HEL_000557-RA	Vcard_DToL17547-RA
OG0002584	HEL_007934-RA	Vcard_DToL06536-RA
OG0002585	HEL_001617-RA	Vcard_DToL02019-RA
OG0002586	HEL_006514-RA	Vcard_DToL13383-RA
OG0002587	HEL_005155-RA, HEL_005147-RA	Vcard_DToL14849-RA
OG0002588	HEL_002404-RA	Vcard_DToL06052-RA
OG0002589	HEL_004621-RA	Vcard_DToL16925-RA
OG0002590	HEL_001615-RA	Vcard_DToL02022-RA
OG0002592	HEL_009384-RA	Vcard_DToL04228-RA
OG0002593	HEL_004895-RA	Vcard_DToL16419-RA
OG0002594	HEL_010726-RA	Vcard_DToL09511-RA
OG0002595	HEL_009171-RA	Vcard_DToL08818-RA
OG0002596	HEL_002412-RA	Vcard_DToL06039-RA, Vcard_DToL06040-RA
OG0002597	HEL_002003-RA	Vcard_DToL15189-RA
OG0002599	HEL_005165-RA	Vcard_DToL14838-RA
OG0002600	HEL_006529-RA	Vcard_DToL13354-RA
OG0002601	HEL_005172-RA	Vcard_DToL14831-RA, Vcard_DToL16993-RA
OG0002602	HEL_000577-RA	Vcard_DToL17521-RA
OG0002603	HEL_010735-RA	Vcard_DToL09501-RA
OG0002604	HEL_001604-RA, HEL_001606-RA, HEL_001605-RA	Vcard_DToL02032-RA
OG0002605	HEL_009177-RA	Vcard_DToL08810-RA
OG0002607	HEL_004608-RA	Vcard_DToL16911-RA
OG0002608	HEL_013927-RA	Vcard_DToL18657-RA
OG0002610	HEL_001128-RA	Vcard_DToL11959-RA
OG0002611	HEL_012138-RA	Vcard_DToL09348-RA
OG0002612	HEL_010050-RA	Vcard_DToL18307-RA, Vcard_DToL18306-RA
OG0002614	HEL_012137-RA	Vcard_DToL09349-RA
OG0002615	HEL_013979-RA	Vcard_DToL03226-RA
OG0002617	HEL_009374-RA	Vcard_DToL04243-RA, Vcard_DToL04242-RA
OG0002618	HEL_009339-RA	Vcard_DToL16012-RA
OG0002619	HEL_008774-RA	Vcard_DToL03576-RA
OG0002620	HEL_009185-RA	Vcard_DToL08798-RA
OG0002621	HEL_011857-RA	Vcard_DToL16125-RA
OG0002622	HEL_008771-RA	Vcard_DToL03583-RA
OG0002623	HEL_006548-RA	Vcard_DToL13334-RA
OG0002624	HEL_001589-RA	Vcard_DToL02050-RA
OG0002625	HEL_013975-RA	Vcard_DToL03231-RA
OG0002626	HEL_006552-RA	Vcard_DToL13327-RA
OG0002627	HEL_002684-RA	Vcard_DToL01163-RA
OG0002628	HEL_001586-RA, HEL_001587-RA	Vcard_DToL02053-RA
OG0002630	HEL_009634-RA, HEL_006556-RA	Vcard_DToL13319-RA
OG0002632	HEL_006557-RA	Vcard_DToL13318-RA
OG0002634	HEL_012988-RA, HEL_012989-RA, HEL_012990-RA	Vcard_DToL18614-RA
OG0002635	HEL_004664-RA	Vcard_DToL16988-RA
OG0002636	HEL_002448-RA	Vcard_DToL06002-RA
OG0002637	HEL_007895-RA	Vcard_DToL06492-RA
OG0002638	HEL_013973-RA	Vcard_DToL03234-RA
OG0002639	HEL_007894-RA	Vcard_DToL06491-RA
OG0002640	HEL_006567-RA	Vcard_DToL13308-RA
OG0002641	HEL_004665-RA	Vcard_DToL16989-RA
OG0002642	HEL_009628-RA	Vcard_DToL00276-RA
OG0002644	HEL_010072-RA	Vcard_DToL18262-RA
OG0002645	HEL_002905-RA, HEL_002906-RA	Vcard_DToL01517-RA
OG0002646	HEL_000874-RA	Vcard_DToL12278-RA, Vcard_DToL12277-RA
OG0002647	HEL_000344-RA, HEL_000345-RA	Vcard_DToL13946-RA
OG0002648	HEL_012714-RA	Vcard_DToL12742-RA
OG0002650	HEL_002898-RA, HEL_002899-RA	Vcard_DToL01525-RA
OG0002651	HEL_013552-RA	Vcard_DToL07702-RA
OG0002652	HEL_000616-RA	Vcard_DToL17504-RA
OG0002653	HEL_001570-RA, HEL_001567-RA	Vcard_DToL02079-RA
OG0002654	HEL_004286-RA	Vcard_DToL10505-RA, Vcard_DToL10506-RA
OG0002655	HEL_001560-RA, HEL_001561-RA, HEL_001563-RA	Vcard_DToL02081-RA
OG0002656	HEL_008982-RA, HEL_008980-RA	Vcard_DToL11294-RA
OG0002656	HEL_008979-RA	Vcard_DToL11296-RA
OG0002659	HEL_006587-RA	Vcard_DToL13272-RA
OG0002660	HEL_012117-RA	Vcard_DToL09383-RA
OG0002661	HEL_004837-RA	Vcard_DToL16360-RA
OG0002664	HEL_011864-RA, HEL_011863-RA	Vcard_DToL16138-RA
OG0002665	HEL_002480-RA	Vcard_DToL05967-RA
OG0002666	HEL_000869-RA	Vcard_DToL12288-RA
OG0002667	HEL_011865-RA	Vcard_DToL16142-RA
OG0002668	HEL_001855-RA	Vcard_DToL15335-RA
OG0002669	HEL_007553-RA	Vcard_DToL04279-RA
OG0002671	HEL_010871-RA	Vcard_DToL05030-RA
OG0002672	HEL_014548-RA, HEL_014549-RA	Vcard_DToL07719-RA
OG0002673	HEL_011557-RA	Vcard_DToL09855-RA
OG0002674	HEL_002891-RA, HEL_002890-RA	Vcard_DToL01534-RA
OG0002675	HEL_006154-RA	Vcard_DToL07297-RA
OG0002676	HEL_002889-RA	Vcard_DToL01536-RA, Vcard_DToL01535-RA
OG0002677	HEL_009200-RA	Vcard_DToL08752-RA
OG0002678	HEL_006589-RA	Vcard_DToL13264-RA
OG0002679	HEL_000863-RA	Vcard_DToL12300-RA
OG0002681	HEL_009917-RA	Vcard_DToL07671-RA, Vcard_DToL07928-RA
OG0002682	HEL_006590-RA	Vcard_DToL13263-RA
OG0002683	HEL_011870-RA	Vcard_DToL16146-RA
OG0002684	HEL_004273-RA	Vcard_DToL10486-RA
OG0002686	HEL_009921-RA	Vcard_DToL08264-RA
OG0002687	HEL_006150-RA	Vcard_DToL07301-RA
OG0002689	HEL_001852-RA	Vcard_DToL15341-RA
OG0002690	HEL_010887-RA	Vcard_DToL05051-RA, Vcard_DToL05052-RA
OG0002691	HEL_000858-RA	Vcard_DToL12312-RA
OG0002691	HEL_000859-RA	Vcard_DToL12311-RA
OG0002692	HEL_005221-RA	Vcard_DToL14787-RA
OG0002693	HEL_002501-RA, HEL_002502-RA	Vcard_DToL05943-RA
OG0002696	HEL_000317-RA	Vcard_DToL14154-RA
OG0002697	HEL_007185-RA	Vcard_DToL00249-RA
OG0002698	HEL_010892-RA	Vcard_DToL05056-RA
OG0002699	HEL_011882-RA	Vcard_DToL16160-RA, Vcard_DToL16159-RA
OG0002700	HEL_009808-RA, HEL_009807-RA	Vcard_DToL11946-RA
OG0002701	HEL_005610-RA	Vcard_DToL02859-RA
OG0002701	HEL_005611-RA	Vcard_DToL02857-RA
OG0002703	HEL_013249-RA	Vcard_DToL00033-RA
OG0002704	HEL_006605-RA	Vcard_DToL13239-RA
OG0002705	HEL_004682-RA, HEL_004681-RA, HEL_004683-RA	Vcard_DToL17005-RA
OG0002706	HEL_004685-RA	Vcard_DToL17010-RA, Vcard_DToL17006-RA
OG0002707	HEL_000643-RA, HEL_000642-RA	Vcard_DToL17439-RA
OG0002709	HEL_009859-RA	Vcard_DToL07831-RA
OG0002710	HEL_001524-RA, HEL_001522-RA, HEL_001523-RA	Vcard_DToL02124-RA
OG0002711	HEL_013816-RA	Vcard_DToL14760-RA
OG0002711	HEL_013818-RA	Vcard_DToL14759-RA
OG0002713	HEL_013823-RA	Vcard_DToL14752-RA
OG0002715	HEL_005599-RA, HEL_005600-RA	Vcard_DToL02872-RA
OG0002716	HEL_012478-RA	Vcard_DToL10979-RA
OG0002717	HEL_005598-RA, HEL_005597-RA	Vcard_DToL02873-RA
OG0002718	HEL_001517-RA	Vcard_DToL02133-RA
OG0002720	HEL_007169-RA	Vcard_DToL00219-RA
OG0002721	HEL_004778-RA	Vcard_DToL16313-RA
OG0002723	HEL_006132-RA	Vcard_DToL07321-RA
OG0002724	HEL_011572-RA, HEL_011573-RA	Vcard_DToL09833-RA
OG0002725	HEL_005592-RA, HEL_005593-RA	Vcard_DToL02876-RA
OG0002726	HEL_003777-RA	Vcard_DToL14461-RA
OG0002727	HEL_014094-RA	Vcard_DToL13169-RA
OG0002728	HEL_004759-RA, HEL_004760-RA, HEL_004758-RA	Vcard_DToL16299-RA
OG0002730	HEL_010921-RA	Vcard_DToL05103-RA
OG0002731	HEL_009572-RA, HEL_009571-RA	Vcard_DToL16258-RA
OG0002732	HEL_009877-RA	Vcard_DToL07847-RA
OG0002733	HEL_001509-RA	Vcard_DToL02142-RA
OG0002734	HEL_006012-RA	Vcard_DToL17323-RA
OG0002735	HEL_005851-RA	Vcard_DToL12800-RA
OG0002738	HEL_004746-RA	Vcard_DToL17083-RA
OG0002739	HEL_009564-RA	Vcard_DToL16251-RA
OG0002740	HEL_012488-RA	Vcard_DToL11001-RA, Vcard_DToL11002-RA
OG0002744	HEL_001121-RA	Vcard_DToL11975-RA
OG0002745	HEL_002967-RA	Vcard_DToL05907-RA
OG0002746	HEL_002969-RA	Vcard_DToL05905-RA
OG0002747	HEL_008683-RA, HEL_008681-RA, HEL_008680-RA	Vcard_DToL03681-RA
OG0002748	HEL_005843-RA	Vcard_DToL12808-RA, Vcard_DToL12809-RA
OG0002749	HEL_007515-RA, HEL_007513-RA	Vcard_DToL04325-RA
OG0002750	HEL_010426-RA	Vcard_DToL00184-RA
OG0002751	HEL_008678-RA	Vcard_DToL03684-RA
OG0002752	HEL_005577-RA	Vcard_DToL02925-RA
OG0002753	HEL_002842-RA, HEL_002843-RA, HEL_002844-RA	Vcard_DToL01594-RA
OG0002754	HEL_009943-RA, HEL_009938-RA	Vcard_DToL07891-RA
OG0002755	HEL_001050-RA, HEL_001051-RA, HEL_001048-RA	Vcard_DToL11978-RA
OG0002756	HEL_009555-RA, HEL_009553-RA	Vcard_DToL16240-RA
OG0002757	HEL_010941-RA	Vcard_DToL05132-RA
OG0002758	HEL_001060-RA	Vcard_DToL11983-RA
OG0002759	HEL_014111-RA, HEL_014112-RA	Vcard_DToL13146-RA
OG0002760	HEL_010433-RA	Vcard_DToL00368-RA, Vcard_DToL00366-RA, Vcard_DToL00364-RA
OG0002761	HEL_001823-RA	Vcard_DToL15374-RA
OG0002762	HEL_014114-RA	Vcard_DToL13144-RA
OG0002763	HEL_005563-RA	Vcard_DToL02937-RA, Vcard_DToL06564-RA, Vcard_DToL02936-RA
OG0002764	HEL_006355-RA	Vcard_DToL06695-RA
OG0002765	HEL_010954-RA	Vcard_DToL05140-RA
OG0002766	HEL_002833-RA	Vcard_DToL01601-RA
OG0002767	HEL_014568-RA	Vcard_DToL13226-RA
OG0002768	HEL_010770-RA	Vcard_DToL09443-RA
OG0002769	HEL_003744-RA, HEL_003742-RA	Vcard_DToL14476-RA
OG0002770	HEL_010769-RA	Vcard_DToL09445-RA
OG0002771	HEL_001482-RA, HEL_001481-RA	Vcard_DToL02182-RA
OG0002772	HEL_010768-RA	Vcard_DToL09446-RA
OG0002773	HEL_001479-RA	Vcard_DToL02183-RA
OG0002774	HEL_006105-RA	Vcard_DToL07358-RA
OG0002775	HEL_002831-RA	Vcard_DToL01608-RA
OG0002777	HEL_004734-RA, HEL_004733-RA	Vcard_DToL17066-RA
OG0002778	HEL_010441-RA	Vcard_DToL00386-RA
OG0002780	HEL_010445-RA	Vcard_DToL00392-RA
OG0002781	HEL_005552-RA	Vcard_DToL02953-RA, Vcard_DToL02954-RA
OG0002782	HEL_005548-RA	Vcard_DToL02958-RA
OG0002783	HEL_006951-RA	Vcard_DToL15515-RA, Vcard_DToL15512-RA
OG0002785	HEL_014374-RA	Vcard_DToL03699-RA
OG0002786	HEL_010453-RA	Vcard_DToL00404-RA
OG0002790	HEL_006095-RA	Vcard_DToL07374-RA
OG0002791	HEL_001818-RA	Vcard_DToL15382-RA
OG0002792	HEL_013726-RA	Vcard_DToL11022-RA
OG0002793	HEL_003719-RA	Vcard_DToL14507-RA
OG0002794	HEL_013731-RA	Vcard_DToL11027-RA
OG0002795	HEL_012897-RA	Vcard_DToL09789-RA
OG0002796	HEL_000057-RA	Vcard_DToL05358-RA
OG0002797	HEL_003713-RA, HEL_003715-RA, HEL_003714-RA	Vcard_DToL14511-RA
OG0002798	HEL_007001-RA	Vcard_DToL00510-RA
OG0002799	HEL_001446-RA	Vcard_DToL02229-RA
OG0002800	HEL_006276-RA, HEL_006281-RA, HEL_006277-RA	Vcard_DToL06718-RA
OG0002801	HEL_001330-RA	Vcard_DToL02367-RA
OG0002802	HEL_005996-RA	Vcard_DToL17305-RA
OG0002803	HEL_001816-RA	Vcard_DToL15387-RA
OG0002804	HEL_009533-RA	Vcard_DToL16218-RA
OG0002804	HEL_009532-RA	Vcard_DToL16217-RA
OG0002805	HEL_012765-RA	Vcard_DToL13210-RA
OG0002806	HEL_006090-RA	Vcard_DToL07379-RA
OG0002809	HEL_000049-RA	Vcard_DToL05370-RA, Vcard_DToL05371-RA
OG0002810	HEL_012752-RA, HEL_012754-RA	Vcard_DToL12691-RA
OG0002812	HEL_000047-RA	Vcard_DToL05374-RA
OG0002814	HEL_009526-RA	Vcard_DToL16212-RA
OG0002815	HEL_004575-RA, HEL_004574-RA, HEL_004577-RA	Vcard_DToL03715-RA
OG0002816	HEL_001079-RA	Vcard_DToL11993-RA
OG0002817	HEL_013594-RA	Vcard_DToL12588-RA, Vcard_DToL12590-RA
OG0002818	HEL_000038-RA	Vcard_DToL05384-RA
OG0002819	HEL_001350-RA	Vcard_DToL02346-RA
OG0002820	HEL_000037-RA	Vcard_DToL05385-RA
OG0002821	HEL_005519-RA	Vcard_DToL02980-RA
OG0002822	HEL_005518-RA	Vcard_DToL02981-RA
OG0002824	HEL_002767-RA	Vcard_DToL01245-RA
OG0002825	HEL_006293-RA	Vcard_DToL06733-RA
OG0002827	HEL_000029-RA	Vcard_DToL05393-RA
OG0002828	HEL_014469-RA	Vcard_DToL00442-RA
OG0002829	HEL_009512-RA	Vcard_DToL16196-RA
OG0002831	HEL_014477-RA	Vcard_DToL00453-RA
OG0002832	HEL_003030-RA	Vcard_DToL05820-RA
OG0002833	HEL_003033-RA	Vcard_DToL05817-RA
OG0002836	HEL_010017-RA	Vcard_DToL07952-RA
OG0002837	HEL_008200-RA	Vcard_DToL13692-RA
OG0002838	HEL_004503-RA	Vcard_DToL03957-RA
OG0002839	HEL_003042-RA	Vcard_DToL05801-RA, Vcard_DToL05802-RA
OG0002840	HEL_012146-RA, HEL_012147-RA	Vcard_DToL09337-RA
OG0002841	HEL_003046-RA	Vcard_DToL05797-RA
OG0002842	HEL_012157-RA	Vcard_DToL09329-RA
OG0002842	HEL_012155-RA	Vcard_DToL09330-RA
OG0002843	HEL_006073-RA, HEL_006074-RA	Vcard_DToL07398-RA
OG0002844	HEL_013639-RA	Vcard_DToL12638-RA
OG0002845	HEL_000270-RA	Vcard_DToL14238-RA, Vcard_DToL14240-RA
OG0002846	HEL_012346-RA, HEL_012345-RA, HEL_012344-RA	Vcard_DToL15416-RA
OG0002847	HEL_000269-RA	Vcard_DToL14243-RA
OG0002849	HEL_004208-RA	Vcard_DToL10401-RA
OG0002850	HEL_012250-RA	Vcard_DToL11074-RA
OG0002851	HEL_006065-RA, HEL_006066-RA	Vcard_DToL07404-RA
OG0002852	HEL_012254-RA, HEL_012255-RA	Vcard_DToL11077-RA
OG0002853	HEL_013646-RA	Vcard_DToL12629-RA
OG0002854	HEL_008187-RA, HEL_008186-RA	Vcard_DToL13709-RA
OG0002855	HEL_006944-RA	Vcard_DToL15562-RA
OG0002856	HEL_005505-RA	Vcard_DToL03000-RA
OG0002857	HEL_006049-RA	Vcard_DToL07411-RA, Vcard_DToL07410-RA
OG0002858	HEL_003828-RA	Vcard_DToL14418-RA
OG0002859	HEL_013650-RA	Vcard_DToL12623-RA
OG0002860	HEL_007322-RA	Vcard_DToL09957-RA
OG0002861	HEL_004535-RA	Vcard_DToL03761-RA
OG0002862	HEL_011902-RA, HEL_011903-RA	Vcard_DToL16169-RA
OG0002864	HEL_004531-RA	Vcard_DToL03766-RA
OG0002865	HEL_006881-RA	Vcard_DToL15574-RA, Vcard_DToL15573-RA
OG0002868	HEL_012319-RA	Vcard_DToL15432-RA, Vcard_DToL15434-RA
OG0002869	HEL_000243-RA	Vcard_DToL14265-RA
OG0002870	HEL_012318-RA	Vcard_DToL15435-RA
OG0002871	HEL_013348-RA	Vcard_DToL07800-RA
OG0002872	HEL_000675-RA, HEL_007408-RA	Vcard_DToL04448-RA
OG0002874	HEL_010580-RA	Vcard_DToL07447-RA
OG0002875	HEL_003093-RA	Vcard_DToL05724-RA
OG0002877	HEL_008159-RA	Vcard_DToL13754-RA
OG0002878	HEL_008601-RA	Vcard_DToL10913-RA
OG0002880	HEL_008602-RA	Vcard_DToL10914-RA
OG0002881	HEL_008598-RA	Vcard_DToL10917-RA, Vcard_DToL10916-RA
OG0002882	HEL_003856-RA	Vcard_DToL14385-RA
OG0002883	HEL_014163-RA	Vcard_DToL03797-RA
OG0002884	HEL_007268-RA	Vcard_DToL10141-RA
